Nom_Hotel,Adresse,Nom_Suite,Services,Note,Nbr_Experiences,Periode,Date,Prix
ibis Zürich City West,"Gewerbeschule, Zurich",Chambre Lits Jumeaux Standard,2 lits simples,"7,7",1 479 expériences vécues,"1 nuit, 1 adulte",,€ 135
Royal Hotel Zurich,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple Urbaine,1 lit simple,"7,8",948 expériences vécues,"1 nuit, 1 adulte",,€ 220
City Home Zurich,"Oerlikon, Zurich",Chambre Double,1 lit double,"7,0",2 expériences vécues,"1 nuit, 1 adulte",,€ 80
THE FLAG Zürich,"Altstetten, Zurich",Chambre Simple Affaires avec Balcon,1 lit simple,"8,2",2 681 expériences vécues,"1 nuit, 1 adulte",,€ 151
Gasthaus 210,"Gewerbeschule, Zurich",Chambre Simple avec Salle de Bains Privative,Hébergement géré par un particulier,"7,4",2 276 expériences vécues,"1 nuit, 1 adulte",,€ 124
Optimum Studio Apartment - Wolframplatz,"Wiedikon, Zurich",Studio,1 lit double,,"1 nuit, 1 adulte",Taxes et frais compris,,€ 216
Ruby Mimi Hotel Zurich,"1. Vieille ville de Zurich - Centre ville, Zurich",Hébergement Cosy,1 grand lit double,"8,3",6 010 expériences vécues,"1 nuit, 1 adulte",,€ 258
Green Marmot Capsule Hotel Zürich,"1. Vieille ville de Zurich - Centre ville, Zurich",Capsule Lit Simple - Accessible aux Personnes à Mobilité Réduite,1 lit simple,"7,4",4 604 expériences vécues,"1 nuit, 1 adulte",,€ 93
Hotel Felix,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple Standard,1 lit simple,"8,5",3 799 expériences vécues,"1 nuit, 1 adulte",,€ 229
Hotel Adler Zürich,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple Standard,1 lit simple,"8,8",2 305 expériences vécues,"1 nuit, 1 adulte",,€ 226
Hotel Bristol Zurich,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Double avec Lit King-Size,1 très grand lit double,"8,0",5 308 expériences vécues,"1 nuit, 1 adulte",,€ 240
City Home Zurich,"Oerlikon, Zurich",Studio Standard,1 lit double,"6,1",52 expériences vécues,"1 nuit, 1 adulte",,€ 86
easyHotel Zürich West,"Wipkingen, Zurich",Chambre Double,1 lit double,"6,4",1 834 expériences vécues,"1 nuit, 1 adulte",,€ 108
easyHotel Zürich City Centre,"4e arrondissement, Zurich",Chambre Double Standard,1 grand lit double,"6,4",1 967 expériences vécues,"1 nuit, 1 adulte",,€ 121
H+ Hotel Zürich,"Altstetten, Zurich",Chambre Double Confort,1 lit double,"8,3",6 694 expériences vécues,"1 nuit, 1 adulte",,€ 172
Sorell Hotel Rex,"Unterstrass, Zurich",Chambre Simple Standard,1 lit simple,"7,9",2 075 expériences vécues,"1 nuit, 1 adulte",,€ 226
Central Plaza,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple,1 lit simple,"8,1",2 697 expériences vécues,"1 nuit, 1 adulte",,€ 258
ibis Zurich Adliswil,"Wollishofen, Zurich",Chambre pour 1 ou 2 Personnes,2 lits simples,"7,7",3 829 expériences vécues,"1 nuit, 1 adulte",,€ 125
Courtyard by Marriott Zurich North,"Oerlikon, Zurich",Chambre Lit King-Size Qualité,1 très grand lit double,"7,8",1 249 expériences vécues,"1 nuit, 1 adulte",,€ 212
easyHotel Zürich Limmatplatz,"Gewerbeschule, Zurich",Chambre Double,1 lit double,"6,4",1 395 expériences vécues,"1 nuit, 1 adulte",,€ 126
ibis Zürich Messe Airport,"Oerlikon, Zurich",Chambre Double Standard,1 lit double,"7,4",3 916 expériences vécues,"1 nuit, 1 adulte",,€ 117
Guesthouse Lochergut,"Wiedikon, Zurich",Chambre Simple Économique,1 lit simple,"7,8",893 expériences vécues,"1 nuit, 1 adulte",,€ 117
Small Luxury Hotel Ambassador Zurich,"Seefeld, Zurich",Hébergement Classique Ambassadeur,1 lit simple,"9,0",226 expériences vécues,"1 nuit, 1 adulte",,€ 298
Zurich Marriott Hotel,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple,1 lit simple,"7,9",1 722 expériences vécues,"1 nuit, 1 adulte",,€ 328
Locke am Platz,"Enge, Zurich",Locke Room with Balcony,1 grand lit double,,"1 nuit, 1 adulte",Taxes et frais compris,,€ 226
MEININGER Hotel Zürich Greencity,"Wollishofen, Zurich",Lit dans Dortoir Mixte de 6 Lits,1 lit superposé,"8,0",5 447 expériences vécues,"1 nuit, 1 adulte",,€ 89
Swiss Night by Fassbind,"Zürichberg, Zurich",Chambre Simple Affaires ,1 lit simple,"8,2",1 645 expériences vécues,"1 nuit, 1 adulte",,€ 172
Hotel Kindli,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple Classique,1 lit simple,"9,1",240 expériences vécues,"1 nuit, 1 adulte",,€ 312
Hotel Gregory,"4e arrondissement, Zurich","Chambre Triple avec Salle de Bains Extérieure Privée

","2 lits (1 lit simple, 1 grand lit double)","6,1",912 expériences vécues,"1 nuit, 1 adulte",,€ 119
Fred Hotel Zürich Hauptbahnhof,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple,1 lit simple,"8,3",1 280 expériences vécues,"1 nuit, 1 adulte",,€ 200
Hotel Seehof,"Seefeld, Zurich",Chambre Simple,1 lit simple,"8,0",927 expériences vécues,"1 nuit, 1 adulte",,€ 219
Gästehaus Hunziker,"Oerlikon, Zurich",Chambre Simple,1 lit simple,"8,2",538 expériences vécues,"1 nuit, 1 adulte",,€ 128
Friendly Hostel Zürich,"1. Vieille ville de Zurich - Centre ville, Zurich",Lit dans Dortoir Mixte de 3 Lits,1 lit simple,"7,7",2 112 expériences vécues,"1 nuit, 1 adulte",,€ 63
Sheraton Zürich Hotel,"Gewerbeschule, Zurich",Chambre Double Sheraton ,1 lit double,"7,8",1 130 expériences vécues,"1 nuit, 1 adulte",,€ 222
Sorell Hotel Seefeld,"Seefeld, Zurich",Chambre Simple Standard,1 lit simple,"8,5",1 867 expériences vécues,"1 nuit, 1 adulte",,€ 253
Engimatt City & Garden Hotel,"Enge, Zurich",Chambre Simple Classique avec Balcon,1 lit double,"8,4",1 028 expériences vécues,"1 nuit, 1 adulte",,€ 199
Marktgasse Hotel,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple Standard,1 lit simple,"8,4",948 expériences vécues,"1 nuit, 1 adulte",,€ 293
Guest House Dieci allo Zoo,"Zürichberg, Zurich",Chambre Double Supérieure,1 lit double,"7,1",289 expériences vécues,"1 nuit, 1 adulte",,€ 105
Hotel Old Town,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Double Supérieure,1 grand lit double,"7,5",854 expériences vécues,"1 nuit, 1 adulte",,€ 202
Guesthouse fürDich,"4e arrondissement, Zurich",Chambre Simple avec Salle de Bains Commune,1 lit simple,"8,5",882 expériences vécues,"1 nuit, 1 adulte",,€ 147
Hotel Kronenhof,"Affoltern, Zurich",Chambre Simple,Plusieurs types de lits,"7,5",855 expériences vécues,"1 nuit, 1 adulte",,€ 115
Stay2Night City Center Hostel,"4e arrondissement, Zurich",Lit Simple dans Dortoir Mixte,1 lit superposé,"5,7",525 expériences vécues,"1 nuit, 1 adulte",,"€ 47€ 43
-8 %"
FIVE Zurich - Luxury City Resort,"Wiedikon, Zurich",Chambre Incroyable - Aile Est,1 grand lit double,"8,9",1 983 expériences vécues,"1 nuit, 1 adulte",,€ 257
25hours Hotel Langstrasse,"4e arrondissement, Zurich",Chambre Spacieuse,1 très grand lit double,"8,7",1 826 expériences vécues,"1 nuit, 1 adulte",,€ 213
Cozy studio with kitchen,Zurich,Appartement 1 Chambre,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,,"€ 141€ 113
-20 %"
Hotel Alexander Zurich Old Town,"1. Vieille ville de Zurich - Centre ville, Zurich",Petite Chambre Double,1 lit double,"8,5",1 646 expériences vécues,"1 nuit, 1 adulte",,€ 256
Sorell Hotel Zürichberg,"Zürichberg, Zurich",Chambre Simple Standard,1 lit simple,"8,6",2 010 expériences vécues,"1 nuit, 1 adulte",,€ 231
INSIDE FIVE City Apartment,"Gewerbeschule, Zurich",Studio Économique,1 lit double,"6,9",1 798 expériences vécues,"1 nuit, 1 adulte",,€ 134
Sorell Hotel Rütli,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple,1 lit simple,"8,1",2 056 expériences vécues,"1 nuit, 1 adulte",,€ 246
Park Hyatt Zurich – City Center Luxury,"Enge, Zurich",Chambre Lit King-Size,1 très grand lit double,"8,9",504 expériences vécues,"1 nuit, 1 adulte",,€ 567
Boutique Hotel Helvetia,"4e arrondissement, Zurich",Petite Chambre Double,1 grand lit double,"8,6",1 169 expériences vécues,"1 nuit, 1 adulte",,€ 251
Self Service Hotel Kernhof Langstrasse,"4e arrondissement, Zurich",Chambre Double ou Lits Jumeaux avec Salle de Bains Privative,1 grand lit double,"7,5",991 expériences vécues,"1 nuit, 1 adulte",,€ 177
Best Western Hotel Spirgarten,"Altstetten, Zurich",Chambre Simple Standard,1 lit simple,"7,7",993 expériences vécues,"1 nuit, 1 adulte",,€ 130
Boutique Hotel Helmhaus Zürich,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Lit Queen-Size Boutique,1 lit simple,"8,7",590 expériences vécues,"1 nuit, 1 adulte",,"€ 314€ 283
-10 %"
Best Western Plus Hotel Zürcherhof,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple,1 lit simple,"8,6",3 011 expériences vécues,"1 nuit, 1 adulte",,€ 217
25hours Hotel Zürich West,"Gewerbeschule, Zurich",Chambre Moyenne,1 grand lit double,"8,6",1 391 expériences vécues,"1 nuit, 1 adulte",,€ 143
Swiss Star Irchel - Self Check-In,"Unterstrass, Zurich",Studio,1 lit simple,"6,4",1 099 expériences vécues,"1 nuit, 1 adulte",,€ 119
Aparthotel Adagio Zurich City Center,"Unterstrass, Zurich",Studio,1 grand lit double,"8,1",1 567 expériences vécues,"1 nuit, 1 adulte",,€ 266
AMERON Zürich Bellerive au Lac,"Seefeld, Zurich",Chambre Double – Vue sur Lac,1 grand lit double,"8,6",1 121 expériences vécues,"1 nuit, 1 adulte",,€ 497
Sorell Hotel St. Peter,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Lit King-Size Standard,1 très grand lit double,"9,1",1 303 expériences vécues,"1 nuit, 1 adulte",,€ 376
Acasa Suites,"Oerlikon, Zurich",Suite Basique,Plusieurs types de lits,"8,9",1 391 expériences vécues,"1 nuit, 1 adulte",,€ 210
CITY STAY - Lindenstrasse,"Seefeld, Zurich",Appartement 1 Chambre,"2 lits (1 canapé-lit, 1 grand lit double)","9,1",684 expériences vécues,"1 nuit, 1 adulte",,"€ 363€ 290
-20 %"
CITY STAY - Forchstrasse,"Zürichberg, Zurich",Appartement,1 grand lit double,"8,3",983 expériences vécues,"1 nuit, 1 adulte",,€ 239
CITY STAY - Nordstrasse,"Unterstrass, Zurich",Appartement avec Balcon,"2 lits (1 canapé-lit, 1 grand lit double)","8,9",202 expériences vécues,"1 nuit, 1 adulte",,€ 233
Renaissance Zurich Tower Hotel,"Gewerbeschule, Zurich",Chambre King Confort,1 grand lit double,"7,9",1 186 expériences vécues,"1 nuit, 1 adulte",,€ 269
Townhouse Boutique Hotel,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Double Deluxe,Types de lits : 1 lit double ou 2 lits simples,"8,3",1 629 expériences vécues,"1 nuit, 1 adulte",,€ 292
Greulich Design & Boutique Hotel,"4e arrondissement, Zurich",Petite Chambre Design,1 grand lit double,"8,4",294 expériences vécues,"1 nuit, 1 adulte",,€ 266
Hotel UTO KULM - car-free,"Uetliberg, Zurich",Chambre Affaires,2 lits simples,"8,4",1 514 expériences vécues,"1 nuit, 1 adulte",,€ 170
Hotel Glockenhof Zürich,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple,1 lit simple,"8,6",1 237 expériences vécues,"1 nuit, 1 adulte",,€ 328
"Neues Schloss Privat Hotel Zurich, Autograph Collection","Enge, Zurich",Chambre Lit King-Size Supérieure,1 très grand lit double,"8,3",135 expériences vécues,"1 nuit, 1 adulte",,€ 434
Alden Suite Hotel Splügenschloss Zurich,"Enge, Zurich",Suite Junior,"2 lits (1 très grand lit double, 1 canapé-lit)","8,4",752 expériences vécues,"1 nuit, 1 adulte",,€ 468
Alma Hotel,"Seefeld, Zurich",Chambre Double Confort,1 grand lit double,"8,6",323 expériences vécues,"1 nuit, 1 adulte",,€ 330
Hotel Sternen Oerlikon,"Oerlikon, Zurich",Chambre Simple Standard - Côté rue,1 lit simple,"8,5",917 expériences vécues,"1 nuit, 1 adulte",,€ 227
Glärnischhof by TRINITY,"Enge, Zurich",Chambre Simple,1 lit simple,"8,1",4 346 expériences vécues,"1 nuit, 1 adulte",,"€ 386€ 348
-10 %"
Hotel Europe,"Seefeld, Zurich",Suite Junior,1 grand lit double,"8,2",888 expériences vécues,"1 nuit, 1 adulte",,€ 500
Fred Hotel Leonhardstrasse - Self Check-in,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple Plus,1 lit simple,"8,1",640 expériences vécues,"1 nuit, 1 adulte",,€ 213
Züri by Fassbind,"Gewerbeschule, Zurich",Chambre Double Supérieure,1 grand lit double,"8,1",2 602 expériences vécues,"1 nuit, 1 adulte",,€ 213
ibis Styles Zurich City Center,"Unterstrass, Zurich",Chambre Simple,1 lit simple,"7,9",5 805 expériences vécues,"1 nuit, 1 adulte",,€ 209
Residence Appartements,"Albisrieden, Zurich",Appartement 1 Chambre,1 lit simple,"7,1",2 268 expériences vécues,"1 nuit, 1 adulte",,€ 122
Swiss Star Tower - Self Check-In,"Oerlikon, Zurich",Studio (2 Adultes),1 lit double,"5,3",1 390 expériences vécues,"1 nuit, 1 adulte",,€ 119
Guesthouse Elisa 6,"4e arrondissement, Zurich",Appartement 1 Chambre,1 grand lit double,"7,6",733 expériences vécues,"1 nuit, 1 adulte",,€ 187
Boutique Hotel Josef,"Gewerbeschule, Zurich",Chambre Double Standard,1 grand lit double,"8,0",2 690 expériences vécues,"1 nuit, 1 adulte",,€ 218
stattHotel,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple,1 lit simple,"7,9",1 014 expériences vécues,"1 nuit, 1 adulte",,€ 188
GUEST HOUSE HERMES Contactless Self Checkin,"Höngg, Zurich",Chambre Simple Économique,1 lit simple,"7,3",686 expériences vécues,"1 nuit, 1 adulte",,€ 130
Hotel California,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Double ou Lits Jumeaux Supérieure,1 très grand lit double,"7,9",498 expériences vécues,"1 nuit, 1 adulte",,€ 231
Residence Mutschellen,"Enge, Zurich",Studio Standard,1 lit simple,"8,0",1 105 expériences vécues,"1 nuit, 1 adulte",,€ 161
Boutique Hotel NI-MO,"Seefeld, Zurich",Chambre Simple Classique,1 lit simple,"8,6",721 expériences vécues,"1 nuit, 1 adulte",,€ 223
Homestay Zurich center,"Wiedikon, Zurich",Chambre Double avec Vue sur le Jardin et Salle de Bains Commune,1 lit double,"4,4",1 151 expériences vécues,"1 nuit, 1 adulte",,"€ 124€ 106
-15 %"
Boutique Hotel Seegarten,"Seefeld, Zurich",Chambre Double Medium,1 grand lit double,"8,6",985 expériences vécues,"1 nuit, 1 adulte",,€ 267
"Holiday Inn Zürich Messe, an IHG Hotel","Oerlikon, Zurich",Chambre Standard,2 lits simples,"7,9",2 218 expériences vécues,"1 nuit, 1 adulte",,€ 144
Hotel Platzhirsch,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Double Confort,1 lit double,"8,3",289 expériences vécues,"1 nuit, 1 adulte",,€ 251
Hotel Schweizerhof Zürich,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple,1 lit simple,"8,9",1 380 expériences vécues,"1 nuit, 1 adulte",,€ 345
Aparthotel Familie Hugenschmidt,"Seefeld, Zurich",Chambre Simple Économique avec Salle de Bains et Toilettes Communes,1 lit simple,"9,1",339 expériences vécues,"1 nuit, 1 adulte",,€ 169
Cosy loft in the heart of Zurich,"4e arrondissement, Zurich",Appartement 1 Chambre,Hébergement géré par un particulier,,3 commentaires externes,"1 nuit, 1 adulte",,€ 138
Swiss Chocolate by Fassbind Zurich,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Simple Standard (Petite),1 lit simple,"8,1",1 525 expériences vécues,"1 nuit, 1 adulte",,€ 264
Schönes Haus,"Altstetten, Zurich",Appartement 1 Chambre,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,,€ 245
Swiss Star Marc Aurel - Self Check-In,"4e arrondissement, Zurich",Chambre Simple,1 lit simple,"5,7",1 447 expériences vécues,"1 nuit, 1 adulte",,€ 114
The Yard Zürich,"4e arrondissement, Zurich",Studio avec Kitchenette,"2 lits (1 lit simple, 1 grand lit double)","7,2",564 expériences vécues,"1 nuit, 1 adulte",,"€ 244€ 232
-5 %"
Viktoria Budget Hostel,"Höngg, Zurich",Lit dans Dortoir 6 Lits,1 lit superposé,"7,7",1 024 expériences vécues,"1 nuit, 1 adulte",,€ 46
Hotel Hottingen,"Zürichberg, Zurich",Chambre Double Confort,1 grand lit double,"8,5",2 266 expériences vécues,"1 nuit, 1 adulte",,€ 180
Novotel Zurich City West,"Gewerbeschule, Zurich",Chambre Double Supérieure,1 grand lit double,"7,7",1 987 expériences vécues,"1 nuit, 1 adulte",,€ 208
Swiss Star Residences - Self Check-In,"Oerlikon, Zurich",Studio,1 lit double,"6,3",262 expériences vécues,"1 nuit, 1 adulte",,€ 130
CITY STAY - Franklinstrasse,"Oerlikon, Zurich",Penthouse,1 grand lit double,"8,5",373 expériences vécues,"1 nuit, 1 adulte",,"€ 228€ 183
-20 %"
Sonnegg Guest Rooms Inh M Bisegger,"Oerlikon, Zurich",Chambre Double avec Salle de Bains Commune,Hébergement géré par un particulier,"7,4",167 expériences vécues,"1 nuit, 1 adulte",,€ 117
Bright & Central Studio Home Office,"Wiedikon, Zurich",Appartement 1 Chambre,Hébergement géré par un particulier,10,1 expérience vécue,"1 nuit, 1 adulte",,€ 218
Swiss Star Zurich Sihlfeld - Self Check-In,"Wiedikon, Zurich",Chambre Simple,1 lit simple,"5,8",509 expériences vécues,"1 nuit, 1 adulte",,€ 130
numa I Turi Apartments,"4e arrondissement, Zurich",Studio Standard,1 grand lit double,"8,4",41 expériences vécues,"1 nuit, 1 adulte",,€ 216
Apartments zum Bühlhof (Alfred),"Wiedikon, Zurich",Appartement 1 Chambre,1 lit double,"9,0",1 expérience vécue,"1 nuit, 1 adulte",,€ 107
Apartments zum Bühlhof (Julie),"Wiedikon, Zurich",Appartement 1 Chambre,1 lit double,"7,0",1 expérience vécue,"1 nuit, 1 adulte",,€ 107
Rooftop Apartment - Zurich Airport,"Seebach, Zurich",Appartement 1 Chambre,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,,€ 87
Spacious apartment,"Altstetten, Zurich",Appartement 2 Chambres,Hébergement géré par un particulier,,11 commentaires externes,"1 nuit, 1 adulte",,€ 298
2 room flat,"Albisrieden, Zurich",Appartement 1 Chambre,Hébergement géré par un particulier,,11 commentaires externes,"1 nuit, 1 adulte",,€ 222
Wohnung in Zürich Kreis 3 befristet,"Wiedikon, Zurich",Appartement 1 Chambre,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,,"€ 2 056€ 1 645
-20 %"
Ein Zimmer in einer 2-Zimmer-Wohnung im Zentrum,"Enge, Zurich",Chambre Simple avec Salle de Bains Commune,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,,€ 1 440
Exclusive one room apartment next to Zürich main station,"Gewerbeschule, Zurich",Appartement 1 Chambre,Hébergement géré par un particulier,"9,3",15 expériences vécues,"1 nuit, 1 adulte",,€ 236
Swiss Art Apartment City Center,"Unterstrass, Zurich",Appartement 1 Chambre,Hébergement géré par un particulier,"9,3",49 expériences vécues,"1 nuit, 1 adulte",,€ 195
numa I Craft Apartments,"4e arrondissement, Zurich",Suite avec Balcon,1 grand lit double,"8,3",267 expériences vécues,"1 nuit, 1 adulte",,€ 280
"2,5 Zimmer Apartment","Zürichberg, Zurich",Appartement 2 Chambres,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,,€ 477
Big room Zurich Center,"Wiedikon, Zurich",Chambre Double,Hébergement géré par un particulier,"5,3",33 expériences vécues,"1 nuit, 1 adulte",,€ 158
"Centrally located, Spacious Modern Apartment","Höngg, Zurich",Appartement 3 Chambres,Hébergement géré par un particulier,"8,3",6 expériences vécues,"1 nuit, 1 adulte",,€ 518
Roche Bobois,"1. Vieille ville de Zurich - Centre ville, Zurich",Studio Deluxe,Hébergement géré par un particulier,"3,7",11 expériences vécues,"1 nuit, 1 adulte",,"€ 477€ 291
-39 %"
Pedestrian Area close to Bahnhofstrasse,"1. Vieille ville de Zurich - Centre ville, Zurich",Studio Double Deluxe,"2 lits (1 canapé-lit, 1 grand lit double)","5,0",20 expériences vécues,"1 nuit, 1 adulte",,€ 359
The Dufour by Hotel Schweizerhof Zürich,"1. Vieille ville de Zurich - Centre ville, Zurich",Chambre Double Deluxe,1 très grand lit double,"8,8",168 expériences vécues,"1 nuit, 1 adulte",,€ 665
Luxury Residences by Widder Hotel,"1. Vieille ville de Zurich - Centre ville, Zurich",Appartement 3 Chambres,Hébergement géré par un particulier,"9,1",11 expériences vécues,"1 nuit, 1 adulte",,€ 1 921
Senioren-Residenz Segeten,"Zürichberg, Zurich",Appartement avec Terrasse,Hébergement géré par un particulier,"8,0",32 expériences vécues,"1 nuit, 1 adulte",,€ 218
Le Bijou Bahnhofstrasse / Paradeplatz,"1. Vieille ville de Zurich - Centre ville, Zurich",Appartement avec Sauna,2 grands lits doubles,"9,3",60 expériences vécues,"1 nuit, 1 adulte",,€ 972
Homestay Zurich City,"4e arrondissement, Zurich",Chambre Double avec Salle de Bains Commune,"2 lits (1 lit double, 1 canapé-lit)","4,4",830 expériences vécues,"1 nuit, 1 adulte",,€ 124
