Nom_Hotel,Adresse,Nom_Suite,Services,Note,Nbr_Experiences,Periode,Date,Prix
Delphi Hotel,Nicosie,Chambre Simple,1 lit simple,"7,5",194 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 50
Castelli Hotel Nicosia,Nicosie,Chambre Simple Supérieure,Plusieurs types de lits,"7,2",757 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 95€ 86
The Tony,Nicosie,Chambre Double avec Salle de Bains Privative,1 grand lit double,"7,0",81 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 60
NEX Hostel,Nicosie,Lit dans Dortoir Mixte de 8 Lits ,1 lit superposé,"8,9",966 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 22
Urban Habitat Capsule Beds,Nicosie,Lit Superposé dans Dortoir Mixte,1 lit superposé,"9,0",457 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 22
Allegra GSP Sport Center,Nicosie,Chambre Simple Supérieure,1 lit simple,"8,4",215 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 60€ 55
Almond Business Hotel,Nicosie,Suite Lit Queen-Size Deluxe,1 grand lit double,"9,0",708 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 325€ 153
Datacom Guest House,Nicosie,Chambre Simple avec Salle de Bains Commune,Hébergement géré par un particulier,"8,6",255 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 45€ 38
NAGAS Hotel & Restaurant at Historical Part of Nicosia,Nicosie,Chambre Simple,1 lit simple,"6,9",70 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 71€ 55
MAP Boutique Hotel,Nicosie,Chambre Essentielle (Chambre Supérieure),Types de lits : 1 lit double ou 2 lits simples,"9,4",860 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 189
G.R City Heart,Nicosie,Suite,"2 lits (1 canapé-lit, 1 grand lit double)","8,7",848 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 81
Hypnos Boutique Hotel,Nicosie,Chambre Double ou Lits Jumeaux Standard avec Balcon,1 très grand lit double,"9,2",683 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 140
Sylvias Antique House,Nicosie,Chambre Deluxe Double ou Lits Jumeaux,Hébergement géré par un particulier,"8,6",159 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 48
Youthfull Escape in Nicosia,Nicosie,Appartement avec Balcon,"3 lits (2 lits simples, 1 canapé-lit)","7,7",97 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 56
Home Away One Bedroom Apartment in Nicosia,Nicosie,Appartement,1 lit double,"7,8",89 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 59
Gate Twenty Two Boutique Hotel,Nicosie,Chambre Double Standard,1 grand lit double,"9,1",147 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 195
The Classic Hotel,Nicosie,Chambre Simple Classique,Plusieurs types de lits,"7,9",533 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 149€ 135
Costas Hostel Action 2,Nicosie,Lit dans Dortoir Mixte de 10 Lits,1 lit superposé,"4,3",148 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 15
The Sendal Boutique Hotel,Nicosie,Chambre Simple Standard,1 lit simple,"9,5",21 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 155
To Hani - Kamara Studio,Nicosie,Studio,Hébergement géré par un particulier,"9,1",20 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 73
Aelia Wellness Retreat,Nicosie,Chambre Double Standard,Types de lits : 1 lit double ou 2 lits simples,"8,8",636 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 154
Angel Suites,Nicosie,Studio,1 lit double,"9,3",487 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 80
Lordos Hotel Apartments Nicosia,Nicosie,Appartement Supérieur 1 Chambre,Types de lits : 1 lit double ou 2 lits simples,"8,6",667 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 81
Nicosia rooms Studios,Nicosie,Appartement,1 lit double,"7,7",297 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 44€ 40
Y.M.COTTAGE HEIGHTS LTD,Nicosie,Chambre Double avec Salle de Bains Privative,1 lit double,"6,6",50 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 43
Kennedy Deluxe Suites,Nicosie,Chambre Double Deluxe avec Salle de Bains Privative,Hébergement géré par un particulier,"7,9",57 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 82
Urban Condo 12 - 2 Bdr,Nicosie,Appartement avec Balcon,Hébergement géré par un particulier,"9,4",46 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 120
European Uni Apartment,Nicosie,Appartement,Hébergement géré par un particulier,"8,5",78 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 95
Myrtiana Apartments,Nicosie,Appartement avec Balcon,"2 lits (1 lit double, 1 canapé-lit)","7,3",180 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 103
Central Ground Floor Apartment,Nicosie,Appartement - Rez-de-Chaussée,Hébergement géré par un particulier,"9,3",31 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 76
Strovolos rooms Studios,Nicosie,Studio,Hébergement géré par un particulier,"7,3",243 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 55€ 50
Luxury Penthouse with panoramic view,Nicosie,Penthouse,Hébergement géré par un particulier,"9,2",26 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 109€ 93
Warm Residence in the heart of the City Center - Balcony & view,Nicosie,Appartement Deluxe,Hébergement géré par un particulier,"9,4",82 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 177€ 164
Pageant Homes,Nicosie,Appartement 2 Chambres,"3 lits (1 lit simple, 1 lit double, 1 canapé-lit)",,"1 nuit, 1 adulte",Taxes et frais compris,"sam. 25 nov.
—
dim. 26 nov.",€ 100
Sunny Garden Studio,Nicosie,Chambre Double,Hébergement géré par un particulier,"9,0",26 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 125
Madama Residence,Nicosie,Suite Deluxe,1 lit double,"9,2",45 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 210
ICEBUILD APARTMENTS,Nicosie,Appartement Standard,Hébergement géré par un particulier,"9,4",16 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 105
Nicosia Central Park Residences,Nicosie,Appartement 2 Chambres,"2 lits (1 très grand lit double, 1 grand lit double)","9,5",276 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 310
BAZ TOWER,Nicosie,Appartement Supérieur,Hébergement géré par un particulier,"9,2",227 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 180€ 164
City center 3 bedroom apartment,Nicosie,Appartement 3 Chambres,Hébergement géré par un particulier,"7,9",7 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 120
MOUKTARIS SUITES,Nicosie,Chambre Double Deluxe,Types de lits : 1 lit double ou 2 lits simples,"7,7",56 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 115
Demetra D7 - Central Suites Perikleous 53,Nicosie,Appartement 1 Chambre,Hébergement géré par un particulier,"7,5",19 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 95
Phaedrus Living: Luxury Suite Nicosia 504,Nicosie,Suite Deluxe,1 très grand lit double,"8,6",7 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 167
Phaedrus Living: Luxury Suite Nicosia 506,Nicosie,Suite Deluxe,1 très grand lit double,"7,0",9 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 167
Phaedrus Living: Luxury Suite Nicosia 501,Nicosie,Suite Deluxe,1 très grand lit double,"8,1",8 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 167
To Hani - Large Traditional House,Nicosie,Maison 3 Chambres,"3 lits (2 lits simples, 1 canapé-lit)","9,5",11 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 189
Phaedrus Living: Luxury Suite Nicosia 507,Nicosie,Suite Deluxe,1 très grand lit double,"8,2",13 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 167
The Mouflon House Pedoulas,Nicosie,Maison de Vacances,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,"sam. 25 nov.
—
dim. 26 nov.",€ 99
The Kapitani Residence,Nicosie,Appartement,Hébergement géré par un particulier,"8,1",16 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 99
Phaedrus Living: Luxury Suite Nicosia 508,Nicosie,Suite Deluxe,1 très grand lit double,"8,8",19 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 167
Phaedrus Living: 360 Tower Luxury Flat,Nicosie,Appartement Deluxe,2 lits doubles,"8,5",11 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 227
SAFFRON,Nicosie,Appartement Deluxe,1 très grand lit double,"9,9",8 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 399
Lovely 3-bdr city centre Nicosia,Nicosie,Appartement 3 Chambres,2 grands lits doubles,,"1 nuit, 1 adulte",Taxes et frais compris,"sam. 25 nov.
—
dim. 26 nov.",€ 135
Phaedrus Living: Luxury Suite Nicosia 505,Nicosie,Suite Deluxe,1 très grand lit double,"8,3",11 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 167
Phaedrus Living: Luxury Suite Nicosia 509,Nicosie,Suite Deluxe,1 très grand lit double,"8,3",15 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 167
Phaedrus Living: Modern City Flat Strovolos 201,Nicosie,Appartement avec Balcon,2 grands lits doubles,"8,7",15 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 191
Luxury 3 Bedroom Apartment in Nicosia,Nicosie,Appartement,Hébergement géré par un particulier,,3 commentaires externes,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 253
"Smart Living-2Bed Pallouriotissa, Nicosia",Nicosie,Appartement avec Balcon,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,"sam. 25 nov.
—
dim. 26 nov.",€ 126
Central Business Suites Nicosia,Nicosie,Appartement,Hébergement géré par un particulier,"7,7",6 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 208
Phaedrus Living: Luxury Suite Nicosia 502,Nicosie,Suite Deluxe,1 très grand lit double,"8,1",16 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 167
Phaedrus Living: Plateia Suite Verde,Nicosie,Studio Deluxe,1 grand lit double,"6,3",3 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 167
360 Nicosia - Luxury Apartment Panoramic View,Nicosie,Appartement Supérieur,Hébergement géré par un particulier,"9,5",26 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 430
Phaedrus Living: City Centre Luxury Flat Esperidon 201,Nicosie,Appartement 2 Chambres,"3 lits (1 canapé-lit, 2 grands lits doubles)","8,3",69 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 191
360 Nicosia - 1 bedroom Luxurious Residence,Nicosie,Appartement 1 Chambre,Hébergement géré par un particulier,"9,2",5 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 280
Phaedrus Living: Luxury Suite Nicosia 503,Nicosie,Suite Deluxe,1 très grand lit double,"7,3",19 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 167
Phaedrus Living: Luxury Suite Nicosia 510,Nicosie,Suite Deluxe,1 très grand lit double,"7,4",7 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 167
Phaedrus Living: City Flat Rafaella 6,Nicosie,Appartement 2 Chambres,"2 lits (1 lit double, 1 grand lit double)","8,2",12 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 191
Phaedrus Living: Plateia Suite Grigio,Nicosie,Studio Deluxe,1 lit double,"4,5",4 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 167
360 Nicosia - 2 bedrooms Luxury Residence,Nicosie,Appartement Deluxe,Hébergement géré par un particulier,"9,7",9 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 350
Phaedrus Living: Nicosia Downtown Flat 704,Nicosie,Appartement avec Balcon,"3 lits (1 canapé-lit, 2 grands lits doubles)","6,9",7 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 191
Kampi Double Storey House in the Village,Nicosie,Maison de Vacances,Hébergement géré par un particulier,"9,7",13 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 150
Phaedrus Living: Plateia Suite Brillante,Nicosie,Studio Deluxe,1 lit double,"1,0",1 expérience vécue,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 167
