Nom_Hotel,Adresse,Nom_Suite,Services,Note,Nbr_Experiences,Periode,Date,Prix
Turquoise Lofts,"06. Terézváros, Budapest",Chambre Double,Hébergement géré par un particulier,"7,6",91 expériences vécues,"1 nuit, 1 adulte",,"€ 86€ 82
-5 %"
Premier Inn Apartments,"08. Józsefváros, Budapest",Chambre Double pour Occupation Simple,1 lit double,"6,4",1 189 expériences vécues,"1 nuit, 1 adulte",,"€ 125€ 37
-70 %"
"Dorothea Hotel, Budapest, Autograph Collection","05. Belváros - Lipótváros, Budapest",Atrium King Room with Balcony and Atrium View,1 très grand lit double,,"1 nuit, 1 adulte",Taxes et frais compris,,€ 264
NH Budapest City,"13. Angyalföld, Budapest",Chambre Lits Jumeaux Standard,Types de lits : 1 lit double ou 2 lits simples,"8,2",2 728 expériences vécues,"1 nuit, 1 adulte",,€ 105
Flow Spaces,"09. Ferencváros, Budapest", Lit dans Dortoir Mixte de 8 Lits avec Salle de Bains Privative ,1 lit superposé,"8,5",4 672 expériences vécues,"1 nuit, 1 adulte",,€ 15
Danubius Hotel Hungaria City Center,"07. Erzsébetváros, Budapest",Chambre Double,1 grand lit double,"7,5",4 329 expériences vécues,"1 nuit, 1 adulte",,"€ 112€ 95
-15 %"
Hilton Garden Inn Budapest City Centre,"06. Terézváros, Budapest",Chambre Lit King-Size,1 très grand lit double,"8,4",1 816 expériences vécues,"1 nuit, 1 adulte",,€ 123
Danubius Hotel Arena,"14. Zugló, Budapest",Chambre Lits Jumeaux,2 lits simples,"8,2",6 254 expériences vécues,"1 nuit, 1 adulte",,"€ 92€ 78
-15 %"
Leonardo Hotel Budapest,"09. Ferencváros, Budapest",Chambre Double ou Lits Jumeaux Confort ,Types de lits : 1 lit double ou 2 lits simples,"8,3",5 918 expériences vécues,"1 nuit, 1 adulte",,€ 99
Balance Home,"05. Belváros - Lipótváros, Budapest",Chambre Lit King-Size de Luxe - Vue sur Rivière,1 très grand lit double,"8,3",551 expériences vécues,"1 nuit, 1 adulte",,€ 98
Full Moon Budapest,"05. Belváros - Lipótváros, Budapest",Chambre Double,1 grand lit double,"7,3",1 786 expériences vécues,"1 nuit, 1 adulte",,€ 69
Radisson Hotel Budapest BudaPart,"11. Újbuda, Budapest",Chambre Standard,,"9,0",116 expériences vécues,"1 nuit, 1 adulte",,€ 82
Mercure Budapest Korona,"05. Belváros - Lipótváros, Budapest",Chambre Double Supérieure,1 lit double,"8,2",1 170 expériences vécues,"1 nuit, 1 adulte",,€ 105
Akeah Verdi Budapest,"09. Ferencváros, Budapest",Chambre Lit King-Size Standard,1 très grand lit double,"7,4",99 expériences vécues,"1 nuit, 1 adulte",,€ 71
Classic Hotel,"11. Újbuda, Budapest",Chambre Double ou Lits Jumeaux Standard,Types de lits : 1 lit double ou 2 lits simples,"6,2",3 084 expériences vécues,"1 nuit, 1 adulte",,€ 32
Hilton Budapest,"01. Budavár, Budapest",Chambre Lits Jumeaux,2 lits simples,"8,7",2 056 expériences vécues,"1 nuit, 1 adulte",,€ 176
East Station DeLuxe,"07. Erzsébetváros, Budapest",Chambre Lits Jumeaux Standard,2 lits simples,"8,2",995 expériences vécues,"1 nuit, 1 adulte",,€ 70
Omega Apartments Budapest,"09. Ferencváros, Budapest",Studio,1 lit double,"7,5",782 expériences vécues,"1 nuit, 1 adulte",,€ 41
Hotel Nemzeti Budapest - MGallery,"08. Józsefváros, Budapest",Chambre Classique avec 1 Lit Double,1 lit double,"8,6",601 expériences vécues,"1 nuit, 1 adulte",,€ 122
Soho Boutique Hotel,"07. Erzsébetváros, Budapest",Chambre Double Standard,1 grand lit double,"7,5",2 668 expériences vécues,"1 nuit, 1 adulte",,€ 92
IntercityHotel Budapest,"08. Józsefváros, Budapest",Chambre Double Supérieure,1 grand lit double,"8,9",2 795 expériences vécues,"1 nuit, 1 adulte",,€ 105
Hotel Bristol Budapest,"08. Józsefváros, Budapest",Chambre Simple Confort,1 lit simple,"8,4",3 331 expériences vécues,"1 nuit, 1 adulte",,"€ 119€ 101
-15 %"
Hotel Central Basilica,"05. Belváros - Lipótváros, Budapest",Chambre Double ou Lits Jumeaux Standard,Types de lits : 1 lit double ou 2 lits simples,"8,8",1 879 expériences vécues,"1 nuit, 1 adulte",,€ 138
Maverick City Lodge,"07. Erzsébetváros, Budapest",Chambre Double avec Salle de Bains Commune,1 grand lit double,"8,6",4 187 expériences vécues,"1 nuit, 1 adulte",,€ 100
Di Verdi Imperial Hotel,"09. Ferencváros, Budapest",Chambre Simple,1 lit simple,"7,6",521 expériences vécues,"1 nuit, 1 adulte",,€ 62
ibis Budapest Castle Hill,"01. Budavár, Budapest",Chambre Sweet avec 1 Lit Double,1 grand lit double,"8,5",1 882 expériences vécues,"1 nuit, 1 adulte",,€ 56
Bed Breakfast Hotel Budapest,"03. Óbuda, Budapest",Chambre Double,1 lit double,"7,8",2 127 expériences vécues,"1 nuit, 1 adulte",,€ 41
Hotel Sissy Residence,"07. Erzsébetváros, Budapest",Chambre Double avec Salle de Bains Privative,1 grand lit double,"8,0",1 889 expériences vécues,"1 nuit, 1 adulte",,€ 78
The Aquincum Hotel Budapest,"03. Óbuda, Budapest",Chambre Double,1 lit double,"7,9",4 438 expériences vécues,"1 nuit, 1 adulte",,"€ 120€ 102
-15 %"
Danubius Hotel Astoria City Center,"05. Belváros - Lipótváros, Budapest",Chambre Double Classique,1 grand lit double,"8,1",6 059 expériences vécues,"1 nuit, 1 adulte",,"€ 160€ 149
-7 %"
Danubius Hotel Helia,"13. Angyalföld, Budapest",Chambre Double Supérieure - Vue sur Danube (Animaux Domestiques Acceptés),1 lit double,"8,3",8 236 expériences vécues,"1 nuit, 1 adulte",,"€ 172€ 155
-10 %"
Baross City Hotel - Budapest,"07. Erzsébetváros, Budapest",Chambre Triple,Plusieurs types de lits,"7,6",3 256 expériences vécues,"1 nuit, 1 adulte",,"€ 114€ 103
-10 %"
Adina Apartment Hotel Budapest,"13. Angyalföld, Budapest",Studio,Types de lits : 1 lit double ou 2 lits simples,"9,1",635 expériences vécues,"1 nuit, 1 adulte",,€ 95
Hotel President,"05. Belváros - Lipótváros, Budapest",Chambre Simple Standard,1 lit simple,"8,0",1 642 expériences vécues,"1 nuit, 1 adulte",,€ 132
Hampton By Hilton Budapest City Centre,"06. Terézváros, Budapest",Chambre Lit Queen-Size - Petit-Déjeuner Gratuit,1 grand lit double,"9,0",365 expériences vécues,"1 nuit, 1 adulte",,€ 135
Klauzal19 Rooms,"07. Erzsébetváros, Budapest",Appartement,1 lit double,"6,7",208 expériences vécues,"1 nuit, 1 adulte",,"€ 83€ 67
-19 %"
Danubius Hotel Erzsébet City Center,"05. Belváros - Lipótváros, Budapest",Chambre Lits Jumeaux Standard,2 lits simples,"8,0",7 562 expériences vécues,"1 nuit, 1 adulte",,"€ 135€ 126
-7 %"
Novotel Budapest Danube,"02. Rózsadomb, Budapest",Chambre Double Familiale Supérieure avec Canapé-Lit ,"2 lits (1 lit double, 1 canapé-lit)","8,1",2 326 expériences vécues,"1 nuit, 1 adulte",,€ 117
The Royals Downtown,"07. Erzsébetváros, Budapest",Appartement Standard,1 grand lit double,"7,5",2 389 expériences vécues,"1 nuit, 1 adulte",,"€ 394€ 118
-70 %"
ACHAT Hotel Budapest,"10. Kőbánya, Budapest",Chambre Simple,1 lit simple,"8,0",896 expériences vécues,"1 nuit, 1 adulte",,€ 88
"Radisson Blu Béke Hotel, Budapest","06. Terézváros, Budapest",Chambre Supérieure,Types de lits : 1 lit double ou 2 lits simples,"8,8",9 017 expériences vécues,"1 nuit, 1 adulte",,€ 105
Hotel Millennium,"09. Ferencváros, Budapest",Chambre Double/Lits Jumeaux,2 lits simples,"8,0",1 217 expériences vécues,"1 nuit, 1 adulte",,"€ 79€ 63
-20 %"
Four Points by Sheraton Budapest Danube,"13. Angyalföld, Budapest","Standard, Guest room, 1 Doubles",1 très grand lit double,"8,7",57 expériences vécues,"1 nuit, 1 adulte",,€ 111
Marmara Hotel Budapest,"05. Belváros - Lipótváros, Budapest",Chambre Double Standard,1 grand lit double,"7,6",2 877 expériences vécues,"1 nuit, 1 adulte",,€ 104
Dean's Home Budapest,"09. Ferencváros, Budapest",Chambre Supérieure Lit Queen-Size,1 grand lit double,"8,6",6 160 expériences vécues,"1 nuit, 1 adulte",,€ 74
D50 Hotel,"07. Erzsébetváros, Budapest",Chambre Double ou Lits Jumeaux Standard,2 lits simples,"9,0",1 357 expériences vécues,"1 nuit, 1 adulte",,€ 94
Treestyle Superior Rooms,"07. Erzsébetváros, Budapest",Chambre Deluxe,2 lits simples,"7,1",369 expériences vécues,"1 nuit, 1 adulte",,"€ 96€ 78
-19 %"
"InterContinental Budapest, an IHG Hotel","05. Belváros - Lipótváros, Budapest",Chambre Double ou Lits Jumeaux Classique,Types de lits : 1 lit double ou 2 lits simples,"8,6",4 177 expériences vécues,"1 nuit, 1 adulte",,€ 199
SB Panzió,"08. Józsefváros, Budapest",Chambre Double Deluxe,1 grand lit double,"8,3",2 097 expériences vécues,"1 nuit, 1 adulte",,€ 77
easyHotel Budapest Oktogon,"06. Terézváros, Budapest",Chambre Double Standard,1 lit double,"8,1",3 953 expériences vécues,"1 nuit, 1 adulte",,€ 91
Barceló Budapest,"06. Terézváros, Budapest",Chambre Double ou Lits Jumeaux Supérieure,Plusieurs types de lits,"9,2",5 706 expériences vécues,"1 nuit, 1 adulte",,"€ 198€ 119
-40 %"
Maverick Urban Lodge,"09. Ferencváros, Budapest",Lit dans Dortoir Mixte de 8 Lits ,1 lit simple,"8,7",3 837 expériences vécues,"1 nuit, 1 adulte",,€ 18
Onyx Luxury Budapest,"07. Erzsébetváros, Budapest",Studio Premium,"3 lits (2 lits simples, 1 canapé-lit)","9,1",695 expériences vécues,"1 nuit, 1 adulte",,€ 164
The Hive Party Hostel Budapest,"07. Erzsébetváros, Budapest",Lit dans Dortoir pour Femmes de 8 Lits,1 lit superposé,"8,2",3 829 expériences vécues,"1 nuit, 1 adulte",,€ 21
Ibis Styles Budapest City,"09. Ferencváros, Budapest",Chambre Double Standard,Types de lits : 1 lit double ou 2 lits simples,"8,4",1 636 expériences vécues,"1 nuit, 1 adulte",,€ 75
Escala Hotel & Suites,"08. Józsefváros, Budapest",Suite Deluxe 1 Chambre,1 grand lit double,"8,6",1 782 expériences vécues,"1 nuit, 1 adulte",,€ 171
Travel Inn Apartments,"06. Terézváros, Budapest",Suite Simple,1 grand lit double,"5,1",1 037 expériences vécues,"1 nuit, 1 adulte",,"€ 167€ 50
-70 %"
Friends Hostel & Apartments,"06. Terézváros, Budapest",Chambre Lits Jumeaux avec Salle de Bains Privative,Types de lits : 1 lit double ou 2 lits simples,"8,3",1 595 expériences vécues,"1 nuit, 1 adulte",,€ 87
Mamaison Hotel Andrassy Budapest,"06. Terézváros, Budapest",Chambre Double Classique,1 grand lit double,"8,5",1 069 expériences vécues,"1 nuit, 1 adulte",,"€ 157€ 126
-20 %"
Hotel Veritas,"14. Zugló, Budapest",Chambre Simple,1 lit simple,"7,2",1 564 expériences vécues,"1 nuit, 1 adulte",,€ 76
Centric Lifestyle Apartments,"06. Terézváros, Budapest",Suite Double,1 grand lit double,"7,3",1 499 expériences vécues,"1 nuit, 1 adulte",,"€ 271€ 81
-70 %"
Budapest Panorama Central,"05. Belváros - Lipótváros, Budapest",Chambre Lits Jumeaux/Double Standard,1 lit double,"7,7",1 726 expériences vécues,"1 nuit, 1 adulte",,"€ 98€ 79
-20 %"
"Millennium Court, Budapest - Marriott Executive Apartments","05. Belváros - Lipótváros, Budapest",Studio Lit King-Size avec Canapé-Lit,"2 lits (1 très grand lit double, 1 canapé-lit)","8,7",1 471 expériences vécues,"1 nuit, 1 adulte",,€ 161
Budapest Holidays Harmony,"05. Belváros - Lipótváros, Budapest",Chambre Deluxe,1 lit double,"8,2",5 588 expériences vécues,"1 nuit, 1 adulte",,"€ 108€ 92
-15 %"
Connection Guesthouse,"07. Erzsébetváros, Budapest",Chambre Simple avec Salle de Bains ,1 lit simple,"8,9",499 expériences vécues,"1 nuit, 1 adulte",,€ 73
House Octogon,"06. Terézváros, Budapest",Chambre Double,1 lit double,"7,7",748 expériences vécues,"1 nuit, 1 adulte",,€ 60
Jagelló Business Hotel,"12. Hegyvidék, Budapest",Chambre Simple,1 lit simple,"7,9",1 470 expériences vécues,"1 nuit, 1 adulte",,€ 53
Economy Rooms and Apartments,"07. Erzsébetváros, Budapest",Appartement 1 Chambre,1 grand lit double,"7,8",2 455 expériences vécues,"1 nuit, 1 adulte",,"€ 87€ 70
-19 %"
Sun Resort Apartments,"08. Józsefváros, Budapest",Studio,"2 lits (1 canapé-lit, 1 grand lit double)","7,7",1 849 expériences vécues,"1 nuit, 1 adulte",,€ 84
Homoky Hotels Bestline Hotel,"23. Soroksár, Budapest",Chambre Double Standard,1 grand lit double,"7,3",2 158 expériences vécues,"1 nuit, 1 adulte",,"€ 76€ 61
-20 %"
Hotel Regnum Residence,"02. Rózsadomb, Budapest",Chambre Double,1 très grand lit double,"7,9",1 639 expériences vécues,"1 nuit, 1 adulte",,€ 121
DeeP Guest House,"06. Terézváros, Budapest",Chambre Simple avec Salle de Bains Commune,1 lit simple,"6,4",1 215 expériences vécues,"1 nuit, 1 adulte",,€ 26
Park&Art Boutique Suites,"07. Erzsébetváros, Budapest",Studio Deluxe,Hébergement géré par un particulier,"8,5",232 expériences vécues,"1 nuit, 1 adulte",,€ 88
EST Grand Hotel Savoy,"08. Józsefváros, Budapest",Chambre Double Classique,Types de lits : 1 lit double ou 2 lits simples,"9,0",1 618 expériences vécues,"1 nuit, 1 adulte",,"€ 176€ 159
-10 %"
Diana Cruises,"02. Rózsadomb, Budapest",Chambre Simple,1 lit simple,"9,5",35 expériences vécues,"1 nuit, 1 adulte",,€ 33
Jackquaters,"05. Belváros - Lipótváros, Budapest",Appartement avec Vue sur la Montagne,Hébergement géré par un particulier,"8,8",733 expériences vécues,"1 nuit, 1 adulte",,€ 64
Omega Guesthouse Budapest,"07. Erzsébetváros, Budapest",Chambre Double ou Lits Jumeaux,Types de lits : 1 lit double ou 2 lits simples,"7,4",4 263 expériences vécues,"1 nuit, 1 adulte",,€ 40
Grace Rooms and Apartments Budapest,"07. Erzsébetváros, Budapest",Chambre Triple - Vue sur Ville,Hébergement géré par un particulier,"6,9",581 expériences vécues,"1 nuit, 1 adulte",,€ 56
K+K Hotel Opera,"06. Terézváros, Budapest",Hébergement Confortable Urbain,Types de lits : 1 lit double ou 2 lits simples,"8,3",4 645 expériences vécues,"1 nuit, 1 adulte",,€ 139
Centrooms House,"07. Erzsébetváros, Budapest",Chambre Simple,1 lit simple,"6,8",2 313 expériences vécues,"1 nuit, 1 adulte",,€ 61
Vision Apartments Budapest,"08. Józsefváros, Budapest",Studio Lit King-Size Deluxe,1 grand lit double,"8,6",2 938 expériences vécues,"1 nuit, 1 adulte",,"€ 116€ 98
-15 %"
Ibis Budapest Heroes Square,"06. Terézváros, Budapest",Chambre avec 1 Lit Double,1 lit double,"7,9",2 163 expériences vécues,"1 nuit, 1 adulte",,€ 87
Atlantic Hotel,"08. Józsefváros, Budapest",Chambre Double,"2 lits (1 lit double, 1 très grand lit double)","7,2",792 expériences vécues,"1 nuit, 1 adulte",,€ 59
"Crowne Plaza Budapest, an IHG Hotel","06. Terézváros, Budapest",Chambre Standard Lit Queen-Size,1 grand lit double,"9,2",679 expériences vécues,"1 nuit, 1 adulte",,€ 131
HoBar Hostel,"09. Ferencváros, Budapest",Chambre Double,1 lit double,"6,6",1 175 expériences vécues,"1 nuit, 1 adulte",,€ 37
Mirage Medic Hotel,"06. Terézváros, Budapest",Chambre Double Standard,1 grand lit double,"8,5",806 expériences vécues,"1 nuit, 1 adulte",,€ 92
Florin Apart Hotel,"07. Erzsébetváros, Budapest",Studio (2 Adultes),Types de lits : 1 lit double ou 2 lits simples,"9,1",1 385 expériences vécues,"1 nuit, 1 adulte",,€ 135
Éjjeli Bagoly Étterem és Panzió,"14. Zugló, Budapest",Studio avec Terrasse,1 grand lit double,"8,9",841 expériences vécues,"1 nuit, 1 adulte",,€ 84
Estilo Fashion Hotel Budapest,"05. Belváros - Lipótváros, Budapest",Chambre Double ou Lits Jumeaux Standard,Types de lits : 1 lit double ou 2 lits simples,"8,7",2 622 expériences vécues,"1 nuit, 1 adulte",,"€ 135€ 121
-10 %"
Hotel Charles,"01. Budavár, Budapest",Studio Économique,2 lits simples,"8,2",708 expériences vécues,"1 nuit, 1 adulte",,€ 75
Tempo City Apartman,"07. Erzsébetváros, Budapest",Appartement Standard,Hébergement géré par un particulier,"8,8",153 expériences vécues,"1 nuit, 1 adulte",,€ 70
Ozone Private Rooms,"06. Terézváros, Budapest",Chambre Lits Jumeaux avec Salle de Bains Commune,1 grand lit double,"7,7",849 expériences vécues,"1 nuit, 1 adulte",,€ 65
Hotel Castle Garden,"01. Budavár, Budapest",Chambre Double Économique,Types de lits : 1 lit double ou 2 lits simples,"9,0",1 621 expériences vécues,"1 nuit, 1 adulte",,"€ 148€ 118
-20 %"
Rubin Wellness & Conference Hotel,"11. Újbuda, Budapest",Chambre Double Supérieure,1 grand lit double,"8,2",1 987 expériences vécues,"1 nuit, 1 adulte",,€ 112
Broadway City Guesthouse,"06. Terézváros, Budapest",Chambre Simple,Plusieurs types de lits,"7,8",1 067 expériences vécues,"1 nuit, 1 adulte",,€ 69
Kempinski Hotel Corvinus Budapest,"05. Belváros - Lipótváros, Budapest",Chambre Supérieure,1 lit double,"9,1",3 021 expériences vécues,"1 nuit, 1 adulte",,€ 226
F14 Guest house by Small Home Budapest,"08. Józsefváros, Budapest",Chambre Double avec Salle de Bains Commune,1 lit double,"6,0",68 expériences vécues,"1 nuit, 1 adulte",,€ 81
Baroque Hostel & Coworking,"07. Erzsébetváros, Budapest",Lit Simple dans Dortoir Mixte de 8 lits,1 lit superposé,"7,7",1 910 expériences vécues,"1 nuit, 1 adulte",,"€ 23€ 19
-18 %"
RES City Residence Hotel Budapest,"06. Terézváros, Budapest",Suite Junior,"2 lits (1 lit double, 1 grand lit double)","8,4",1 207 expériences vécues,"1 nuit, 1 adulte",,€ 129
Island Hostel Budapest,"13. Angyalföld, Budapest",Lit Simple dans Dortoir de 10 Lits,1 lit superposé,"8,8",1 805 expériences vécues,"1 nuit, 1 adulte",,€ 11
Váralja Home,"01. Budavár, Budapest",Chambre Lit Queen-Size Deluxe,Hébergement géré par un particulier,"9,1",1 182 expériences vécues,"1 nuit, 1 adulte",,€ 102
Enzo Capo Andrassy Avenue,"06. Terézváros, Budapest",Appartement 1 Chambre,Hébergement géré par un particulier,"9,0",253 expériences vécues,"1 nuit, 1 adulte",,"€ 275€ 227
-17 %"
H2 Hotel Budapest,"05. Belváros - Lipótváros, Budapest",Chambre Double Confort,1 grand lit double,"8,8",10 998 expériences vécues,"1 nuit, 1 adulte",,€ 163
Ensana Thermal Margaret Island,"13. Angyalföld, Budapest",Chambre Double Premium avec Accès Bien-Être et Salle de Sport,1 lit double,"8,9",6 316 expériences vécues,"1 nuit, 1 adulte",,€ 155
Thomas Hotel Budapest,"09. Ferencváros, Budapest",Chambre Double,Types de lits : 1 lit double ou 2 lits simples,"6,8",3 349 expériences vécues,"1 nuit, 1 adulte",,€ 78
Ibis Budapest Citysouth,"09. Ferencváros, Budapest",Chambre Double Standard,1 lit double,"7,9",2 122 expériences vécues,"1 nuit, 1 adulte",,€ 79
Ibis Budapest Centrum,"09. Ferencváros, Budapest",Chambre Double Standard,1 lit double,"8,4",80 expériences vécues,"1 nuit, 1 adulte",,€ 100
Green Hotel Budapest,Budapest,Chambre Simple Standard,1 lit simple,"5,9",926 expériences vécues,"1 nuit, 1 adulte",,€ 65
Hotel Amadeus,"14. Zugló, Budapest",Chambre Double ou Lits Jumeaux,1 lit double,"6,8",1 145 expériences vécues,"1 nuit, 1 adulte",,€ 47
Ibis Budapest City,"07. Erzsébetváros, Budapest",Chambre Double Standard,1 lit double,"8,4",1 417 expériences vécues,"1 nuit, 1 adulte",,€ 90
Szőnyi Garden Hotel Pest,"14. Zugló, Budapest",Chambre Lits Jumeaux Premium,2 lits simples,"8,9",2 007 expériences vécues,"1 nuit, 1 adulte",,€ 102
Budapest Csaszar Hotel,"02. Rózsadomb, Budapest",Chambre Simple,1 lit simple,"7,9",1 868 expériences vécues,"1 nuit, 1 adulte",,€ 70
Absolut City Hostel,"07. Erzsébetváros, Budapest",Lit dans Dortoir Mixte de 6 Lits,1 lit superposé,"7,6",1 365 expériences vécues,"1 nuit, 1 adulte",,€ 23
D8 Hotel,"05. Belváros - Lipótváros, Budapest",Chambre Standard Lit Queen-Size,1 grand lit double,"8,9",6 198 expériences vécues,"1 nuit, 1 adulte",,€ 131
Hotel Zenit Budapest Palace,"05. Belváros - Lipótváros, Budapest",Chambre Double Standard,Types de lits : 1 lit double ou 2 lits simples,"8,6",3 142 expériences vécues,"1 nuit, 1 adulte",,€ 130
Roombach Hotel Budapest Center,"07. Erzsébetváros, Budapest",Chambre Simple Standard,1 lit simple,"9,0",5 608 expériences vécues,"1 nuit, 1 adulte",,€ 146
Ensana Grand Margaret Island,"13. Angyalföld, Budapest",Chambre Double Deluxe avec Accès au Centre de Bien-Être et à la Salle de Sport,1 grand lit double,"8,7",2 332 expériences vécues,"1 nuit, 1 adulte",,€ 135
City Hotel UNIO superior,"07. Erzsébetváros, Budapest",Chambre Double,1 lit double,"7,9",2 231 expériences vécues,"1 nuit, 1 adulte",,€ 70
HELIOS Hotel Apartments,"12. Hegyvidék, Budapest",Studio avec Lit d'Appoint,"4 lits (2 lits simples, 2 canapés-lits)","8,7",2 093 expériences vécues,"1 nuit, 1 adulte",,€ 81
Garden House,"08. Józsefváros, Budapest",Chambre Lits Jumeaux avec Salle de Bains Commune,2 lits simples,"8,1",1 259 expériences vécues,"1 nuit, 1 adulte",,€ 55
Artist Guest House,"08. Józsefváros, Budapest",Chambre Double ou Lits Jumeaux avec Salle de Bains Commune,2 lits simples,"4,8",1 082 expériences vécues,"1 nuit, 1 adulte",,"€ 37€ 35
-5 %"
Carmen Pension,"14. Zugló, Budapest",Chambre Simple Économique - Sous-Sol,1 lit simple,"5,5",1 741 expériences vécues,"1 nuit, 1 adulte",,€ 29
NH Collection Budapest City Center,"07. Erzsébetváros, Budapest",Studio Double avec Lit d'Appoint (2 Adultes + 1 Enfant),2 lits simples,"8,8",799 expériences vécues,"1 nuit, 1 adulte",,€ 125
Chesscom Guesthouse,"19. Kispest, Budapest",Petite Chambre Simple,1 lit simple,"8,6",1 742 expériences vécues,"1 nuit, 1 adulte",,€ 57
Synagogue View Guest House,"07. Erzsébetváros, Budapest",Chambre Simple,1 lit simple,"5,0",709 expériences vécues,"1 nuit, 1 adulte",,€ 36
Synagogue Central Guest House,"07. Erzsébetváros, Budapest",Petite Chambre Simple Économique - Sans Fenêtre,1 lit simple,"5,1",1 276 expériences vécues,"1 nuit, 1 adulte",,€ 39
Atrium Fashion Hotel,"08. Józsefváros, Budapest",Chambre Double ou Lits Jumeaux Deluxe - Vue sur Ville ,Types de lits : 1 lit double ou 2 lits simples,"8,1",1 710 expériences vécues,"1 nuit, 1 adulte",,"€ 114€ 103
-10 %"
SOUS44,"07. Erzsébetváros, Budapest",Chambre Simple,1 lit simple,"6,7",2 378 expériences vécues,"1 nuit, 1 adulte",,€ 68
"Butik Apartments, by BQA","01. Budavár, Budapest",Chambre Double,1 grand lit double,"8,6",1 025 expériences vécues,"1 nuit, 1 adulte",,€ 164
Chill on the Screened Balcony-Budapest Most Historic Landmarks,"07. Erzsébetváros, Budapest",Appartement 2 Chambres,"3 lits (1 canapé-lit, 2 grands lits doubles)",10,3 expériences vécues,"1 nuit, 1 adulte",,"€ 246€ 209
-15 %"
Anantara New York Palace Budapest - A Leading Hotel of the World,"07. Erzsébetváros, Budapest",Chambre Premium ,Plusieurs types de lits,"9,3",3 226 expériences vécues,"1 nuit, 1 adulte",,€ 305
Hotel Memories OldTown,"05. Belváros - Lipótváros, Budapest",Chambre Double ou Lits Jumeaux Standard,Types de lits : 1 lit double ou 2 lits simples,"9,4",1 888 expériences vécues,"1 nuit, 1 adulte",,"€ 234€ 199
-15 %"
