Nom_Hotel,Adresse,Nom_Suite,Services,Note,Nbr_Experiences,Periode,Date,Prix
"Hotel ""Palác U Kočků"" by Prague Residences, Palace At the Cats","Prague 1, Prague",Chambre Double Deluxe,1 grand lit double,"8,3",2 230 expériences vécues,"1 nuit, 1 adulte",,€ 148
Anette Hotel,"Prague 5, Prague",Double room,1 lit double,"7,9",752 expériences vécues,"1 nuit, 1 adulte",,€ 59
Luxury Family Hotel Bílá Labuť,"Prague 1, Prague",Chambre Double ou Lits Jumeaux,Types de lits : 1 lit double ou 2 lits simples,"6,5",3 013 expériences vécues,"1 nuit, 1 adulte",,€ 80
Panorama Hotel Prague,"Prague 4, Prague",Chambre Supérieure Lit Queen-Size,1 lit double,"8,2",6 592 expériences vécues,"1 nuit, 1 adulte",,€ 72
Hotel Uno Prague,Prague,Chambre Lits Jumeaux Économique,2 lits simples,"8,2",2 048 expériences vécues,"1 nuit, 1 adulte",,€ 80
White House,"Prague 5, Prague",Chambre Simple,1 lit simple,"7,5",436 expériences vécues,"1 nuit, 1 adulte",,€ 69
Hotel Tivoli Prague,"Prague 2, Prague",Chambre Simple Standard ,1 lit simple,"7,8",1 617 expériences vécues,"1 nuit, 1 adulte",,€ 117
Grand Hotel International - Czech Leading Hotels,"Prague 6, Prague",Chambre Double ou Lits Jumeaux Standard,Types de lits : 1 lit double ou 2 lits simples,"8,4",3 283 expériences vécues,"1 nuit, 1 adulte",,€ 90
EA Hotel Jeleni Dvur Prague Castle,"Prague 1, Prague",Chambre Simple Vue sur Château,1 lit simple,"7,4",969 expériences vécues,"1 nuit, 1 adulte",,€ 69
Theatre 9 Apartments by Prague Residences,"Prague 1, Prague",Studio,1 lit double,"9,0",59 expériences vécues,"1 nuit, 1 adulte",,€ 114
Hotel Petr,"Prague 5, Prague",Chambre Lits Jumeaux,2 lits simples,"8,4",1 233 expériences vécues,"1 nuit, 1 adulte",,€ 82
Falkensteiner Boutique Hotel Prague,"Prague 1, Prague",Chambre Double,1 grand lit double,"9,0",2 787 expériences vécues,"1 nuit, 1 adulte",,€ 266
Luxury Family Hotel Royal Palace,"Prague 1, Prague",Chambre Double ou Lits Jumeaux Standard,1 grand lit double,"7,2",756 expériences vécues,"1 nuit, 1 adulte",,€ 109
Botel Vodnik,"Prague 5, Prague",Chambre Double,"2 lits (1 lit simple, 1 grand lit double)","8,1",2 786 expériences vécues,"1 nuit, 1 adulte",,€ 101
Adalbert Ecohotel,"Prague 6, Prague",Chambre Simple,1 lit simple,"8,9",2 002 expériences vécues,"1 nuit, 1 adulte",,€ 60
The Julius Prague,"Prague 1, Prague",Chambre Lit King-Size Supérieure,1 très grand lit double,"9,4",3 476 expériences vécues,"1 nuit, 1 adulte",,€ 202
Vila Lanna,"Prague 6, Prague",Chambre Simple avec Salle de Bains Privative - Annexe,1 lit simple,"8,9",746 expériences vécues,"1 nuit, 1 adulte",,€ 57
Clarion Hotel Prague City,"Prague 2, Prague",Chambre Double,1 lit double,"8,5",838 expériences vécues,"1 nuit, 1 adulte",,€ 115
H7 Palace,"Prague 2, Prague",Chambre Double Supérieure,Hébergement géré par un particulier,"8,7",1 534 expériences vécues,"1 nuit, 1 adulte",,€ 95
Pytloun Chateau Hotel Ctěnice,Prague,Chambre Deluxe Double ou Lits Jumeaux,Types de lits : 1 lit double ou 2 lits simples,"9,1",1 081 expériences vécues,"1 nuit, 1 adulte",,"€ 151€ 129
-15 %"
EA Embassy Prague Hotel,"Prague 1, Prague",Chambre Double ou Lits Jumeaux,Types de lits : 1 lit double ou 2 lits simples,"8,3",2 182 expériences vécues,"1 nuit, 1 adulte",,€ 132
EA Hotel Populus,"Prague 3, Prague",Chambre Double ou Lits Jumeaux,2 lits simples,"7,2",1 467 expériences vécues,"1 nuit, 1 adulte",,€ 83
Hotel Golden City Garni,"Prague 3, Prague",Chambre Double ou Lits Jumeaux,1 grand lit double,"8,1",3 648 expériences vécues,"1 nuit, 1 adulte",,€ 76
My Hotel Apollon,"Prague 3, Prague",Chambre Simple,1 lit simple,"7,8",2 660 expériences vécues,"1 nuit, 1 adulte",,€ 71
Miss Sophie's Downtown,"Prague 1, Prague",Chambre Simple avec Salle de Bains Privative,1 lit simple,"9,0",4 693 expériences vécues,"1 nuit, 1 adulte",,"€ 164€ 131
-20 %"
"Lindner Hotel Prague Castle, part of JdV by Hyatt","Prague 1, Prague",Chambre Lit Queen-Size ,1 grand lit double,"8,9",1 056 expériences vécues,"1 nuit, 1 adulte",,€ 68
"Pytloun Old Armoury Hotel Prague, Stará Zbrojnice","Prague 1, Prague",Chambre Simple Supérieure,1 lit simple,"8,8",3 326 expériences vécues,"1 nuit, 1 adulte",,"€ 178€ 151
-15 %"
Royal Road Residence,"Prague 1, Prague",Studio avec Balcon ,1 grand lit double,"8,6",1 159 expériences vécues,"1 nuit, 1 adulte",,€ 137
Vienna House by Wyndham Andel's Prague,"Prague 5, Prague",Chambre Double Supérieure,1 lit double,"8,8",3 012 expériences vécues,"1 nuit, 1 adulte",,€ 100
Occidental Praha Five,"Prague 5, Prague",Chambre Double ou Lits Jumeaux Supérieure,Types de lits : 1 lit double ou 2 lits simples,"8,5",3 153 expériences vécues,"1 nuit, 1 adulte",,"€ 162€ 114
-30 %"
City Leaf Apartments by Prague Residences,"Prague 1, Prague",Studio,1 très grand lit double,"7,6",972 expériences vécues,"1 nuit, 1 adulte",,€ 87
Sophie's Hostel,"Prague 2, Prague",Lits Superposés dans Dortoir Mixte de 10 Lits,1 lit superposé,"8,6",955 expériences vécues,"1 nuit, 1 adulte",,€ 26
Hotel U Zlateho jelena,"Prague 1, Prague",Chambre Triple,Plusieurs types de lits,"8,3",1 540 expériences vécues,"1 nuit, 1 adulte",,€ 135
FLEUR DE LIS HOTEL,"Prague 3, Prague",Chambre Triple Supérieure,"2 lits (1 lit simple, 1 grand lit double)","8,9",1 864 expériences vécues,"1 nuit, 1 adulte",,€ 113
Skyhotel Prague,"Prague 6, Prague",Chambre Double - Vue sur Jardin,1 grand lit double,"8,5",1 949 expériences vécues,"1 nuit, 1 adulte",,€ 99
Hotel Century Old Town Prague - MGallery Hotel Collection,"Prague 1, Prague",Chambre Lit Queen-Size Classique,1 grand lit double,"9,0",959 expériences vécues,"1 nuit, 1 adulte",,€ 157
Art Hotel Prague,"Prague 7, Prague",Chambre Double,"2 lits (1 lit double, 1 très grand lit double)","8,5",1 104 expériences vécues,"1 nuit, 1 adulte",,€ 107
Hotel Liliova Prague Old Town,"Prague 1, Prague",Chambre Triple,3 lits simples,"7,2",3 256 expériences vécues,"1 nuit, 1 adulte",,"€ 169€ 152
-10 %"
EA Hotel Tosca,"Prague 2, Prague",Chambre Simple,1 lit simple,"8,4",1 484 expériences vécues,"1 nuit, 1 adulte",,€ 70
Hotel Taurus,"Prague 3, Prague",Chambre Simple Standard,1 lit simple,"8,0",5 335 expériences vécues,"1 nuit, 1 adulte",,€ 140
Hotel Legie,"Prague 2, Prague",Chambre Simple,1 lit simple,"7,3",1 814 expériences vécues,"1 nuit, 1 adulte",,€ 51
Hotel Residence Bijou de Prague,"Prague 1, Prague",Suite Lit King-Size - Vue sur Rue,1 grand lit double,"8,9",631 expériences vécues,"1 nuit, 1 adulte",,"€ 156€ 125
-20 %"
Hotel Claris,"Prague 2, Prague",Chambre Simple Standard,1 lit simple,"8,0",1 061 expériences vécues,"1 nuit, 1 adulte",,€ 70
Gallery Hotel SIS,"Prague 4, Prague",Chambre Simple avec Salle de Bains Commune,1 lit simple,"6,9",4 931 expériences vécues,"1 nuit, 1 adulte",,"€ 49€ 39
-20 %"
Small Luxury Palace Residence,"Prague 1, Prague",Chambre Double Mansardée Économie,1 grand lit double,"8,4",578 expériences vécues,"1 nuit, 1 adulte",,€ 109
Hotel Otakar,"Prague 4, Prague",Chambre Double ou Lits Jumeaux,Types de lits : 1 lit double ou 2 lits simples,"7,5",3 634 expériences vécues,"1 nuit, 1 adulte",,€ 67
Hotel U 3 Pstrosu,"Prague 1, Prague",Petite Chambre Double,1 grand lit double,"8,7",2 291 expériences vécues,"1 nuit, 1 adulte",,€ 119
NYX Hotel Prague by Leonardo Hotels,"Prague 1, Prague",Chambre Double,1 lit double,"8,6",4 411 expériences vécues,"1 nuit, 1 adulte",,€ 145
Hotel KINGS COURT,"Prague 1, Prague",Chambre Double ou Lits Jumeaux Premium Deluxe,Plusieurs types de lits,"8,9",6 560 expériences vécues,"1 nuit, 1 adulte",,€ 202
Grandium Hotel Prague,"Prague 1, Prague",Chambre Double ou Lits Jumeaux Classique,Types de lits : 1 lit double ou 2 lits simples,"8,7",11 968 expériences vécues,"1 nuit, 1 adulte",,€ 178
Hotel Residence Green Lobster,"Prague 1, Prague",Chambre Double,1 grand lit double,"8,6",1 073 expériences vécues,"1 nuit, 1 adulte",,"€ 139€ 112
-20 %"
Central Hotel Prague,"Prague 1, Prague",Chambre Simple Supérieure,1 lit simple,"7,7",1 783 expériences vécues,"1 nuit, 1 adulte",,€ 73
Radisson Blu Hotel Prague,"Prague 2, Prague",Chambre Supérieure,1 grand lit double,"8,6",3 464 expériences vécues,"1 nuit, 1 adulte",,€ 181
Ramada Airport Hotel Prague,"Prague 6, Prague",Chambre Double ou Lits Jumeaux Supérieure,Types de lits : 1 lit double ou 2 lits simples,"7,7",2 374 expériences vécues,"1 nuit, 1 adulte",,€ 105
Tyn Yard Residence,"Prague 1, Prague",Chambre Double ou Lits Jumeaux Supérieure,Plusieurs types de lits,"8,6",671 expériences vécues,"1 nuit, 1 adulte",,€ 115
Prague Golden Age,"Prague 1, Prague",Chambre Double Standard,1 grand lit double,"8,4",1 003 expériences vécues,"1 nuit, 1 adulte",,€ 116
The ICON Hotel & Lounge,"Prague 1, Prague",Chambre Simple,1 lit simple,"8,6",1 652 expériences vécues,"1 nuit, 1 adulte",,€ 158
Vienna House by Wyndham Diplomat Prague,"Prague 6, Prague",Chambre Double Supérieure,1 lit double,"8,7",3 417 expériences vécues,"1 nuit, 1 adulte",,€ 96
Prague Dream Hostel,"Prague 1, Prague",Lit dans Dortoir de 8 Lits ,1 lit superposé,"8,4",3 366 expériences vécues,"1 nuit, 1 adulte",,€ 29
Elizabeth Suites,"Prague 2, Prague",Suite Junior,1 lit double,"8,4",1 344 expériences vécues,"1 nuit, 1 adulte",,€ 101
Golden Prague Rooms,"Prague 1, Prague",Chambre Double Deluxe avec Balcon,1 grand lit double,"8,3",2 776 expériences vécues,"1 nuit, 1 adulte",,€ 180
NH Collection Prague Carlo IV,"Prague 1, Prague",Chambre Deluxe Double ou Lits Jumeaux,Types de lits : 1 lit double ou 2 lits simples,"8,7",2 826 expériences vécues,"1 nuit, 1 adulte",,€ 236
Sleep&Go,"Prague 1, Prague",Lit dans un dortoir de 4 lits,1 lit superposé,"7,8",2 051 expériences vécues,"1 nuit, 1 adulte",,€ 38
OREA Hotel Angelo Praha,"Prague 5, Prague",Chambre Deluxe Double ou Lits Jumeaux,1 très grand lit double,"9,1",7 833 expériences vécues,"1 nuit, 1 adulte",,€ 109
Hotel Prokop Square,"Prague 3, Prague",Chambre Double ou Lits Jumeaux Confort ,Types de lits : 1 lit double ou 2 lits simples,"8,9",834 expériences vécues,"1 nuit, 1 adulte",,€ 139
COLORFACTORY SPA Hotel - Czech Leading Hotels,"Prague 7, Prague",Chambre Double ou Lits Jumeaux Économique - Accès au Centre de Bien-Être,Types de lits : 1 lit double ou 2 lits simples,"8,9",9 974 expériences vécues,"1 nuit, 1 adulte",,€ 93
Atlantic Hotel,"Prague 1, Prague",Chambre Simple,1 lit simple,"8,0",3 428 expériences vécues,"1 nuit, 1 adulte",,€ 133
Alexis,"Prague 4, Prague",Chambre Simple Standard,1 lit simple,"7,9",788 expériences vécues,"1 nuit, 1 adulte",,€ 57
Pension Akat,"Prague 5, Prague",Chambre Double,1 grand lit double,"7,9",1 571 expériences vécues,"1 nuit, 1 adulte",,€ 59
The Golden Wheel Hotel,"Prague 1, Prague",Chambre Double ou Lits Jumeaux Deluxe Supérieure ,1 grand lit double,"8,6",974 expériences vécues,"1 nuit, 1 adulte",,"€ 216€ 184
-15 %"
B&B Hotel Prague City,"Prague 8, Prague",Single room,1 lit double,"8,2",5 250 expériences vécues,"1 nuit, 1 adulte",,€ 70
Chateau St. Havel - Wellness Hotel,"Prague 4, Prague",Chambre Double ou Lits Jumeaux,Types de lits : 1 lit double ou 2 lits simples,"8,4",1 530 expériences vécues,"1 nuit, 1 adulte",,"€ 104€ 84
-20 %"
Hotel ILF,"Prague 4, Prague",Chambre Simple,1 lit simple,"7,8",1 426 expériences vécues,"1 nuit, 1 adulte",,€ 48
Hotel DAP,"Prague 6, Prague",Chambre Simple,1 lit simple,"8,5",962 expériences vécues,"1 nuit, 1 adulte",,€ 71
VN17 Rooftop Suites by Prague Residences,"Prague 1, Prague",Studio,"2 lits (1 très grand lit double, 1 canapé-lit)","8,8",566 expériences vécues,"1 nuit, 1 adulte",,€ 115
Don Giovanni Hotel Prague - Great Hotels of The World,Prague,Chambre Simple,1 lit simple,"9,0",26 355 expériences vécues,"1 nuit, 1 adulte",,€ 117
"Holiday Inn Prague Airport, an IHG Hotel","Prague 6, Prague",Chambre Double ou Lits Jumeaux,Types de lits : 1 lit double ou 2 lits simples,"8,4",4 655 expériences vécues,"1 nuit, 1 adulte",,€ 113
Courtyard by Marriott Prague City,"Prague 3, Prague",Chambre Lit King-Size,"2 lits (1 très grand lit double, 1 canapé-lit)","8,3",822 expériences vécues,"1 nuit, 1 adulte",,€ 117
Courtyard by Marriott Prague Airport,"Prague 6, Prague",Chambre Lits Jumeaux Standard,2 lits simples,"8,6",2 463 expériences vécues,"1 nuit, 1 adulte",,€ 152
Hotel Aida,"Prague 8, Prague",Chambre Simple,1 lit simple,"7,9",2 891 expériences vécues,"1 nuit, 1 adulte",,€ 99
Luma Terra Prague Hostel,"Prague 2, Prague",Lit dans Dortoir de 8 Lits ,1 lit superposé,"9,1",1 423 expériences vécues,"1 nuit, 1 adulte",,€ 34
Hotel Avion,"Prague 6, Prague",Chambre Double,Types de lits : 1 lit double ou 2 lits simples,"8,1",2 835 expériences vécues,"1 nuit, 1 adulte",,€ 81
NH Collection Prague,"Prague 5, Prague",Chambre Double ou Lits Jumeaux Supérieure,Plusieurs types de lits,"8,6",1 015 expériences vécues,"1 nuit, 1 adulte",,€ 119
LH Vintage Design Hotel Sax,"Prague 1, Prague",Chambre Double Deluxe,1 très grand lit double,"8,5",2 024 expériences vécues,"1 nuit, 1 adulte",,"€ 180€ 153
-15 %"
Golden Angel Suites by Prague Residences,"Prague 1, Prague",Studio,1 très grand lit double,"9,0",2 732 expériences vécues,"1 nuit, 1 adulte",,€ 153
Esplanade Prague,"Prague 1, Prague",Chambre Simple,1 lit simple,"8,3",1 287 expériences vécues,"1 nuit, 1 adulte",,€ 137
Mamaison Hotel Riverside Prague,"Prague 5, Prague",Chambre Double/Lits Jumeaux Supérieure,1 très grand lit double,"8,4",632 expériences vécues,"1 nuit, 1 adulte",,€ 123
Hostel Downtown,"Prague 1, Prague",Lit Superposé dans Dortoir Mixte,1 lit superposé,"8,0",1 288 expériences vécues,"1 nuit, 1 adulte",,€ 26
S42 Hotel Prague,"Prague 2, Prague",Chambre Double Supérieure,1 grand lit double,"8,3",692 expériences vécues,"1 nuit, 1 adulte",,€ 76
Hotel Kinsky Fountain,"Prague 5, Prague",Chambre Double ou Lits Jumeaux - Accessible aux Personnes à Mobilité Réduite,2 lits simples,"8,5",1 896 expériences vécues,"1 nuit, 1 adulte",,€ 136
AXA Hotel,"Prague 1, Prague",Chambre Simple,1 lit simple,"8,2",4 004 expériences vécues,"1 nuit, 1 adulte",,€ 90
Pension 15 Homér,"Prague 3, Prague",Chambre Double avec Salle de Bains Commune,2 lits simples,"6,1",2 670 expériences vécues,"1 nuit, 1 adulte",,€ 33
Ibis Praha Old Town,"Prague 1, Prague",Chambre avec 2 Lits Simples,2 lits simples,"8,0",4 146 expériences vécues,"1 nuit, 1 adulte",,€ 125
Absolutum Wellness Hotel,"Prague 7, Prague",Chambre Lits Jumeaux Supérieure,2 lits simples,"8,4",1 403 expériences vécues,"1 nuit, 1 adulte",,€ 116
Almanac X Alcron Prague,"Prague 1, Prague",Almanac X Room King with Balcony,1 très grand lit double,"8,9",2 759 expériences vécues,"1 nuit, 1 adulte",,"€ 286€ 200
-30 %"
Minimino hotel,"Prague 7, Prague",Chambre Simple avec Salle de Bains Commune,1 lit simple,"7,4",2 572 expériences vécues,"1 nuit, 1 adulte",,€ 53
Ambassador Zlata Husa,"Prague 1, Prague",Chambre Standard,,"7,8",1 788 expériences vécues,"1 nuit, 1 adulte",,€ 88
Andel Centre SPIRIT,"Prague 5, Prague",Appartement 2 Chambres avec Balcon,"4 lits (1 canapé-lit, 3 grands lits doubles)","8,2",985 expériences vécues,"1 nuit, 1 adulte",,€ 146
Hotel Bella,"Prague 14, Prague",Chambre Quadruple,"3 lits (2 lits simples, 1 lit double)","7,3",1 567 expériences vécues,"1 nuit, 1 adulte",,€ 113
Comfort Hotel Prague City,Prague,Chambre Simple,1 lit simple,"8,7",4 403 expériences vécues,"1 nuit, 1 adulte",,€ 83
1.Republic Hotel,"Prague 2, Prague",Suite Deluxe,"3 lits (2 lits simples, 1 grand lit double)","8,7",4 029 expériences vécues,"1 nuit, 1 adulte",,€ 202
Masarykova Kolej,"Prague 6, Prague",Chambre Simple avec Salle de Bains ,1 lit simple,"7,1",1 479 expériences vécues,"1 nuit, 1 adulte",,€ 67
Pytloun Boutique Hotel Prague,"Prague 1, Prague",Chambre Double ou Lits Jumeaux Supérieure avec Balcon et Baignoire Spa,Types de lits : 1 lit double ou 2 lits simples,"9,1",5 305 expériences vécues,"1 nuit, 1 adulte",,"€ 326€ 277
-15 %"
Hotel Diana,"Prague 14, Prague",Chambre Double,1 grand lit double,"9,5",714 expériences vécues,"1 nuit, 1 adulte",,€ 79
Hotel GEO,"Prague 3, Prague",Chambre Double Économique,1 grand lit double,"7,7",1 282 expériences vécues,"1 nuit, 1 adulte",,€ 69
Wellness Vila Bohemia,"Prague 5, Prague",Chambre Simple Classique,1 lit simple,"8,4",1 632 expériences vécues,"1 nuit, 1 adulte",,"€ 100€ 83
-18 %"
Hotel Amadeus,"Prague 3, Prague",Chambre Simple Deluxe,1 lit simple,"8,0",683 expériences vécues,"1 nuit, 1 adulte",,"€ 135€ 108
-20 %"
Residence Vysta,"Prague 7, Prague",Chambre Double ou Lits Jumeaux,Types de lits : 1 lit double ou 2 lits simples,"8,5",2 715 expériences vécues,"1 nuit, 1 adulte",,€ 66
K+K Hotel Fenix,"Prague 1, Prague",Chambre Double,1 grand lit double,"8,3",2 374 expériences vécues,"1 nuit, 1 adulte",,€ 122
Charles Bridge Hostel & Apartments,"Prague 1, Prague",Lit Simple dans Dortoir Mixte,1 lit simple,"8,1",2 051 expériences vécues,"1 nuit, 1 adulte",,€ 28
Best Western Hotel Moran,"Prague 2, Prague",Chambre Double,1 grand lit double,"8,6",1 422 expériences vécues,"1 nuit, 1 adulte",,€ 136
Occidental Praha Wilson,"Prague 1, Prague",Chambre Double Supérieure,1 grand lit double,"8,5",1 805 expériences vécues,"1 nuit, 1 adulte",,"€ 223€ 157
-30 %"
Sir Toby's Hostel,"Prague 7, Prague",Lits Superposés dans Dortoir Mixte de 12 Lits,1 lit superposé,"8,4",1 357 expériences vécues,"1 nuit, 1 adulte",,€ 19
