Nom_Hotel,Adresse,Nom_Suite,Services,Note,Nbr_Experiences,Periode,Date,Prix
Sleepcph,"Amager Øst, Copenhague",Chambre Simple avec Salle de Bains Commune,1 lit simple,"7,6",1 093 expériences vécues,"1 nuit, 1 adulte",,€ 133
Annex Copenhagen,"Vesterbro, Copenhague",Chambre Simple avec Salle de Bains Commune,1 lit simple,"7,2",1 602 expériences vécues,"1 nuit, 1 adulte",,€ 182
Copenhagen Island Hotel,"Vesterbro, Copenhague",Chambre Simple Standard,1 lit simple,"8,2",6 135 expériences vécues,"1 nuit, 1 adulte",,€ 190
Hotel Skt Petri,"Centre de Copenhague, Copenhague",Hébergement Lit Queen-Size Petri,1 grand lit double,"8,4",1 751 expériences vécues,"1 nuit, 1 adulte",,€ 297
"Cosy room in residential part of Copenhagen, with free street parking and shared bathroom",Copenhague,Chambre Simple avec Salle de Bains Commune,Hébergement géré par un particulier,"9,4",17 expériences vécues,"1 nuit, 1 adulte",,€ 84
100 kvadratmeter. Yderst attraktivt beliggenhed,"Centre de Copenhague, Copenhague",Appartement 1 Chambre,Hébergement géré par un particulier,,24 commentaires externes,"1 nuit, 1 adulte",,€ 243€ 207-15 %
a&o Copenhagen Sydhavn,"Sydhavnen, Copenhague",Lit dans Dortoir 6 Lits,1 lit superposé,"7,2",6 161 expériences vécues,"1 nuit, 1 adulte",,€ 34
Good Morning City Copenhagen Star,"Vesterbro, Copenhague",Chambre Simple Standard,1 lit simple,"7,9",6 411 expériences vécues,"1 nuit, 1 adulte",,€ 149
A Hotels City,"Vesterbro, Copenhague",Chambre Simple,1 lit simple,"5,8",682 expériences vécues,"1 nuit, 1 adulte",,€ 166
Danhostel Copenhagen City & Apartments,"Centre de Copenhague, Copenhague",Lit Superposé dans Dortoir Mixte,1 lit superposé,"7,8",7 488 expériences vécues,"1 nuit, 1 adulte",,€ 53
Babette Guldsmeden,"Centre de Copenhague, Copenhague",Chambre Simple,1 lit simple,"8,5",779 expériences vécues,"1 nuit, 1 adulte",,€ 193
NH Collection Copenhagen,"Christiania, Copenhague",Chambre Double ou Lits Jumeaux Supérieure,Types de lits : 1 lit double ou 2 lits simples,"9,0",6 224 expériences vécues,"1 nuit, 1 adulte",,€ 300
where to sleep,"Vesterbro, Copenhague",Capsule Privée dans Chambre 8 Capsules,1 lit double,"7,3",293 expériences vécues,"1 nuit, 1 adulte",,€ 83
WIDE Hotel,"Centre de Copenhague, Copenhague",Chambre Simple Deluxe,1 lit simple,"8,4",7 572 expériences vécues,"1 nuit, 1 adulte",,€ 267
25hours Hotel Indre By,"Centre de Copenhague, Copenhague",Chambre Simple Moyenne,1 lit simple,"8,9",4 393 expériences vécues,"1 nuit, 1 adulte",,€ 235
Audo Copenhagen,"Østerbro, Copenhague",Chambre Double Deluxe avec Douche,1 grand lit double,"8,5",133 expériences vécues,"1 nuit, 1 adulte",,€ 375€ 300-20 %
"LOVELY TOP FLOOR Apart COPENHAGEN NEAR AIRPORT, METRO AND THE BEACH","Amager Øst, Copenhague",Appartement 2 Chambres,Hébergement géré par un particulier,"8,6",11 expériences vécues,"1 nuit, 1 adulte",,€ 393
Cosy apt. in Copenhagen near Airport- metro-beach.,"Amager Øst, Copenhague",Appartement,Hébergement géré par un particulier,"9,1",35 expériences vécues,"1 nuit, 1 adulte",,€ 244
Go Hotel City Apartments,"Amager Øst, Copenhague",Appartement (1 Adulte),1 lit simple,"7,9",139 expériences vécues,"1 nuit, 1 adulte",,€ 171
"Copenhagen, Perfect apt. near the beach.","Amager Øst, Copenhague",Appartement - Vue sur Jardin,Hébergement géré par un particulier,"8,8",64 expériences vécues,"1 nuit, 1 adulte",,€ 244
Dinesen Collection Luxury Condos,"Centre de Copenhague, Copenhague",Appartement 3 Chambres,"5 lits (3 très grands lits doubles, 2 canapés-lits)","8,5",38 expériences vécues,"1 nuit, 1 adulte",,€ 1 009
"Nobis Hotel Copenhagen, a Member of Design Hotels™","Centre de Copenhague, Copenhague",Chambre Double Supérieure,1 très grand lit double,"8,3",245 expériences vécues,"1 nuit, 1 adulte",,€ 402
CPH Studio Hotel,"Amager Øst, Copenhague",Petite Chambre Double avec Kitchenette ,1 grand lit double,"7,9",8 334 expériences vécues,"1 nuit, 1 adulte",,€ 158
Hotel Nora Copenhagen,"Nørrebro, Copenhague",Chambre Simple Standard,1 lit simple,"7,9",1 468 expériences vécues,"1 nuit, 1 adulte",,€ 184
"Crowne Plaza Copenhagen Towers, an IHG Hotel","Amager Vest, Copenhague",Hébergement Standard Lit King-Size - Étage Supérieur,1 très grand lit double,"8,0",2 518 expériences vécues,"1 nuit, 1 adulte",,€ 238
Hotel Tiffany,"Vesterbro, Copenhague",Chambre Double Standard,1 lit double,"8,4",2 353 expériences vécues,"1 nuit, 1 adulte",,€ 234
Copenhagen Marriott Hotel,"Centre de Copenhague, Copenhague",Chambre Deluxe avec 2 Lits Doubles - Vue sur Ville,2 lits doubles,"8,0",1 620 expériences vécues,"1 nuit, 1 adulte",,€ 361
Carlton 66 Guldsmeden,"Vesterbro, Copenhague",Petite Chambre Double,1 lit double,"8,5",661 expériences vécues,"1 nuit, 1 adulte",,€ 179
Go Hotel City,"Amager Øst, Copenhague",Chambre Lits Jumeaux Standard,2 lits simples,"7,9",5 932 expériences vécues,"1 nuit, 1 adulte",,€ 149
Comwell Copenhagen Portside Dolce by Wyndham,"Østerbro, Copenhague",Petite Chambre Double,1 lit double,"8,6",12 456 expériences vécues,"1 nuit, 1 adulte",,€ 188
Bryggen Guldsmeden,"Amager Vest, Copenhague",Chambre Double,1 grand lit double,"8,7",2 464 expériences vécues,"1 nuit, 1 adulte",,€ 250
Villa Copenhagen,"Vesterbro, Copenhague",Chambre Standard Lit Queen-Size,1 grand lit double,"8,5",1 277 expériences vécues,"1 nuit, 1 adulte",,€ 332
Scandic Webers,"Vesterbro, Copenhague",Chambre Simple Économique,1 lit simple,"7,2",1 824 expériences vécues,"1 nuit, 1 adulte",,€ 168
The Square,"Centre de Copenhague, Copenhague",Chambre Simple Supérieure,1 lit simple,"8,0",4 496 expériences vécues,"1 nuit, 1 adulte",,€ 226
Scandic Spectrum,"Centre de Copenhague, Copenhague",Chambre Lit King-Size Standard,1 très grand lit double,"7,8",3 395 expériences vécues,"1 nuit, 1 adulte",,€ 208
"Comfortable stay in Copenhagen, single room",Copenhague,Chambre Simple avec Salle de Bains Commune,Hébergement géré par un particulier,"9,2",36 expériences vécues,"1 nuit, 1 adulte",,€ 96
ProfilHotels Richmond,"Centre de Copenhague, Copenhague",Chambre Simple Standard,1 lit simple,"7,7",4 146 expériences vécues,"1 nuit, 1 adulte",,€ 167
"The Huxley Copenhagen, BW Premier Collection","Centre de Copenhague, Copenhague",Chambre Économique,1 lit double,"8,4",1 879 expériences vécues,"1 nuit, 1 adulte",,€ 223
Copenhagen Strand,"Centre de Copenhague, Copenhague",Chambre Simple Supérieure,1 lit simple,"8,4",2 194 expériences vécues,"1 nuit, 1 adulte",,€ 214
ProfilHotels Copenhagen Plaza,"Vesterbro, Copenhague",Chambre Simple Standard,1 lit simple,"7,6",3 147 expériences vécues,"1 nuit, 1 adulte",,€ 229
Hotel Ottilia by Brøchner Hotels,"Vesterbro, Copenhague",Chambre Double Standard,1 grand lit double,"8,5",2 605 expériences vécues,"1 nuit, 1 adulte",,€ 196
Hotel Danmark by Brøchner Hotels,"Centre de Copenhague, Copenhague",Chambre Double ou Lits Jumeaux Standard,Types de lits : 1 lit double ou 2 lits simples,"7,9",2 653 expériences vécues,"1 nuit, 1 adulte",,€ 301
Sleep in Heaven,"Nørrebro, Copenhague",Lit dans un Dortoir Mixte de 16 Lits ,1 lit superposé,"8,1",1 851 expériences vécues,"1 nuit, 1 adulte",,€ 32
Zleep Hotel Copenhagen City,"Vesterbro, Copenhague",Chambre Simple Standard,1 lit simple,"7,4",1 120 expériences vécues,"1 nuit, 1 adulte",,€ 158
The Old Factory,"Nørrebro, Copenhague",Dortoir Mixte ,20 lits superposés,"5,1",313 expériences vécues,"1 nuit, 1 adulte",,€ 27
Best Western Hotel Hebron,"Vesterbro, Copenhague",Chambre Simple Standard,1 lit simple,"8,5",2 905 expériences vécues,"1 nuit, 1 adulte",,€ 189
M18,"Nørrebro, Copenhague",Chambre Familiale,"2 lits (1 lit double, 1 grand lit double)","6,8",678 expériences vécues,"1 nuit, 1 adulte",,€ 132
71 Nyhavn Hotel,"Centre de Copenhague, Copenhague",Chambre Simple Exécutive,1 lit simple,"8,7",1 948 expériences vécues,"1 nuit, 1 adulte",,€ 281
DFDS Ferry - Copenhagen to Oslo,"Østerbro, Copenhague",Cabine Économique,4 lits superposés,"8,9",145 expériences vécues,"1 nuit, 1 adulte",,€ 87
Savoy Hotel,"Vesterbro, Copenhague",Petite Chambre Double,1 lit double,"7,5",2 700 expériences vécues,"1 nuit, 1 adulte",,€ 308
Hotel CPH Living,Copenhague,Chambre Double,1 grand lit double,"8,6",826 expériences vécues,"1 nuit, 1 adulte",,€ 225
a&o Copenhagen Nørrebro,"Nørrebro, Copenhague",Lit dans Dortoir de 8 Lits ,1 lit superposé,"6,7",6 581 expériences vécues,"1 nuit, 1 adulte",,€ 32
Absalon Hotel,"Vesterbro, Copenhague",Chambre Simple Standard,1 lit simple,"8,4",4 260 expériences vécues,"1 nuit, 1 adulte",,€ 241
Manon Les Suites Guldsmeden,"Centre de Copenhague, Copenhague",Petite Suite,1 grand lit double,"8,5",766 expériences vécues,"1 nuit, 1 adulte",,€ 495
Hotel SP34 by Brøchner Hotels,"Centre de Copenhague, Copenhague",Chambre Double Deluxe - Vue Panoramique,1 grand lit double,"8,0",2 632 expériences vécues,"1 nuit, 1 adulte",,€ 318
Frederiksberg Nest,"Frederiksberg, Copenhague",Appartement 1 Chambre,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,,€ 152€ 137-10 %
"Central & comfortable room, in a beautiful apartment - free parking","Amager Øst, Copenhague",Appartement 1 Chambre,"2 lits (1 très grand lit double, 1 futon)",,"1 nuit, 1 adulte",Taxes et frais compris,,€ 170
Daniel & Jacobs Boutique Apartments By the Beach Trail,"Amager Øst, Copenhague",Appartement 1 Chambre,"2 lits (1 très grand lit double, 1 canapé-lit)","8,0",28 expériences vécues,"1 nuit, 1 adulte",,€ 296
"Luxurious large room, city center, canals few steps away","Christiania, Copenhague",Chambre Double Supérieure,Hébergement géré par un particulier,"9,0",2 expériences vécues,"1 nuit, 1 adulte",,€ 195
Functional studio/room Copenhagen,Copenhague,Chambre Double Deluxe,1 grand lit double,"4,8",22 expériences vécues,"1 nuit, 1 adulte",,€ 107
Lejlighed i København Vesterbro- Dybbølsgade,"Vesterbro, Copenhague",One-Bedroom Apartment without bathroom,Hébergement géré par un particulier,"1,3",3 expériences vécues,"1 nuit, 1 adulte",,€ 184
Perfect situated apartment for the whole family,"Frederiksberg, Copenhague",Appartement 2 Chambres,Hébergement géré par un particulier,"7,8",25 expériences vécues,"1 nuit, 1 adulte",,€ 257
Cosy penthouse Apartment in the heart of Copenhagen,"Centre de Copenhague, Copenhague",Appartement 2 Chambres,Hébergement géré par un particulier,"8,0",7 expériences vécues,"1 nuit, 1 adulte",,€ 423
City Centre,"Vesterbro, Copenhague",Chambre Double Économique,Hébergement géré par un particulier,"5,0",2 expériences vécues,"1 nuit, 1 adulte",,€ 162
"Delicius apartment near the Beach,Metro, Airport","Amager Øst, Copenhague",Appartement Deluxe,Hébergement géré par un particulier,"9,4",5 expériences vécues,"1 nuit, 1 adulte",,€ 445
Lovely luxury apartment in Copenhagen,"Amager Vest, Copenhague",Appartement 1 Chambre,Hébergement géré par un particulier,"8,2",9 expériences vécues,"1 nuit, 1 adulte",,€ 346
By The Pier Atelier Apartments - Into This Place,"Amager Vest, Copenhague",Appartement 2 Chambres,"3 lits (2 lits simples, 1 grand lit double)","7,8",40 expériences vécues,"1 nuit, 1 adulte",,€ 526
Single Room in SHARED APARTMENT with single bed,"Amager Vest, Copenhague",Appartement 1 Chambre,Hébergement géré par un particulier,"6,7",32 expériences vécues,"1 nuit, 1 adulte",,€ 73
Beautiful Flats on Strøget in Copenhagen City Center,"Centre de Copenhague, Copenhague",Bel Appartement 2 Chambres,"3 lits (1 canapé-lit, 2 grands lits doubles)","8,1",406 expériences vécues,"1 nuit, 1 adulte",,€ 482€ 439-9 %
By the Beach Gardens - Into This Place,"Amager Øst, Copenhague",Appartement 1 Chambre,"2 lits (1 canapé-lit, 1 grand lit double)","8,4",222 expériences vécues,"1 nuit, 1 adulte",,€ 352
STUDIO1A Hotel Apartments,"Østerbro, Copenhague",Studio,1 grand lit double,"7,9",216 expériences vécues,"1 nuit, 1 adulte",,€ 252
By the Lakes apartments - Into This Place,"Centre de Copenhague, Copenhague",Studio,1 grand lit double,"8,4",677 expériences vécues,"1 nuit, 1 adulte",,€ 346
"the Socialist, a Tribute Portfolio Hotel","Centre de Copenhague, Copenhague",Chambre Double Supérieure,1 lit double,"7,9",59 expériences vécues,"1 nuit, 1 adulte",,€ 342
By The Pier apartments - Into This Place,"Amager Vest, Copenhague",Appartement 2 Chambres Spacieux pour 6 Personnes ,"4 lits (2 lits simples, 1 très grand lit double, 1 canapé-lit)","8,2",687 expériences vécues,"1 nuit, 1 adulte",,€ 497
Apēron Apartment Hotel,"Centre de Copenhague, Copenhague",Studio,1 grand lit double,"8,8",825 expériences vécues,"1 nuit, 1 adulte",,€ 413
Rosenborg Hotel Apartments,"Centre de Copenhague, Copenhague",Two-Bedroom Apartment with Elevator,"3 lits (1 canapé-lit, 2 grands lits doubles)","8,6",326 expériences vécues,"1 nuit, 1 adulte",,€ 609
NORD Hotel Apartments,"Amager Øst, Copenhague",Studio,"2 lits (1 grand lit double, 1 futon)","8,5",570 expériences vécues,"1 nuit, 1 adulte",,€ 246
The Brewer Apartments - Into This Place,"Centre de Copenhague, Copenhague",1. Étage (C),"2 lits (1 canapé-lit, 1 grand lit double)","7,7",94 expériences vécues,"1 nuit, 1 adulte",,€ 423
The Townhouse - Into This Place,"Centre de Copenhague, Copenhague",Maison de Vacances,"7 lits (4 lits simples, 1 canapé-lit, 2 grands lits doubles)","8,6",18 expériences vécues,"1 nuit, 1 adulte",,€ 885
Charlottehaven,"Østerbro, Copenhague",Studio Deluxe de 50 m2 dans Tour - Étage Inférieur,1 grand lit double,"9,0",343 expériences vécues,"1 nuit, 1 adulte",,€ 331
City Square Hotel Apartments,"Centre de Copenhague, Copenhague",Appartement Deluxe,"3 lits (1 canapé-lit, 2 grands lits doubles)","8,9",303 expériences vécues,"1 nuit, 1 adulte",,€ 894
Hotel Sanders,"Centre de Copenhague, Copenhague",Chambre Sanders Plus,1 grand lit double,"8,7",524 expériences vécues,"1 nuit, 1 adulte",,€ 992
The Churchill Apartments - Into This Place,"Centre de Copenhague, Copenhague",Appartement 2 Chambres,5 lits simples,"8,7",251 expériences vécues,"1 nuit, 1 adulte",,€ 539
TosleepinCPH,Copenhague,Appartement - Rez-de-Chaussée,Hébergement géré par un particulier,"9,2",50 expériences vécues,"1 nuit, 1 adulte",,€ 222
By The Square - Into This Place,"Centre de Copenhague, Copenhague",Appartement 2 Chambres,"3 lits (2 lits simples, 1 très grand lit double)","8,5",82 expériences vécues,"1 nuit, 1 adulte",,€ 484
Lavilla Guesthouse,"Amager Øst, Copenhague",Chambre Familiale avec Salle de Bains Commune,1 lit simple,"6,7",143 expériences vécues,"1 nuit, 1 adulte",,€ 141
Nimb Hotel,"Centre de Copenhague, Copenhague",Suite Junior avec Terrasse,1 grand lit double,"9,4",217 expériences vécues,"1 nuit, 1 adulte",,€ 1 803
Adina Apartment Hotel Copenhagen,"Østerbro, Copenhague",Studio (2 Adultes),1 grand lit double,"8,5",1 414 expériences vécues,"1 nuit, 1 adulte",,€ 208
Andersen Boutique Hotel,"Vesterbro, Copenhague",Chambre Double Standard,1 lit double,"8,8",2 202 expériences vécues,"1 nuit, 1 adulte",,€ 371
