Nom_Hotel,Adresse,Nom_Suite,Services,Note,Nbr_Experiences,Periode,Date,Prix
B&B Duo Caffe,"Sector 2, Bucarest",Chambre Simple Économique,1 lit simple,"8,3",761 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 78€ 47
Piccolo Mondo by CityBookings,"Sector 1, Bucarest",Chambre Simple avec Balcon,1 lit simple,"9,1",104 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 91€ 86
Hilton Garden Inn Bucharest Old Town,"Sector 3, Bucarest",Chambre Lit Queen-Size ,1 grand lit double,"8,9",5 051 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 91
Moxy Bucharest Old Town,"Sector 3, Bucarest",Chambre 2 Lits Jumeaux/Simples Standard Moxy ,2 lits simples,"8,9",5 458 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 111
Hello Hotels Gara de Nord,"Sector 1, Bucarest",Chambre Double Standard,1 grand lit double,"8,2",4 884 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 61
Hotel Irisa,"Sector 1, Bucarest",Chambre Double,1 lit double,"8,5",764 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 67
Hotel Berthelot,"Sector 1, Bucarest",Chambre Double,1 grand lit double,"8,7",3 820 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 80
Hotel Venezia by Zeus International,"Bucharest City-Centre, Bucarest",Chambre Double Standard,1 grand lit double,"7,8",687 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 104€ 84
5 Stars High Hostel,"Sector 1, Bucarest",Chambre Simple avec Salle de Bains Privative,1 lit simple,"8,6",671 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 82€ 63
Mercure Bucharest Unirii,"Sector 3, Bucarest",Chambre Lits Jumeaux Supérieure,2 lits simples,"8,2",1 425 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 76
Victoriei City Studios,"Sector 1, Bucarest",Studio avec Balcon ,1 grand lit double,"9,2",455 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 85€ 72
"The Marmorosch Bucharest, Autograph Collection","Sector 3, Bucarest",Chambre Argent avec 1 Lit Queen-Size,1 grand lit double,"9,1",4 367 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 156
Acomodoro Residence,"Sector 3, Bucarest",Chambre Lits Jumeaux,"3 lits (2 lits simples, 1 lit double)","8,9",237 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 42
Capitol Hotel,"Sector 1, Bucarest",Chambre Simple,1 lit simple,"8,7",4 640 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 93
Villa Tamara,"Sector 4, Bucarest",Suite Junior Supérieure,"2 lits (1 lit double, 1 canapé-lit)","8,6",448 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 53
Casa Mendeleev,"Sector 1, Bucarest",Chambre Double,1 lit double,"8,7",296 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 68€ 51
ibis Styles Bucharest City Center,"Sector 1, Bucarest",Chambre Lits Jumeaux Standard,2 lits simples,"8,9",3 003 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 87
La Boheme,"Sector 5, Bucarest",Chambre Double Supérieure,1 grand lit double,"9,3",524 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 110
Atrium Hotel Ateneu City Center,"Sector 1, Bucarest",Chambre Double Deluxe,1 grand lit double,"8,5",1 928 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 116€ 81
Lahovary Palace Hotel,"Sector 2, Bucarest",Chambre Simple Deluxe,1 lit simple,"8,9",729 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 83
Mercure Bucharest City Center,"Sector 1, Bucarest",Chambre Lits Jumeaux Supérieure,2 lits simples,"8,8",1 107 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 95
Popcorn Hostel,"Sector 1, Bucarest",Lit dans Dortoir Mixte de 9 Lits,1 lit superposé,"8,4",1 010 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 14
Villa Zorba,"Sector 2, Bucarest",Lit Superposé dans Dortoir Mixte,1 lit simple,"8,4",681 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 17
Courtyard by Marriott Bucharest Floreasca,"Sector 2, Bucarest",Chambre avec 1 Lit King-Size Standard,1 très grand lit double,"8,9",2 148 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 90
Atrium Hotel Bucharest City Center,"Sector 2, Bucarest",Chambre Lits Jumeaux Standard,2 lits simples,"7,2",3 073 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 131€ 64
Ramada by Wyndham Bucharest Parc Hotel,"Sector 1, Bucarest",Chambre Lit Queen-Size - Non-Fumeurs,1 grand lit double,"8,4",6 214 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 99
Grand Hotel Bucharest,"Sector 1, Bucarest",Chambre Double Deluxe,1 très grand lit double,"8,2",3 154 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 128
Casa Siqua,"Sector 1, Bucarest",Chambre Simple Standard,1 lit simple,"8,6",344 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 69
Bucur Accommodation,"Sector 1, Bucarest",Hébergement Double Supérieur sans Balcon (Non-Fumeurs),1 lit double,"9,0",2 142 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 88
Casa Gabriela,"Sector 1, Bucarest",Chambre Lits Jumeaux Standard,2 lits simples,"9,0",311 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 51
Sheraton Bucharest Hotel,"Sector 1, Bucarest",Chambre Lit King-Size Classique - Vue sur Ville,1 très grand lit double,"8,3",1 579 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 117
Casa Romana,"Sector 1, Bucarest",Chambre Triple Classique,"2 lits (1 lit simple, 1 grand lit double)","7,6",624 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 50
Ramada Hotel & Suites by Wyndham Bucharest North,"Sector 1, Bucarest",Chambre Deluxe avec Lit Queen-Size - Non-Fumeurs,1 grand lit double,"8,2",544 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 104
Labirint Boutique Hotel,"Sector 3, Bucarest",Chambre Simple Standard,1 lit simple,"7,9",954 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 77
Rembrandt Hotel,"Sector 3, Bucarest",Grande Chambre Simple ,1 lit simple,"8,6",852 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 100
Hotel Sir Lujerului,"Sector 6, Bucarest",Chambre Simple Classique,1 lit simple,"7,6",1 269 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 37
Bucharest Comfort Suites Hotel,"Sector 1, Bucarest",Suite Simple ,1 lit simple,"7,6",655 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 70
Hotel Trianon,"Sector 1, Bucarest",Chambre Lits Jumeaux Standard,2 lits simples,"8,3",1 600 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 67
Venis Boutique Hotel,"Sector 1, Bucarest",Chambre Double Supérieure,Plusieurs types de lits,"8,7",1 019 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 77
Piata Uniri Cozy Inn,"Sector 3, Bucarest",Lit dans Dortoir 6 Lits,1 lit simple,"7,0",1 084 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 15
Leonardo Hotel Bucharest City Center,"Sector 1, Bucarest",Chambre Double Confort,Plusieurs types de lits,"8,2",657 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 80
Capital Plaza Hotel,"Sector 1, Bucarest",Chambre Lits Jumeaux/Double Standard,Plusieurs types de lits,"8,5",1 966 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 74
Concorde Old Bucharest Hotel,"Sector 3, Bucarest",Chambre Simple Supérieure,1 lit simple,"8,9",2 202 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 103
JW Marriott Bucharest Grand Hotel,"Sector 5, Bucarest",Chambre Double Deluxe ,2 lits doubles,"8,9",3 312 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 117
Hotel CH Bucharest,"Sector 3, Bucarest",Chambre Simple Standard,1 lit simple,"8,7",2 221 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 72
Hotel Simona,"Sector 2, Bucarest",Chambre Double Deluxe,1 grand lit double,"7,0",892 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 44
Vila Paris Boutique Hotel,"Sector 1, Bucarest",Chambre Double,1 grand lit double,"9,2",405 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 92
Christina Hotel,"Sector 1, Bucarest",Chambre Double ou Lits Jumeaux Standard,1 grand lit double,"8,8",497 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 110
The Embassy Nord,"Sector 1, Bucarest",Chambre Double,1 grand lit double,"9,1",1 533 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 56
Tania-Frankfurt Hotel,"Sector 3, Bucarest",Chambre Simple,1 lit simple,"8,7",268 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 72
Hotel Cantemir,"Sector 4, Bucarest",Chambre Double Standard,1 lit double,"8,1",1 133 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 62
Flower's,"Sector 2, Bucarest",Chambre Double,Hébergement géré par un particulier,"8,5",268 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 35
ibis Bucharest Politehnica,"Sector 6, Bucarest",Chambre Double Standard,1 grand lit double,"8,9",2 758 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 70
Parliament Square,"Sector 5, Bucarest",Chambre Double Standard,1 grand lit double,"8,7",432 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 66
Hotel Sir Colentina,"Sector 2, Bucarest",Chambre Simple,1 lit simple,"7,5",1 182 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 33
Relax Comfort Suites Hotel,"Sector 1, Bucarest",Superior Twin room,2 lits simples,"7,9",1 332 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 73
Hotel Mojo,"Sector 3, Bucarest",Chambre Simple Standard,1 lit simple,"6,9",601 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 50
Hotel Sir Royal,"Sector 1, Bucarest",Chambre Double Standard,1 grand lit double,"8,8",403 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 102
MyContinental Bucuresti Gara de Nord,"Sector 1, Bucarest",Chambre Lits Jumeaux Standard,2 lits simples,"8,6",2 992 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 76
Bucharest Downtown Inn,"Sector 1, Bucarest",Chambre Lits Jumeaux Économique,2 lits simples,"7,7",2 164 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 54
ibis Styles Bucharest Erbas,"Sector 1, Bucarest",Chambre Lits Jumeaux Standard,2 lits simples,"9,0",2 252 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 72
Hotel Casa Capsa,"Sector 1, Bucarest",Chambre Double Standard,,"7,8",339 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 109
Ramada Plaza by Wyndham Bucharest Convention Center,"Sector 1, Bucarest",Chambre Lit King-Size - Non-Fumeurs,1 très grand lit double,"8,8",6 014 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 123
Casa Sofia,"Sector 2, Bucarest",Chambre Double,1 grand lit double,"7,6",373 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 50
Crystal Palace Hotel,"Sector 1, Bucarest",Chambre Standard Lit Queen-Size,1 grand lit double,"9,0",2 048 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 109
Hotel Ema&Zain,"Sector 2, Bucarest",Chambre Double,1 grand lit double,"8,2",984 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 42
Hotel Casa Fiori,"Sector 4, Bucarest",Chambre Lit King-Size,1 grand lit double,"8,2",306 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 60
TAJ Royal APARTMENT,"Bucharest City-Centre, Bucarest",Appartement 1 Chambre,"2 lits (1 très grand lit double, 1 canapé-lit)","9,6",187 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 103
Hotel Bliss,"Sector 3, Bucarest",Chambre Simple,1 lit simple,"8,3",662 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 52
Hotel Lido by Phoenicia,"Sector 1, Bucarest",Chambre Lit King-Size Deluxe,1 très grand lit double,"8,9",2 696 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 110
Peakture Hotel,"Sector 3, Bucarest",Hébergement Solo Urbain ,1 lit simple,"8,5",1 546 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 99
Hotel EOS,"Sector 2, Bucarest",Chambre Lits Jumeaux,2 lits simples,"8,0",641 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 38
Luxury Apartment Bucharest Mall area,"Sector 3, Bucarest",Appartement,"2 lits (1 lit double, 1 canapé-lit)","9,0",487 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 91
Emil Balaban Luxury Apart-Hotel,"Sector 1, Bucarest",Studio Lit King-Size,1 grand lit double,"9,1",501 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 70
"InterContinental Athenee Palace Bucharest, an IHG Hotel","Sector 1, Bucarest",Chambre Lits Jumeaux Classique ,2 lits doubles,"9,2",600 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 128
Sarroglia Hotel,"Sector 2, Bucarest",Chambre Double ou Lits Jumeaux,Plusieurs types de lits,"8,7",1 068 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 99
Scala Boutique-Hotel,"Sector 2, Bucarest",Chambre Double Standard,1 grand lit double,"8,6",862 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 105
Hotel Tineretului,"Sector 4, Bucarest",Chambre Double,1 lit double,"7,0",425 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 46
Filitti Boutique Hotel,"Sector 3, Bucarest",Chambre Double Supérieure,1 grand lit double,"8,6",1 480 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 146
New Era Hotel,"Sector 3, Bucarest",Chambre Double Deluxe,1 grand lit double,"8,5",1 118 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 144€ 108
House4You - Blănari 4,"Sector 3, Bucarest",Chambre Double Deluxe avec Lit d'Appoint,1 grand lit double,"9,0",283 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 91
MOXA Bucharest Boutique Hotel,"Sector 1, Bucarest",Chambre Double Standard,Plusieurs types de lits,"8,3",1 700 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 85
Hotel Est,"Sector 2, Bucarest",Chambre Simple,1 lit simple,"7,9",426 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 40
Friends Hostel,"Sector 1, Bucarest",Lit dans Dortoir Mixte de 8 Lits ,1 lit simple,"7,7",591 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 15
Grand Hotel Continental,"Sector 1, Bucarest",Chambre Simple Standard,1 lit simple,"8,8",1 826 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 139
City Hotel Bucharest,"Sector 6, Bucarest",Chambre Lits Jumeaux,2 lits simples,"7,2",991 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 33
Hotel Duke Romana,"Sector 1, Bucarest",Chambre Simple Économique,1 lit simple,"8,1",3 037 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 61
The Mansion Boutique Hotel,"Sector 3, Bucarest",Demeure de Caractère de Luxe ,1 grand lit double,"9,0",805 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 145€ 128
AT Central Apartments,"Sector 3, Bucarest",Studio,1 grand lit double,"9,4",1 485 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 76
Pullman Bucharest World Trade Center,"Sector 1, Bucarest",Chambre Double Supérieure,1 lit double,"8,7",3 719 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 111
Hotel Hemingway Residence,"Sector 2, Bucarest",Chambre Double,1 grand lit double,"7,7",921 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 70
Hotel Uranus,"Sector 1, Bucarest",Chambre Lits Jumeaux,2 lits simples,"7,1",989 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 32
Hotel Corvaris,"Sector 4, Bucarest",Chambre Double,1 grand lit double,"8,3",604 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 60
Sleep Inn Hostel,"Sector 3, Bucarest",Lit dans Dortoir Mixte de 8 Lits ,1 lit superposé,"7,9",1 323 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 14
Hotel Sir Orhideea,"Sector 6, Bucarest",Chambre Simple,,"8,5",2 212 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 36
Studio special nou aproape de centrul orasului,"Sector 5, Bucarest",Studio Supérieur,Hébergement géré par un particulier,"9,4",8 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 73
A.U.M House,"Sector 4, Bucarest",Maison de Ville 2 Chambres,Hébergement géré par un particulier,"9,7",6 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 164
David's Rental Apartments,"Sector 1, Bucarest",Appartement Deluxe,1 grand lit double,"9,7",51 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 131
GREEN CORNER Apartment,"Sector 4, Bucarest",Appartement 2 Chambres,Hébergement géré par un particulier,"9,6",88 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 232
Rosetti Hotel,"Sector 2, Bucarest",Suite Deluxe,1 très grand lit double,"9,3",381 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 137
Arc de Triomphe Studios,"Sector 1, Bucarest",Appartement avec Terrasse,Hébergement géré par un particulier,"9,6",115 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 111
Union Pearl - City Center-Sky Bar at 12th floor,"Sector 3, Bucarest",Appartement 3 Chambres,Hébergement géré par un particulier,"9,4",81 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 389€ 316
Le Blanc ApartHotel,"Sector 6, Bucarest",Suite Junior Lit King-Size,1 grand lit double,"9,3",1 664 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 86
Avenue Parliament - Avenue Hotels,"Sector 5, Bucarest",Suite Junior,2 lits simples,"8,9",175 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 69
Residence DP Pipera,"Sector 2, Bucarest",Studio,Hébergement géré par un particulier,"9,2",1 221 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 67
Parliament Pearl- Bucharest Old Town apartment,"Sector 5, Bucarest",Appartement 3 Chambres,Hébergement géré par un particulier,"9,2",104 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 361€ 289
Bucharest City Center Villa,"Sector 3, Bucarest",Appartement avec Terrasse,"6 lits (1 lit simple, 2 canapés-lits, 3 grands lits doubles)","8,7",71 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 763€ 496
Francesca Residence,"Sector 2, Bucarest",Chambre Double Supérieure,1 très grand lit double,"9,1",303 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 78
AZZA Aparthotel,"Sector 1, Bucarest",Appartement avec Terrasse,Hébergement géré par un particulier,"9,0",216 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 81
Bucharest Center Villa,"Sector 3, Bucarest",Economy Double Room With Private Bathroom,1 lit double,"9,0",27 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 50
Hotel Christina Plus,"Sector 1, Bucarest",Chambre Double Standard,1 grand lit double,"8,5",221 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 100
Lujerului Studio,"Sector 6, Bucarest",Studio,"2 lits (1 lit double, 1 canapé-lit)","9,2",616 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 60
Shabbat Apartments,"Sector 3, Bucarest",Appartement Supérieur,"3 lits (2 canapés-lits, 1 grand lit double)","9,4",47 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 503
Hotel Parliament,"Sector 5, Bucarest",Deluxe Single Room ,1 lit simple,"8,1",2 088 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 79
Phoenicia Grand Hotel,"Sector 1, Bucarest",Chambre Lit King-Size Premium,1 très grand lit double,"8,5",1 635 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 107
Vila Ada,"Sector 4, Bucarest",Chambre Triple Standard,Types de lits : 1 lit double ou 2 lits simples,"8,6",959 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 40
HappyRooms Piata Romana,"Sector 1, Bucarest",Chambre Double avec Salle de Bains Privative,1 lit double,"6,7",127 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 33
AMADEUS RESIDENCE,"Sector 2, Bucarest",Appartement 1 Chambre,"2 lits (1 canapé-lit, 1 grand lit double)","9,4",1 304 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 91
Stil Hotel,"Sector 1, Bucarest",Chambre Simple,1 lit simple,"8,6",677 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 98
Elizeu Hotel,"Sector 1, Bucarest",Chambre Double Standard,1 grand lit double,"6,9",893 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 48
Hotel Ambasador,"Sector 1, Bucarest",Chambre Simple Supérieure,1 lit simple,"7,9",3 921 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 60
Living Aparthotel,"Sector 3, Bucarest",Chambre Supérieure,1 grand lit double,"8,6",964 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 56
Hotel Foisor,"Sector 2, Bucarest",Chambre Double,1 très grand lit double,"8,3",412 expériences vécues,"1 nuit, 1 adulte","sam. 25 nov.
—
dim. 26 nov.",€ 44
