Titre,image,note,venueindex,champ,champ1,catégorie,prix,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
"Av. de Berna, 45A (217823000), Lisbonne",https://fastly.4sqi.net/img/general/600x600/4652286_JByrZf1UEmJ-bbqfk5XM4TVhi9ru0YU36ZlwoLTO_yo.jpg,9.3,11,https://fr.foursquare.com/v/funda%C3%A7%C3%A3o-calouste-gulbenkian/4d09e3bb9de0b1f7c6258053,Fondation Calouste-Gulbenkian,Musée,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/FVGOVISP0UAEDV2A.jpg,"Laurent D. • Avril 13, 2019
Très belle collection et bâtiment 70's très intéressant.","Laurent D. • Avril 13, 2019",https://fr.foursquare.com/laurentdoucet,Laurent D.
"R. António Maria Cardoso, 38, Lisbonne",https://fastly.4sqi.net/img/general/600x600/3147680_n-B-vGh2xFlrFMLSvX3hkXmTw3FmGi7DEv8QBSEQfQw.jpg,9.3,12,https://fr.foursquare.com/v/s%C3%A3o-luiz-teatro-municipal/4bc8c20f14d795216ac969e9,São Luiz Teatro Municipal,Théâtre,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/99292684-1QBJKOPQ30IEBL1R.jpg,"João S. • Janvier 8, 2016
Sala muito bonita e aconchegante","João S. • Janvier 8, 2016",https://fr.foursquare.com/joaos4794166,João S.
"Rua do Loreto, 2, Lisbonne",https://fastly.4sqi.net/img/general/600x600/8795720_Gfp4achZ48Ib6kbRQrFfQo6P1TE9JjP8kzLEmE7ad8g.jpg,9.3,13,https://fr.foursquare.com/v/manteigaria/53bedd65498e95610660114d,Manteigaria,Pâtisserie,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/5UMHA1RLEW5SUXWY.jpg,"Jas • Septembre 2, 2016
Les meilleurs pasteis que j'ai mangés: la pâte est croustillante, la crème fondante. À prendre le matin à la sortie du four, ou frais au goûter.","Jas • Septembre 2, 2016",https://fr.foursquare.com/jas6088485,Jas
"Largo de São Carlos 10, Lisbonne",https://fastly.4sqi.net/img/general/600x600/13264858_TNV8FFfVojD8Zxj8J6XXx79DCVaxV0pt_yy-9ktoqnw.jpg,9.3,14,https://fr.foursquare.com/v/belcanto/4c2deb464e132d7ff7289ddf,Belcanto,Restaurant,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/10KJJOR1BPOFKPI5.jpg,"Duarte L. • Avril 4, 2015
Excellent pour un dîner de travail.","Duarte L. • Avril 4, 2015",https://fr.foursquare.com/duartelevy,Duarte L.
"Pç. do Império (R. Bartolomeu Dias), Lisbonne",https://fastly.4sqi.net/img/general/600x600/23704931_6bJlpxejDWJNrmBYj0MdO2bIFLNg78N4A1fCaxF2GhI.jpg,9.3,15,https://fr.foursquare.com/v/centro-cultural-de-bel%C3%A9m-ccb/4b0588a7f964a520b1d222e3,Centre Culturel de Belém,Centre culturel,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/81719400-XHHJRA5T3GFTTUQY.jpg,"Pierre-Etienne C. • Août 23, 2014
Beau bâtiment, plusieurs boutiques de design, peinture etc. Et des expositions bien sur.","Pierre-Etienne C. • Août 23, 2014",https://fr.foursquare.com/pierreec1095550,Pierre-Etienne C.
"Av. Engenheiro Duarte Pacheco, 5, Lisbonne",https://fastly.4sqi.net/img/general/600x600/649660_SLsewy2249BlB03kS5x8TvJ9rjEkRr4xLsgX3ih362M.jpg,9.3,16,https://fr.foursquare.com/v/epic-sana-lisboa-hotel/51226c72e4b002b6fa144b52,EPIC SANA Lisboa Hotel,Hôtel,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/40829472_l6ehLc1Q_8oVwBHt40noyiEbWXbX7pYPwsHEnINCpgh55J_xgjKGCmnQhBpQgF7yf1bjvfOZo.jpg,"Murat • Juin 4, 2018
Great luxury hotel with descent size and clean rooms. Lobby bar, rooftop bar, spa and meeting fascilities are available. Food is great, service/staff is very kind and welcoming. Expensive.","Murat • Juin 4, 2018",https://fr.foursquare.com/drmrtyldrm,Murat
"Av. 24 de Julho, 49, Lisbonne",https://fastly.4sqi.net/img/general/600x600/384694708_fEy3T7pdpxJvK1ahji_khala_RIVpEBVQofgLGTFT9o.jpg,9.3,17,https://fr.foursquare.com/v/a-manteigaria/58ab363d23188e3a4491ced8,A Manteigaria,Boulangerie,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/M5OCWVTRQODXYW2M.jpg,"Susanna B. • Mars 30, 2018
Must try in Lisbon! Ask for the one that is freshly made and still warm!","Susanna B. • Mars 30, 2018",https://fr.foursquare.com/susannab3247218,Susanna B.
"Hotel Tivoli, Lisbonne",https://fastly.4sqi.net/img/general/600x600/61632179_ipWQyGSKoqOIe5OnARldx_5hzNzqWg8jiJyNc0MuOfE.jpg,9.3,18,https://fr.foursquare.com/v/seen/5bf5cd7760255e002c91cad7,Seen,Restaurant,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/60260449_bTazYONO_HE309eXyE1uc30r9Yr52X9cvz_90ARZE8OZAXmBZHHVNr0-ZlJW53M2xYu4rFH9m.jpg,"Mashael A. • Octobre 30, 2022
The flavours are out of this world 😩🫶🏼 Lobster truffle roll, hot seen roll, octopus carpaccio, new style sashimi.","Mashael A. • Octobre 30, 2022",https://fr.foursquare.com/mashaelhogail,Mashael A.
"R. Júlio de Andrade, Lisbonne",https://fastly.4sqi.net/img/general/600x600/65717523_Ds2D2kIQYT914MfI_KcKX112G6CY48hyKx_2cCvZbOM.jpg,9.3,19,https://fr.foursquare.com/v/jardim-do-torel/4bb624302f70c9b6adef8430,Jardim do Torel,Jardin,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/KCSR1EPKEMNON2YG.jpg,"Emilie S. • Juin 12, 2014
Wonderful view of the baixa and bairo alto. Lovely shade, quiet, exercise equipment and places to sit and put your legs up. A must visit spot.","Emilie S. • Juin 12, 2014",https://fr.foursquare.com/emilies3032337,Emilie S.
"Rua do Grémio Lusitano, 13, Lisbonne",https://fastly.4sqi.net/img/general/600x600/522329389_YW9wsK5WGKQXIvFGQaqPPi0-pLMDw22AdyzDQnomauQ.jpg,9.3,20,https://fr.foursquare.com/v/valdo-gatti/5b50854978782c002c407d07,Valdo Gatti,Pizza,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/6288143_g2V2vFI6_ac-6y06BykVbHVSuSQkgfVe8006nnC5qjmCkbxUG73SuuBpdNQJKPnz5Rzl6VRIn.jpg,"Bjørn F. • Septembre 5, 2021
Delicious traditional pizza in a very attractive restaurant. Staff were friendly and helpful as I blustered though Italian and Portuguese. Well worth a visit.","Bjørn F. • Septembre 5, 2021",https://fr.foursquare.com/bjrnf3951872,Bjørn F.
"Parque Eduardo VII, Lisbonne",https://fastly.4sqi.net/img/general/600x600/21990729_O6whd2NlIweZ8xSPgwwssZFCSBt7rOTTLKa7LmGvVPI.jpg,9.3,21,https://fr.foursquare.com/v/miradouro-do-parque-eduardo-vii/57d909b3cd100b84fe3eb070,Miradouro do Parque Eduardo VII,Belvédère / Panorama,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/H13X4RJUS3ITEN3Y.png,"dyvroeth • Février 4
Lovely formal gardens with a grandstand view down in to the centre of Lisbon from the fountain at the top of the hill.",dyvroeth • Février 4,https://fr.foursquare.com/fatherfantaskis,dyvroeth
"Praca do Príncipe Real, 26, Lisbonne",https://fastly.4sqi.net/img/general/600x600/1538796_qvIaBVfA2hS7x35f505MCoCd3AMuZGcsyCiAky5vYHs.jpg,9.3,22,https://fr.foursquare.com/v/gin-lovers-principe-real/56477699498e8cd956c8a9b3,Gin Lovers Principe Real,Bar lounge,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/506426549_VjcRO0UN_8jSEpMIlB-wd3yHiBO-Zb1kux0Gk9s9XdNaOz3YKpXV5kCjLpDR38x5KwNam8dfb.jpg,"Tullia M. • Septembre 4, 2018
Great atmosphere. Amazing choice of Portuguese Gin. Very Kind service.","Tullia M. • Septembre 4, 2018",https://fr.foursquare.com/tulliam7355844,Tullia M.
"Av. Elias Garcia, 172A, Lisbonne",https://fastly.4sqi.net/img/general/600x600/1394109787_Cu5KprcEbx6_0_e3TH6i8CEbplDF-FHQKfZxdBBH_j8.jpg,9.3,23,https://fr.foursquare.com/v/casa-nepalesa/4d3051245acfa35d69dff7cb,Casa Nepalesa,Indienne,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/456025973_y-NWCWr9_J1pymeQYsYL9tNaLoBuMgcnyE32nVCjElftie7Oogc8OAPobsn2jaloM31z9f4BR.jpg,"Grégoire D. • Février 9, 2018
Excellente cuisine + serveur au top 👍🏻 Merci Raman !!","Grégoire D. • Février 9, 2018",https://fr.foursquare.com/gregoird1369915,Grégoire D.
"R. Rodrigues Faria, 103, Lisbonne",https://fastly.4sqi.net/img/general/600x600/92668407_s63xPq0ztYYhHHzbjgYijLNhsuG5hxkDzqOTxsJ6-dM.jpg,9.3,24,https://fr.foursquare.com/v/ler-devagar/4c18d478838020a1ecb3e461,Ler Devagar,Librairie,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/24494050_FHWa15aP_iSHOkb6r2nOo-veDyYdnTEpRARy_nuC2rAnvwWDu1nRR9eMnmG2S39gz9JIJNckR.jpg,"Frédéric L. • Novembre 24, 2019
Superbe librairie! C'est immense, il y a différents espaces pour se poser et des milliers de livres à explorer.","Frédéric L. • Novembre 24, 2019",https://fr.foursquare.com/frederil9118280,Frédéric L.
"Av. Álvares Cabral (Estrela), Lisbonne",https://fastly.4sqi.net/img/general/600x600/54600148_WY8QSH34oIy6hnT4IrW4yDODYQGNM8ObRTG8QKPFev8.jpg,9.3,25,https://fr.foursquare.com/v/jardim-da-estrela/4b2938b7f964a520339b24e3,Jardim da Estrela,Jardin,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/blank_girl.png,"euh73 e. • Juillet 21, 2018
Parc calme reculé et en hauteur de la ville. Très agréable pour y prendre l'air frais. Kiosque à snack et un bar pour s'y restaurer.","euh73 e. • Juillet 21, 2018",https://fr.foursquare.com/euh73e5625742,euh73 e.
"Largo do Rato, Lisbonne",https://fastly.4sqi.net/img/general/600x600/551222_5ifAaALOPl2yRLPtOSkAtcf883RfH5be-CPb_Bo27RQ.jpg,9.3,26,https://fr.foursquare.com/v/churrasqueira-rodas/4ba2939ff964a520e40538e3,Churrasqueira Rodas,Barbecue,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/4MJY0V0JQV1ZWEBI.jpg,"Viki T. • Mars 18, 2012
A very nice local restaurant with low prices and great waiter! Choose the table at the window!","Viki T. • Mars 18, 2012",https://fr.foursquare.com/vikit8743908,Viki T.
"Rua do Açúcar, 83, Lisbonne",https://fastly.4sqi.net/img/general/600x600/57325805_VIiAcU1TR7Q-GyRkTW-Z2Mm83g4J6Iu4IWNvwJa8BmM.jpg,9.2,27,https://fr.foursquare.com/v/f%C3%A1brica-musa/57364fdc498ebbf24700b03e,Fábrica Musa,Brasseur,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/10101562_FuUjfv3s_0dyqjCMfq4daAJCf4-1cVgP76i3xUnT1BbvDBsGyZrOgEnKIg7E68-ttFCTMjZ1_.jpg,"Charles L. • Juin 8, 2019
Belle sélection de bières de microbrasserie, et ils ont une petite terrasse à la gauche avec 2-3 tables.","Charles L. • Juin 8, 2019",https://fr.foursquare.com/charles_camden,Charles L.
Lisbonne,https://fastly.4sqi.net/img/general/600x600/61632179_Jsn3_3qAAchXTC_AEqo-bg50Cwdwqo7n2IyjRoSOM-s.jpg,9.2,28,https://fr.foursquare.com/v/manteigaria/5e122510b5b5ad000808521d,Manteigaria,Pâtisserie,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/blank_boy.png,"Eduardo F. • Novembre 21, 2022
Best pastel de nata in town! 🥵","Eduardo F. • Novembre 21, 2022",https://fr.foursquare.com/eduardof5543879,Eduardo F.
"Lg. do Chiado, Lisbonne",https://fastly.4sqi.net/img/general/600x600/4679562_508Y_TyAb5ZxDW9pCCXJbneBzVnlnu5ZOvbaEL0IEDc.jpg,9.2,29,https://fr.foursquare.com/v/largo-do-chiado/4d1e3f5bd7b0b1f7ab52029f,Largo do Chiado,Place,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/535115661_2jPPheNG_mCGXZStYAn7s6prAsjRxcyzsycqqJ_cJ_wbtCXxtlc9uHaOnbgI97tEz_Zo587Jo.jpg,"Bash • Avril 28, 2019
Nice guitar mini-concerts 2 days in a row, great terraces.","Bash • Avril 28, 2019",https://fr.foursquare.com/bash4251993,Bash
"Pq. Eduardo VII (Pr. Marquês de Pombal), Lisbonne",https://fastly.4sqi.net/img/general/600x600/26784729_gFD87oqo8ydwhIH8MK7N6vtRP3wB7mDOjOt9Y5UbHj0.jpg,9.2,30,https://fr.foursquare.com/v/parque-eduardo-vii/4b0588a3f964a52075d122e3,Parque Eduardo VII,Parc,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/157452881-DYRQMNQVFMRL0ARM.jpg,"Julie M. • Avril 14, 2019
Très bon vue sur la ville. Mais un peu éloigné du centre ville.","Julie M. • Avril 14, 2019",https://fr.foursquare.com/juliem6343310,Julie M.
"Praça do Comércio (Av. Ribeira das Naus), Lisbonne",https://fastly.4sqi.net/img/general/300x300/8398382_B1GshxPLEu2nj3YTxWxxevzhcH_meYLTH8ljoXWbFEc.jpg,9.2,31,https://fr.foursquare.com/v/cais-das-colunas/4cd2e48483e0721e88a55997,Cais das Colunas,Place,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/5670104-ZDIZZ2PCXCJ0ZS0U.jpg,"Iryna B. • Janvier 18, 2015
Relaxing spot, perfect on a sunny afternoon!","Iryna B. • Janvier 18, 2015",https://fr.foursquare.com/irynab9832281,Iryna B.
"R. Dea São Paulo 200, Lisbonne",https://fastly.4sqi.net/img/general/300x300/39843975_AvT4PtjqZkDdI0paE6k3YqyC6r0CL7cd_k2I_shQfaw.jpg,9.2,32,https://fr.foursquare.com/v/far%C3%A8s/5ce87d5a1af852002cf50b17,Farès,Bar,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/150637429-EO5KTFYZSUYG5OIH.jpg,"Zuzanna R. • Juillet 5, 2020
You have a bunch of a creative interpretation of classic cocktails and absolutely amazing food, especially hummus 😍","Zuzanna R. • Juillet 5, 2020",https://fr.foursquare.com/zuzannar8810565,Zuzanna R.
"Pç. do Império, Lisbonne",https://fastly.4sqi.net/img/general/300x300/1573386_wBZFZE0tAdlESgnkc0vT8lEULH-Fkr5P7lSHJh462ws.jpg,9.2,33,https://fr.foursquare.com/v/mosteiro-dos-jer%C3%B3nimos/4b7a8c17f964a520a5302fe3,Monastère des Hiéronymites,Monastère,,Enregistrer ,,,,,
"Av. de Brasília, Lisbonne",https://fastly.4sqi.net/img/general/300x300/70844940_tnCKbb_iMVo8L1LuNzXfgE160mf5l7B_A1AM0VqOsxw.jpg,9.2,34,https://fr.foursquare.com/v/padr%C3%A3o-dos-descobrimentos/4c2e66a1a0ced13ae9c90e6e,Padrão dos Descobrimentos,Monument,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/12003940-4BLNFJ5TCRMDOCJR.jpg,"Eric T. • Juillet 22, 2017
Très beau point de vue et belle expo","Eric T. • Juillet 22, 2017",https://fr.foursquare.com/erict9718122,Eric T.
Lisbonne,https://fastly.4sqi.net/img/general/300x300/501022147_ssAMUjNqbJA4t5ZWB400DHgtmtKTXNc3AXuht6z3qjA.jpg,9.2,35,https://fr.foursquare.com/v/basilio/5bd58f20037be1002ca02614,Basilio,Restaurant,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Ju • Mars 7, 2022
Très bon brunch. Je recommande !","Ju • Mars 7, 2022",https://fr.foursquare.com/ju8668397,Ju
"Fundação Calouste Gulbenkian (Av. de Berna, 45A), Lisbonne",https://fastly.4sqi.net/img/general/300x300/59829056_RJWgIN4fybAM682cBOHfUmOjSIyfhB5oZYpaK9SCo0M.jpg,9.2,36,https://fr.foursquare.com/v/grande-audit%C3%B3rio-gulbenkian/4ed10c9be5faa5ec03890b9c,Grande Auditório Gulbenkian,Opéra,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/65717523_d5gTOZsK_kOPhyqBLJQ7Kbl_oh4Ho5hn1DrDwYEWmBHF2iZJMRnaaRlas6eT6C-WtkYCWKhPQ.jpg,"Volha • Juillet 29, 2017
Если часто мониторить афишу,то можно попасть на очень достойные концерты и выступления.","Volha • Juillet 29, 2017",https://fr.foursquare.com/pticazavodnaya,Volha
"Calçada do Forte, 22, Lisbonne",https://fastly.4sqi.net/img/general/300x300/51797826_4AxCpHe7GyK47w54R7uWG29t9ejeQlPhsy5KWgH7NEU.jpg,9.2,37,https://fr.foursquare.com/v/taberna-sal-grosso/54f627e9498ec2da3d098dbb,Taberna Sal Grosso,Portugais,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/137731161-BLUWPCHMBO1KQF3E.jpg,"Luís Q. • Juillet 29, 2016
Bons petiscos","Luís Q. • Juillet 29, 2016",https://fr.foursquare.com/luisq7001929,Luís Q.
"Pç. Dom Pedro IV, Lisbonne",https://fastly.4sqi.net/img/general/300x300/6273946_6yYRkUPN8ExJqcLZy4tpnZEOp09aX4krZw0iArp8RXQ.jpg,9.2,38,https://fr.foursquare.com/v/rossio/4d26e469ebacb1f73118e24f,Rossio,Place,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/T2GYTPM5HUHCX2V1.jpg,"Jonathan J. • Août 23, 2015
Une magnifique place avec deux superbes fontaines.","Jonathan J. • Août 23, 2015",https://fr.foursquare.com/captainjojo42,Jonathan J.
"Rua de Santos-o-velho 38, Lisbonne",https://fastly.4sqi.net/img/general/300x300/372091754_q0LqBUuT1k3ParoMLtgn9TFeQy_JocilTEIYMUf9jpY.jpg,9.2,39,https://fr.foursquare.com/v/mercearia-da-mila/5912b5326bdee66b586fdd63,Mercearia da Mila,Épicerie fine,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/388302674-WWASYTZ4HUERBBV0.jpg,"Jacqueline H. • Décembre 10, 2017
Super cute and friendly neighborhood cafe and small specialty shop. Great place to get a coffee and pastry , a container of a hearty salad , cheese or charcuterie, to sit and chat or to go. 😍","Jacqueline H. • Décembre 10, 2017",https://fr.foursquare.com/jacquiholmesk,Jacqueline H.
"Rua do Salvador 14, 1100-465 Lisboa, Portugal, Lisbonne",https://fastly.4sqi.net/img/general/300x300/5236791_oe-Zd7zryHjw3XD-eIk1rLZm2L93kKPV9S5hR8voX9E.jpg,9.2,40,https://fr.foursquare.com/v/quase-cafe/57405989498ee90d56504b27,Quase Cafe,Portugais,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/448961740_ZMMI0HKl_jYWV055Oj7RgnFEusv8WjeKEhxCu3IkCq4-Qq1-JpfJnhCjYFMISnnYW56IktoDt.jpg,"Margaux B. • Juillet 27, 2018
Service sympathique, agréable pour prendre le petit déjeuner ⚡️","Margaux B. • Juillet 27, 2018",https://fr.foursquare.com/margaux2271333,Margaux B.
"R. Rodrigues Faria 103, Lisbonne",https://fastly.4sqi.net/img/general/300x300/181863_18aL-UwDU-nOsclhBfXazTQ2j2JAUweAIYnqJ2uBLBI.jpg,9.2,41,https://fr.foursquare.com/v/lx-factory/4b3cda52f964a520428825e3,LX Factory,Culture et loisirs,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/8695878-40TOEH0APXKA4AUO.jpg,"La Pépée • Août 20, 2014
... agreable et creatif : boutiques, cafés, restau, galleries..parfait pour une...","La Pépée • Août 20, 2014",https://fr.foursquare.com/la_pepee,La Pépée
"Rua da Palmeira 23, Lisbonne",https://fastly.4sqi.net/img/general/300x300/121847659_-f5nOHvbUBuClYMfl3SmT7m76JTzv76V4YpuACMLcxo.jpg,9.2,42,https://fr.foursquare.com/v/seagull-method-cafe/5d07a455c0af5700390c878f,Seagull Method Cafe,Petit déjeuner,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/554635971_Xre6pA3G_L1qAxahRG-seUr2W4mOGaKRV67Dwmhp4RqTKmEe8L2Lh6_AzJruLv9Q3xZmkRZfg.jpg,"Stéphanie S. • Juillet 28, 2021
Service super sympa! Le serveur a vraiment été sympathique et bienveillant envers nous. Nous nous sommes régalés !","Stéphanie S. • Juillet 28, 2021",https://fr.foursquare.com/stephans5251422,Stéphanie S.
