Titre,image,note,venueindex,champ,champ1,catégorie,prix,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
"Kárastígur 1 (Frakkastígur), Reykjavik",https://fastly.4sqi.net/img/general/600x600/59829385_IEtAKg6JvMXiv1KVznPYcXXf0eh8I-JKnu8ac6bpeSs.jpg,9.1,11,https://fr.foursquare.com/v/reykjav%C3%ADk-roasters/4b0e7b9bf964a520e05723e3,Reykjavík Roasters,Coffee Shop,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/50377183-QQSKLYD0UVP21IIS.jpg,"Kazem E. • Décembre 3, 2015
Great coffee, nice location, good service, and delicious croissants. Definitely worth visiting. Good music from their vinyl records too!","Kazem E. • Décembre 3, 2015",https://fr.foursquare.com/kazeme9682717,Kazem E.
"Brautarholt 2, Reykjavik",https://fastly.4sqi.net/img/general/600x600/60780513_7y2EmF4aSywsN-ZR0wnHDdpW6fxbSQpbzoSeX1C9xmA.jpg,9.1,12,https://fr.foursquare.com/v/reykjav%C3%ADk-roasters/55c5d7d8498eedf6e0ae0974,Reykjavík Roasters,Coffee Shop,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/103238512-ZHNYBSNT4GJIPDBR.jpg,"maite a. • Novembre 27, 2016
Trendy coffeeshop. Really good coffee. A place to relax after a walk in the center of Reykjavik. Pastry is also good","maite a. • Novembre 27, 2016",https://fr.foursquare.com/maiteal_,maite a.
"Vesturgötu, Reykjavik",https://fastly.4sqi.net/img/general/600x600/43242250_CAq-rRtH658zaeldrPQduMlEPgZgOetnH9NLHAi9PLo.jpg,9.1,13,https://fr.foursquare.com/v/fish-company/4bdac6243904a5938043479e,Fish Company,Fruits de mer,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/7093021_tbQ4PrDW_7q2cI3ubguG92NHrtOn-K7nhgFAxirWQxHGF6cNAwveBcjajxQEIatdVvcocy1mS.jpg,"Kaitlin • Septembre 16, 2022
What a spectacular and beautiful meal. The lobster soup with scallop, apple, and cardamom should not be missed. We also loved the sushi. Thought it compared to sushi we’ve had in renowned spots.","Kaitlin • Septembre 16, 2022",https://fr.foursquare.com/kaitlin7725186,Kaitlin
"Geirsgata 7C, Reykjavík",https://fastly.4sqi.net/img/general/600x600/6057509_sxAmKUCFhAH-msw7elXoy6RsWxyccueDO9E3EXmxRZU.jpg,9.1,14,https://fr.foursquare.com/v/h%C3%B6fnin/4c582e9e7329c928397a9080,Höfnin,Fruits de mer,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/TOCSZRYUYJHUQCQ3.jpg,"Iceland I. • Juillet 5, 2013
Ouvert pendant la saison d'été uniquement je vous recommande les moules islandaises mariés aux French Fries ! :-)","Iceland I. • Juillet 5, 2013",https://fr.foursquare.com/icelandi8574598,Iceland I.
"Sundlaugarvegur 30, Reykjavik",https://fastly.4sqi.net/img/general/600x600/3456659_adMuN2FFmfDeEtd2-bKrX5QMRtB2eHa-oF6180EvD6o.jpg,9.1,15,https://fr.foursquare.com/v/laugardalslaug/4b0588aff964a52014d422e3,Laugardalslaug,Piscine,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/RRX4J1GO5N3M2YWH.jpg,"Arnór J. • Août 24, 2011
Great tubs! You have to tryout the waterslide!","Arnór J. • Août 24, 2011",https://fr.foursquare.com/arnorjonsson,Arnór J.
"Aðalstræti 9, Reykjavik",https://fastly.4sqi.net/img/general/600x600/25702277_KAjXQWo-P1mA0litjEI8vimSzC8wonPUoD-CKfeRkdQ.jpg,9.0,16,https://fr.foursquare.com/v/sk%C3%BAli-craft-bar/5495c0bf498e505982f2992d,Skúli Craft Bar,Bar,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/28207333_PD2wwAeB_pTddCScOC_DMgzq9Pdc9oojXkQD64m31ONowfVhN2AJMLjvwPsabB20IwdvOidu2,"L. Q. • Juin 11, 2016
Great selection of draft beer. Happy hour with better prices from 14h-19h (!!!). Good and friendly environment.","L. Q. • Juin 11, 2016",https://fr.foursquare.com/l.q4993591,L. Q.
"Melhaga 20-22, 107 Reykjavík, Reykjavik",https://fastly.4sqi.net/img/general/600x600/38398606_KHf06LIylwQc3IUxnz7erCup34MxBbAqwiiwFjZhheU.jpg,9.0,17,https://fr.foursquare.com/v/kaffih%C3%BAs-vesturb%C3%A6jar/53e23b2c498ee11dc63a6822,Kaffihús Vesturbæjar,Café,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/WU2KG4WBVP05Y0SO.jpg,"Del P. • Avril 21, 2017
This is the best coffeehouse in Reykjavik. The food and coffee are both great.","Del P. • Avril 21, 2017",https://fr.foursquare.com/delputnam,Del P.
"Skólavörðustíg 14, Reykjavik",https://fastly.4sqi.net/img/general/600x600/10088099_-klht2H7k-48KcxoW7EaDHjdTzwuQjRYDa3fJIP94qE.jpg,9.0,18,https://fr.foursquare.com/v/sj%C3%A1vargrilli%C3%B0/4da7469af7b15dc952f6df30,Sjávargrillið,Fruits de mer,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/9816682_tODSARJP_qrpQH4SMQHP8VG_FQDw7FFr2tvEnFCCZnuVjfZcYDdLLXgrvoBjR-mZmaQMLRfMO.jpg,"Adrien D. • Octobre 13, 2013
Pour moi le meilleur restaurant de viandes/poissons d'Islande. Une adresse à ne pas manquer. Un peu cher mais tellement bon.","Adrien D. • Octobre 13, 2013",https://fr.foursquare.com/pulssart,Adrien D.
"Geirsgata, Reykjavik",https://fastly.4sqi.net/img/general/600x600/21642814_nd3qhcg7gfemEZrrNVt3Nx5ACwfP-BcetxITrNeUQuQ.jpg,9.0,19,https://fr.foursquare.com/v/reykjavik-harbour/4b0588acf964a52097d322e3,Reykjavik Harbour,Port / Marina,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/XOFYPFCWY2IE4TTT.jpg,"Eduard • Juin 17, 2016
Great walks there, and amazing views","Eduard • Juin 17, 2016",https://fr.foursquare.com/eduard_se,Eduard
"Þórsgata 1 (Týsgata), Reykjavik",https://fastly.4sqi.net/img/general/600x600/10005_OL2WCKf9MUCLDYCpwccVzpfH9ZhoqYCPGlgGlGAGfMs.jpg,9.0,20,https://fr.foursquare.com/v/snaps/4f48e1c1e4b0db1b35771c53,SNAPS,Bistro,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/PL1W0X0GUUGCEQUX.jpg,"Julie • Février 19, 2016
Difficile d'être déçu, tout est bon 👌🏻 Créatif, copieux, ambiance sympa ! Les moules, le ""catch of the day""... On vous le recommande ☺️","Julie • Février 19, 2016",https://fr.foursquare.com/carnetstraverse,Julie
"Aðalstræti 12, Reykjavik",https://fastly.4sqi.net/img/general/600x600/14041321_biklN_ry0-z02ottRK47JCRz7qF2pdl0KeCpnh5czj8.jpg,9.0,21,https://fr.foursquare.com/v/fiskmarka%C3%B0urinn--fish-market/4c8159d447cc224bf4727b9f,Fiskmarkaðurinn | Fish Market,Fruits de mer,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/50397156-JJHLSMCMZLQPSIDM.jpg,"Jess K. • Décembre 31, 2015
great service! the fish is super fresh and the entree portions are on the bigger side.","Jess K. • Décembre 31, 2015",https://fr.foursquare.com/jessk6815198,Jess K.
"Vesturvör 44-48, Kópavogur",https://fastly.4sqi.net/img/general/600x600/1169_zCmCRP4dHwQ6Ih3CmJIQLkFBAN0O1S0fwQyV8DfEY50.jpg,9.0,22,https://fr.foursquare.com/v/sky-lagoon/608d7b95ac979c4d9f472c43,Sky Lagoon,Spa,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/7093021_tbQ4PrDW_7q2cI3ubguG92NHrtOn-K7nhgFAxirWQxHGF6cNAwveBcjajxQEIatdVvcocy1mS.jpg,"Kaitlin • Mars 16
I still dream about this place, months later. Pure perfection. We did the 7-step ritual, but the lagoon alone is also great. We heard from multiple people it was better than Blue, too.",Kaitlin • Mars 16,https://fr.foursquare.com/kaitlin7725186,Kaitlin
"Nýlendugötu 14 (Mýrargata), Reykjavik",https://fastly.4sqi.net/img/general/600x600/6866467_YfKqnANUt_0QwhY95N8lk5eTMDBBDgXpYuwKH_CKntg.jpg,8.9,23,https://fr.foursquare.com/v/forr%C3%A9ttabarinn/4e99f7ed61afc418b9855745,Forréttabarinn,Restaurant,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/51404851-SFDMJJKKKJP4LGZD.jpg,"Henrik O. • Mars 24, 2017
The food is excellent here! We tried many dishes, and they were all top notch.","Henrik O. • Mars 24, 2017",https://fr.foursquare.com/henriko2532977,Henrik O.
"Laugavegur 36, Reykjavik",https://fastly.4sqi.net/img/general/600x600/31037122_7mCL7owPeaqfzH01u0qQdTy3up9vpLCZBMp6-BR0snU.jpg,8.9,24,https://fr.foursquare.com/v/bakar%C3%AD-sandholt/4b0588aff964a520f4d322e3,Bakarí Sandholt,Boulangerie,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/146232472-KXRFLI2WTS3SUFPM.jpg,"Aurélie V. • Juin 27, 2018
La place est super cute et l’ambiance est agréable et relaxante. Le service à la clientèle est bon et la nourriture réconfortante. Même pour un cafe et un dessert ça vaut la peine!!! 10/10","Aurélie V. • Juin 27, 2018",https://fr.foursquare.com/aureliev6374758,Aurélie V.
Reykjavik,https://fastly.4sqi.net/img/general/600x600/61936608_lepbwbTBKqxeRASqc8WVVpNuDdnu2VC4xqwROPYBMuw.jpg,8.9,25,https://fr.foursquare.com/v/reykjavik-kitchen/5c76a4e1cbcdee002c84e148,Reykjavik Kitchen,Restaurant,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/32275386_yKmZ191E_fJ0ydeESMnxKiUITrDvT8XZozSblmWzsZZmc_ce8yReSsYDNyyvHkndMMYXgWU6A.jpg,"Hannah • Février 27, 2019
We went to the Reykjavik for a lunch. They offer a nice lunch menu for reasonable prices, from which we chose the fish of the day - it was absolutely amazing!","Hannah • Février 27, 2019",https://fr.foursquare.com/hannah9345998,Hannah
"Álfheimar 74, Reykjavik",,8.9,26,https://fr.foursquare.com/v/hreyfing/4e317f4552b1833d96ece7a3,Hreyfing,Salle de sport,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/YRO0FHSSEJPQQJS4.jpg,"Andrea A. • Février 15, 2016
One of the best gyms around, lovely atmosphere and well equipped","Andrea A. • Février 15, 2016",https://fr.foursquare.com/andrearikhards,Andrea A.
"Frakkastígur 8 (Hverfisgata), Reykjavik",https://fastly.4sqi.net/img/general/600x600/22452105_OiKJjRrkiVcgbRpssHoWQ7-gYraEAySGlbHsbTaY7LY.jpg,8.9,27,https://fr.foursquare.com/v/brewdog-reykjav%C3%ADk/5b9bb000c0f1630039484038,BrewDog Reykjavík,Bar à bières,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/518150336_g47W0OPf_aB-f9zs-gObrEQ7ibHI5wtIY0NqS97VBGNaPOQ7I7UJ1ifGH1SWoJQE36icVW2c-.jpg,"Eggert G. • Septembre 23, 2018
Awesome selection of BrewDog beers and local craft beers. Very impressive food menu & overall great atmosphere 🤟","Eggert G. • Septembre 23, 2018",https://fr.foursquare.com/eggertg5611025,Eggert G.
"Sóleyjargata 1, Reykjavik",https://fastly.4sqi.net/img/general/600x600/41221807_wXfOvkt0kD5zyTUNTSH2N0PH40LdgHnZ89K80yPnAs8.jpg,8.8,28,https://fr.foursquare.com/v/hlj%C3%B3msk%C3%A1lagar%C3%B0urinn/4c606da3924b76b0b8e1f0b9,Hljómskálagarðurinn,Parc,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/30613920-D5ZJVT0O3LVNSSXJ.jpg,"Olesya • Octobre 31, 2014
Хороший городской парк","Olesya • Octobre 31, 2014",https://fr.foursquare.com/olesya5867498,Olesya
"Laugavegur 18, Reykjavik",https://fastly.4sqi.net/img/general/600x600/9427135_0iBR8MjREFP8Bm0H6nWAtnTpR56XmMXjgR40Mnk05-c.jpg,8.8,29,https://fr.foursquare.com/v/b%C3%B3kab%C3%BA%C3%B0-m%C3%A1ls-og-menningar/4c02d5aaf56c2d7f02091c66,Bókabúð Máls og menningar,Librairie,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/P14HDDBUEQOCEPR3.png,"Martien B. • Juillet 15, 2018
Here you can have a coffee or a nice bowl of soup at very reasonable prices. Read a book, work your laptop, it's all OK here.","Martien B. • Juillet 15, 2018",https://fr.foursquare.com/martienbrander,Martien B.
"Hallgrímstorg 1, Reykjavik",https://fastly.4sqi.net/img/general/600x600/292434_BqJRnU9E2gABDLH9lcrnlCTjpeilj-HA3zoSbPLpy_4.jpg,8.8,30,https://fr.foursquare.com/v/hallgr%C3%ADmskirkja/4b0588acf964a52082d322e3,Hallgrímskirkja,Église,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/490147306_y2bQ-olD_F6OpRdE1tpw38CpL1hV_Sr6r5-Yx2UOP2zTp-vS9LHIYG3j-8XAweanRovXmA5EX.jpg,"Juliette C. • Mai 30, 2018
L’architecture extérieure est très laide et l’intérieur dénué de tout. Très peu propice à la méditation.","Juliette C. • Mai 30, 2018",https://fr.foursquare.com/juliettc8311641,Juliette C.
"Laugarvegur 20b (Klapparstígur), Reykjavik",https://fastly.4sqi.net/img/general/300x300/573551664_Bp8WxV26B3C8suuCta-Iuy5XkYqOuCNbmD_yFhdWI7A.jpg,8.8,31,https://fr.foursquare.com/v/kaldi-barcaf%C3%A9/509cf7cae4b0b72b98282d0a,Kaldi Bar/Café,Bar,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/806011_Ez0Pg4LO_SFRhX1VW3Ik9YtzI4-oKPvTQldyPdQmbECFtCvP22b0kxlaebjb8nWt96UswlkiR.jpg,"John P. • Janvier 22, 2017
Super cozy. Reasonable prices (... for Iceland!).","John P. • Janvier 22, 2017",https://fr.foursquare.com/katsumotoeg,John P.
"Laugavegur 118 (Rauðaràrstígur), Reykjavik",https://fastly.4sqi.net/img/general/300x300/30232289_dYT7m49pOb3aJhIREfW3VkLEffiyzALuS75po2yhz5Y.jpg,8.8,32,https://fr.foursquare.com/v/lucky-records/5131279ee4b0ed892d1dedb6,Lucky Records,Disquaire,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/18880891_dRAlMezv_Mgwca3DX4r7Z1avGECxnLdg80J_0nSt-F_sUSRKkl04ms6HOtbgvbdzZvIBHCfbz.jpg,"Maria • Août 13, 2015
Great place with big variety of records. You can spend here half day wandering the shop.","Maria • Août 13, 2015",https://fr.foursquare.com/maria2882764,Maria
"Frakkastígur 26a, Reykjavik",https://fastly.4sqi.net/img/general/300x300/1023980_Rg6Kb6x0cBZO7IWxik2Y4AMaOtP_65ZrBbQRkilyb6Q.jpg,8.8,33,https://fr.foursquare.com/v/rok/574b1659cd10c9410ea5578f,ROK,Scandinave,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/5728832-GT13MXL4BVSCYMMP.jpg,"Jason J. • Mars 4, 2022
Make sure to get a reservation! Any salad you order is amazing. The steak is great too","Jason J. • Mars 4, 2022",https://fr.foursquare.com/jjokerst,Jason J.
"Ingólfsstræti 1a, Reykjavik",https://fastly.4sqi.net/img/general/300x300/36941128_uGkjlpfUBLLhoGCuHGpmpradwvWAZUMrX-g3ixI_y04.jpg,8.7,34,https://fr.foursquare.com/v/%C3%ADslenski-barinn/5365578c498e00ff04a04eae,Íslenski barinn,Scandinave,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/56688779-QEHPXVM0I40ZJ4G2.jpg,"Tania Y. • Janvier 24, 2017
Place to try Icelandic food and beer, they have a little bit of everything on the menu. Good service and cozy atmosphere","Tania Y. • Janvier 24, 2017",https://fr.foursquare.com/taniay3352050,Tania Y.
"Laugavegur 28, Reykjavik",https://fastly.4sqi.net/img/general/300x300/292434_iMY0Da7wGXHFHiF4Nobnao-6m1Y6UiMkqovY5Kj66Bw.jpg,8.7,35,https://fr.foursquare.com/v/s%C3%BCmac/59611e562be425495a6f8889,Sümac,Restaurant,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/10085776-XPPD5EU4GYIG2NLS.jpg,"Arnór H. • Août 15, 2017
Flatbread with hummus and paprika spread, roasted cauliflower and lamb ribs are my fave. All the cocktails are amazing.","Arnór H. • Août 15, 2017",https://fr.foursquare.com/arnorhreidars,Arnór H.
"Sæbraut, Reykjavik",https://fastly.4sqi.net/img/general/300x300/27727700_r-DtBvVPpgkRRoKocNgOsEBDSHrW3NVrtwQ9hWLgdO0.jpg,8.7,36,https://fr.foursquare.com/v/s%C3%B3lfar--sun-voyager/4e50070f1f6eae4d2522bc0a,Voyageur du soleil,Sculpture extérieure,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/83502022-WJOOODRVAIXZAZWP.jpg,"Risiana L. • Février 7, 2015
Beautiful sculpture on the boulevard of Reykjavík. Reflects the sunlight perfectly so try to see it at sunrise, sunset or on a sunny day!","Risiana L. • Février 7, 2015",https://fr.foursquare.com/risianal9229019,Risiana L.
"Hverfisgata 50 (Vatnsstígur), Reykjavik",https://fastly.4sqi.net/img/general/300x300/8577718_k8rkQusOxV4DZ8v-aYhY6daxwTmXtViINdQ1LG7zU7M.jpg,8.7,37,https://fr.foursquare.com/v/h%C3%BArra-reykjav%C3%ADk/5408c7fb498edbb4b82b30d5,Húrra Reykjavík,Boutique de vêtements pour hommes,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/88825274-OFDQFNXIA3DBETV3.jpg,"Erick K. • Septembre 22, 2014
Great store with an even greater selection. The owners (+ staff) are really helpful, and nice to chat with as well. Best menswear store in Reykjavík.","Erick K. • Septembre 22, 2014",https://fr.foursquare.com/erickk2016910,Erick K.
"Smidjustigur 4, Reykjavik",https://fastly.4sqi.net/img/general/300x300/11084284_pwEVX8N8dMCxHKOiS9v2HsIF3b6juK0UI6MgpoWBC54.jpg,8.7,38,https://fr.foursquare.com/v/canopy-by-hilton-reykjavik-city-centre/56f16b2e498e18f9ba3c1757,Canopy by Hilton Reykjavik City Centre,Hôtel,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1650498-XP1LO2DANUDEMPVP.jpg,"Ronald D. • Août 25, 2017
Great location in the heart of Reykjavik. Lovely staff and they have comfy socks in each room to make you feel at home","Ronald D. • Août 25, 2017",https://fr.foursquare.com/ronaldd6456980,Ronald D.
"107 Laugavegur, Reykjavik",https://fastly.4sqi.net/img/general/300x300/21365009_5XIpm58IQhhQgrMLpe3krp619uMLYixL-nUWJZiAkNk.jpg,8.7,39,https://fr.foursquare.com/v/hlemmur-math%C3%B6ll/598eeeeaff190235c73e799e,Hlemmur Mathöll,Espace de restauration,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/85102760-SEUAHIEWZAXUSIWO.jpg,"David B. • Octobre 17, 2017
A fun collection of wine bars, food and restaurants. There are shared benches so everyone can get something different. Recommendation: Glass of wine at Kröst.","David B. • Octobre 17, 2017",https://fr.foursquare.com/davidb1147991,David B.
"Hverfisgötu 56, Reykjavik",https://fastly.4sqi.net/img/general/300x300/440622021_l9Wl-CoeGGn1XaC6HitS9uuEEwUS5eJdss9FXOjUdTI.jpg,8.7,40,https://fr.foursquare.com/v/austur-india-fjelagid/4b3a8fa6f964a520f36925e3,Austur India Fjelagid,Indienne,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/72035477-1NCJPAXCEDY3NPVQ.jpg,"Max M. • Décembre 27, 2014
Amazing lamb shank, best lamb I've ever eaten, maybe the best Indian food as well","Max M. • Décembre 27, 2014",https://fr.foursquare.com/maxm7976949,Max M.
"Suðurgata 41 (Hringbraut), Reykjavik",https://fastly.4sqi.net/img/general/300x300/42728796_vWWa41D91WCF-Pp1ZYiny4I8B0NBr9H8M0iScLcHwbQ.jpg,8.7,41,https://fr.foursquare.com/v/national-museum-of-iceland/4b6459d7f964a5208fac2ae3,Musée national de l'Islande,Musée d'histoire,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/32966692-PRM4FWOV2F5KHSO1.jpg,"Catherine W. • Août 17, 2018
Really nice museum with a lot to see. They even have free lockers to hold your stuff during your visit. Definitely worth it, especially if you have a the Reykjavík city card.","Catherine W. • Août 17, 2018",https://fr.foursquare.com/catheriw8701238,Catherine W.
"Hafnarstræti, Reykjavik",https://fastly.4sqi.net/img/general/300x300/5807821_SOUGxCfhi7XHiKILxP2CPQu_n9WTjhXWMbNoCPqMzvM.jpg,8.7,42,https://fr.foursquare.com/v/kaffi-%C3%B3le/610d39fda509cc5525ce9e1b,Kaffi Ó-Le,Coffee Shop,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/7093021_tbQ4PrDW_7q2cI3ubguG92NHrtOn-K7nhgFAxirWQxHGF6cNAwveBcjajxQEIatdVvcocy1mS.jpg,"Kaitlin • Septembre 10, 2022
Best coffee stop in Iceland. Coffee’s sourced from a local one-woman roaster right in town. Both the filter coffee and the espresso are great — filter comes with free refills.","Kaitlin • Septembre 10, 2022",https://fr.foursquare.com/kaitlin7725186,Kaitlin
