Titre,image,note,venueindex,champ,champ1,catégorie,prix,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
"C. Doctor Castelo, 22 (C. Narváez), Madrid",https://fastly.4sqi.net/img/general/600x600/24489634_WLrY2OZ5_Jn1JX0uygcMUOT7eqDiXSc0w2NdF45ZFtM.jpg,9.3,11,https://fr.foursquare.com/v/la-castela/4b928184f964a52008ff33e3,La Castela,Tapas,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/75559461-LSGIFIP3BXI4SY4S,"The Hat Madrid • Janvier 7, 2014
The best value for money in town. Eat in the bar and enjoy the meat, the grilled vegetables, the beer and the service.","The Hat Madrid • Janvier 7, 2014",https://fr.foursquare.com/thehatma9604708,The Hat Madrid
"C. de Ruiz de Alarcón, 23 (P. del Prado), Madrid",https://fastly.4sqi.net/img/general/600x600/69153354_MqYohzyhrcb-XYrVvWviwuK3IGkUBtwz6AZ95iM7q4U.jpg,9.3,12,https://fr.foursquare.com/v/museo-nacional-del-prado/4adcda37f964a520fd3b21e3,Museo Nacional del Prado,Musée d'art,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/26308801-JJW2EDEZWOLTW5S0.jpg,"David • Août 26, 2014
Goya, Fra Angelico, El Bosco, Brueghel, Durer, Raphael, Titien, Le Greco, Caravage, Velasquez, Rubens. Une collection unique et parfaitement mise en valeur. Charles Quint a cheval et au chien.","David • Août 26, 2014",https://fr.foursquare.com/david3855849,David
"Calle San Bernardo 96, Madrid",https://fastly.4sqi.net/img/general/600x600/84301495_c7VAqgx8JjdUAbit7kl4sOFHQpWnK8MT0hhtFYxmPKw.jpg,9.3,13,https://fr.foursquare.com/v/la-romana/571391ea498e592d883f6a51,La Romana,Glace,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/329538742_a3rNyBbr_SRTdPDSeExYpUzG_s3msl7TtWlpQyRf8Wtsc_apLaZZuwx6U46bEZhxX9DqQGMo_.jpg,"Rob • Avril 27, 2018
Incredible gelato. The stracciatella is a dream and friendly, quick service too.","Rob • Avril 27, 2018",https://fr.foursquare.com/rob8939361,Rob
"Gran Vía, 1, Madrid",https://fastly.4sqi.net/img/general/600x600/5794498_I4v84RfX23UcFaFfZc_r2fzZjruf75rhiOVnZVskcz4.jpg,9.3,14,https://fr.foursquare.com/v/la-primera/5815186538faca7f0db08a89,La Primera,Restaurant,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/337435449-4YQBHLTQFFBZUSMA.jpg,"Carlotta C. • Avril 29, 2019
Fantastic service and super helpful with allergies.. the artichokes are an absolute MUST!","Carlotta C. • Avril 29, 2019",https://fr.foursquare.com/carlottc9249525,Carlotta C.
"Calle Hermosilla (Claudio Coello), Madrid",https://fastly.4sqi.net/img/general/600x600/13637166_9DeoaA14UTBQ8uHXe6bGBX03sQBrxH1mVUqiDrtc7GU.jpg,9.3,15,https://fr.foursquare.com/v/-other-stories/547fa5fd498e402beb0c13b5,& Other Stories,Magasin d'accessoires de mode,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/3UGBKKTQNO4VMB21.jpg,"Alipe • Novembre 7, 2015
Tienda súper interesante de la cadena sueca HM. Ropa, complementos, beauty y unas velas buenísimas. Sus dependientes son amor.","Alipe • Novembre 7, 2015",https://fr.foursquare.com/21ruecambon,Alipe
"P. de la Chopera, 14 (Pl. de Legazpi, 8), Madrid",https://fastly.4sqi.net/img/general/600x600/11595795_h7Gp6flauNnME46bmDNm9vpVus7nEl0l0BTuXLxtV7w.jpg,9.3,16,https://fr.foursquare.com/v/matadero-madrid/4b6c7268f964a520d83a2ce3,Matadero Madrid,Galerie d'art,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/P5S2D0MHFMFCVLXU.jpg,"Antonio C. • Août 30, 2014
De concert!!","Antonio C. • Août 30, 2014",https://fr.foursquare.com/antonioc4365960,Antonio C.
"C. Orense, 48, Madrid",https://fastly.4sqi.net/img/general/600x600/84592181_JjN1foIrcfdRI51mTACkFRL3tXYrAqYv8bBN_i8_wXk.jpg,9.3,17,https://fr.foursquare.com/v/carrefour-market/594ebb2423472411d6a0fffc,Carrefour Market,Supermarché,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/61952882_mPirt3Vp_p2F2uRfex6T3AGcbuwy_bELX_g1UtE_L_fp45a5tDzY-Bqbm4SkFf_7Keg6RxKDm.jpg,"Meshari • Novembre 19, 2018
One of the lovely 24/7 Carrefour Market in Madrid. Clean ✅ available parking ✅ organized ✅","Meshari • Novembre 19, 2018",https://fr.foursquare.com/m_ajaji,Meshari
"Paseo Infanta Isabel 21, Madrid",https://fastly.4sqi.net/img/general/600x600/507512_pUHCo4B2hD80UDx7q2sEHpEmQR5a58biVL3QKXfdvsA.jpg,9.3,18,https://fr.foursquare.com/v/running-company-madrid/4eabd8d1dab40d1326d45aa4,Running Company Madrid,Commerce de détail d'articles de sport,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/HIQPDRLWRCMGIMSC.jpg,"Jose F. • Mars 7, 2013
El lugar perfecto para iniciarse en el running o para ponerse en forma. Entrenamientos amenos y eficaces. El mejor sitio si te gusta correr.","Jose F. • Mars 7, 2013",https://fr.foursquare.com/josef6349576,Jose F.
"Paseo de la Castellana 89, Madrid",https://fastly.4sqi.net/img/general/600x600/19957355_7hwLtrRaNkoeVeEtCR8oqgnDfBQIu4BACdI1qotNYkk.jpg,9.3,19,https://fr.foursquare.com/v/honest-greens/58eb605fe9dad13680bf0fe0,Honest Greens,Salade,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/4NTGWKPAYIFZA3OM.jpg,"Sara R. • Mars 12, 2019
One of the best healthy places I’ve eaten!Fresh ingredients, everything’s prepared in front of you. The best price/quality ratio!For 6,50€ you can get an abundant portion of beef with veggies!","Sara R. • Mars 12, 2019",https://fr.foursquare.com/sarar1944262,Sara R.
"C. de Moratín, 5, Madrid",https://fastly.4sqi.net/img/general/600x600/1373325_8FlXdhfSTTpXdjFTZSwh_zt8TGNYn9qpmyI_B_xyiYE.jpg,9.3,20,https://fr.foursquare.com/v/fogg-birra-and-cheese/55f71852498e58358ab9f8f1,Fogg Birra and Cheese,Pub,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/F5BTG55WW2IYFWV2.jpg,"Bárbara M. • Avril 5, 2016
Han abierto hace poquito y a mi ya me tienen cautivada. Cervezas artesanas acompañadas de tapas y tablas de queso de infarto. Personal de lo más encantador. Para repetir una y otra vez.","Bárbara M. • Avril 5, 2016",https://fr.foursquare.com/conbemayuscula,Bárbara M.
"C. Bailén, s/n (Pl. de Oriente), Madrid",https://fastly.4sqi.net/img/general/600x600/11524382_5rCwAfYzo7xvCLP0S67J4yEtDyvEn18FdtuscqKix4c.jpg,9.2,21,https://fr.foursquare.com/v/palacio-real-de-madrid/4adcda37f964a5200e3c21e3,Palais royal de Madrid,Palais,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/AYWYD4VHC1XBLJOX.jpg,"Eddy M. • Mai 5, 2015
Palais très intéressant à visiter. À savoir qu'il est gratuit le mercredi et le jeudi à partir de 17 heures. Gratuit toute l'année pour les enseignants, même français. L'audioguide coûte 4 euros.","Eddy M. • Mai 5, 2015",https://fr.foursquare.com/eddym59,Eddy M.
"C. Augusto Figueroa, 30, Madrid City Center",https://fastly.4sqi.net/img/general/600x600/8002309_cY0XKHLDbbOG42fXgfI3rJXlONi70dvoJcFwKGKyLVE.jpg,9.2,22,https://fr.foursquare.com/v/bee-beer/57360ba5498e1cea71c891af,Bee Beer,Magasin de vente de bière,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/29627360-SHPQX4KTX1ZDHDTO.jpg,"Diana B. • Juin 28, 2016
Voilà un super endroit où profiter de bonnes bières et de fromages artisanaux dans une ambiance conviviale et calme !! Allez-yyyyy!! Recommandation perso : Naparbier insider mmmm délicieuse!!","Diana B. • Juin 28, 2016",https://fr.foursquare.com/d_baltrusaitis,Diana B.
"C. Ventura de la Vega, 10 (C. Carrera de San Jerónimo), Madrid",https://fastly.4sqi.net/img/general/600x600/530775535_3k_yIEZZKVYqjvN6uFrSExDAk9-M8AfRlIxELLAFYOE.jpg,9.2,23,https://fr.foursquare.com/v/la-caba%C3%B1a-argentina/4b7eaa51f964a52008f82fe3,La Cabaña Argentina,Argentine,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/383704-Q2NDURIOVBNPE4ER.jpg,"Felix R. • Juillet 26, 2016
De bonnes pièces de bœuf argentins, un écran géant les soirs de match de foot, décoration moderne. On y est bien et on mange bien !","Felix R. • Juillet 26, 2016",https://fr.foursquare.com/felixr1265552,Felix R.
"C. Félix Boix, 5, Madrid",https://fastly.4sqi.net/img/general/600x600/24177383_KvpHkncSuPlA9sSphZm5v3kojMlN2OvZ3Bq2m_ZGJIQ.jpg,9.2,24,https://fr.foursquare.com/v/de-mar%C3%ADa/4bbf22e2b083a5930ee3a2e9,De María,Argentine,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/CG0JKCAAR4XZVDPX.gif,"CNN • Août 6, 2014
Several satellite versions of De María have sprung in up in Madrid and the city’s surrounds. The best is still the original, which you’ll find in the business district.","CNN • Août 6, 2014",https://fr.foursquare.com/cnn8181763,CNN
"Av. de Concha Espina, 1, Madrid",https://fastly.4sqi.net/img/general/600x600/15188620_QuUmQTJ-s5e6yzpE1X8an5PIk1gjkEdYfYytVEYblVA.jpg,9.2,25,https://fr.foursquare.com/v/museo-real-madrid/4e008a947d8beaa1649ca9b7,Museo Real Madrid,Musée,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/4678324_AfCGhBKy_zzpe1-ARos7n3Xc5j-DBvJev0dIiokCcCYsdia5s2btcm-pyaWiZTH59Djy0KTP-.jpg,"Eren U. • Septembre 7, 2015
Should be the best organized and full cups of trophies. Tour of the stadium and museum is really impressive !! 👍🏾🇪🇸","Eren U. • Septembre 7, 2015",https://fr.foursquare.com/erenutkan,Eren U.
"C. Pez, 27, Madrid",https://fastly.4sqi.net/img/general/600x600/42506033_12MU3E1J6gmwdBTX7ZopDmpY-iDAdv-itKjWFi3D9sU.jpg,9.2,26,https://fr.foursquare.com/v/1862/4fb1700ae4b0f72b43f0fa6b,1862,Cocktail,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/blank_boy.png,"Julien B. • Septembre 19, 2016
Serveurs très sympa et très bons cocktails. J'ai découvert le 'old fashioned'.","Julien B. • Septembre 19, 2016",https://fr.foursquare.com/julienb8459556,Julien B.
"C. Bailén, 2, Madrid",https://fastly.4sqi.net/img/general/600x600/24939551_BltclXKEX-lPR0F1WNxU-PaiH5qZNOHJBFuO9EwGFPA.jpg,9.2,27,https://fr.foursquare.com/v/jardines-de-sabatini/4c1e4ede8b3aa5932bd99b5f,Jardines de Sabatini,Jardin,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/43571501-J0F10BMRJ2PHVNFB.jpg,"Pierre B. • Novembre 30, 2015
Un jardin de facture néoclassique en parfait accord avec le palais de Oriente, ayant rendu sa dignité à un espace autrefois occupé par les b","Pierre B. • Novembre 30, 2015",https://fr.foursquare.com/pierre_besses,Pierre B.
"C. de Ruiz de Alarcón, 23, Madrid",https://fastly.4sqi.net/img/general/600x600/570677768_Htt3qGlt-ZWx6om3Eh0IPjSg7_wiA7VLh18TD68gHl4.jpg,9.2,28,https://fr.foursquare.com/v/museo-del-prado-18192019-un-lugar-de-memoria/5c83aa355ba0460037d55b2d,Museo del Prado 1819-2019: Un Lugar de Memoria,Exposition,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/11980163-H2D4TRWS0HVK3IY4.jpg,"Rafael M. • Août 15, 2020
An amazing tour with highlights of the greatest Spanish painters. A must visit in Madrid.","Rafael M. • Août 15, 2020",https://fr.foursquare.com/rafemago,Rafael M.
"C. del Conde de Xiquena, 4, Madrid",https://fastly.4sqi.net/img/general/600x600/63341835_FmRCAHe3vR6VhEABoDnsanrdghSSzcTN-O_lKzFJz_A.jpg,9.2,29,https://fr.foursquare.com/v/charrua/5ac924f0a22db76045072b51,Charrua,Barbecue,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/129143991_xeB-CYrw__3LIUakJqAL1dlbAD41L_Hf3OaO3RCOMpFD9AfLUcIVPJXOC0Nd_p2NCO-kpggUT.jpg,"Charles G. • Décembre 26, 2020
Viandes, boudin, vins","Charles G. • Décembre 26, 2020",https://fr.foursquare.com/charlesg2984309,Charles G.
"Mejia Lequerica 8, Madrid",https://fastly.4sqi.net/img/general/600x600/375587006_FCZFPwmNSSVSxFHXCNvnHGZx7pLeLjBEHRSgXw-dSoU.jpg,9.2,30,https://fr.foursquare.com/v/urso-hotel--spa/53fccd8d498ea83bbd97b10a,Urso hotel & spa,Hôtel,,Enregistrer ,https://fastly.4sqi.net/img/user/128x128/78142515-W0FIEPDZGC3J00GN.jpg,"Kalyna K. • Octobre 26, 2015
The photos online don't do this place justice, it's gorgeous. The rooms are huge, beds comfy, service impeccable. So happy to be staying here!!","Kalyna K. • Octobre 26, 2015",https://fr.foursquare.com/kalynak,Kalyna K.
"Zurita, 20, Madrid",https://fastly.4sqi.net/img/general/300x300/6984674_vwHdV1IIYvxIAihoTqPYK33x1YKE3oAoemRU8lPlqpY.jpg,9.2,31,https://fr.foursquare.com/v/teatro-del-barrio/529b8cb111d25b45e50d3a9e,Teatro Del Barrio,Théâtre,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/S1HMARP1AHM0JZ1D.jpg,"Lara L. • Septembre 14, 2014
Espacio alternativo, de teatro, conciertos, charlas... También hay bar.","Lara L. • Septembre 14, 2014",https://fr.foursquare.com/laralozanofdez,Lara L.
"P. del Prado, 8, Madrid",https://fastly.4sqi.net/img/general/300x300/2718813_baEs562PcVtfkMo_UzLL4p30LefieDAAsa1t5kgSfbI.jpg,9.2,32,https://fr.foursquare.com/v/museo-thyssenbornemisza/4adcda37f964a5200d3c21e3,Museo Thyssen-Bornemisza,Musée d'art,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/T2GYTPM5HUHCX2V1.jpg,"Jonathan J. • Avril 3, 2016
Une collection d'art impressionnante.","Jonathan J. • Avril 3, 2016",https://fr.foursquare.com/captainjojo42,Jonathan J.
"Paseo de la Infanta Isabel, 13 (Alfonso XII), Madrid",https://fastly.4sqi.net/img/general/300x300/40752345_c_vqG2xJ7BZVxrfHDCjE7IjPfMkslmAV2kOXVhbmfHQ.jpg,9.2,33,https://fr.foursquare.com/v/only-you-hotel-atocha/58037103d67c4ebf6997c631,Only You Hotel Atocha,Hôtel,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/8767470_t3TsLq-M_AjbIavWPQk8Uknk6-_Bo9yRpHXxOdLr7SrlnShD61mtvAm8cL0SjYb10eWYDMcSi.jpg,"José Antonio M. • Janvier 26, 2019
Amazing hotel very well located in Madrid, at front of Atocha train station! The rooms are very comfortable and the staff are very very friendly!! I loved! Recommend!!","José Antonio M. • Janvier 26, 2019",https://fr.foursquare.com/josea_marin,José Antonio M.
"P. Recoletos, 23, Madrid",https://fastly.4sqi.net/img/general/300x300/10115254_yN2KTgGE2LkLRgbypYwoFCaEeBEbzdnR7qqVYS9G3_I.jpg,9.2,34,https://fr.foursquare.com/v/fundaci%C3%B3n-mapfre-recoletos/527bc65a498e3a66a59b685d,Fundación Mapfre Recoletos,Galerie d'art,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/72502809-M5QFWWPVSU5N4LFF.jpg,"Pablo G. • Mars 25, 2016
Un must en la ronda de museos de Madrid. Sus exposiciones son muy bien elegidas","Pablo G. • Mars 25, 2016",https://fr.foursquare.com/pablog7207149,Pablo G.
"Serrano 41, Madrid",https://fastly.4sqi.net/img/general/300x300/20325758_xOL10Zb7RJIvgqA0gucvEo0Mmiv-bahVHh8GwQY_UIw.jpg,9.2,35,https://fr.foursquare.com/v/honest-greens/5f5b64a55e1e772ae2c93b2c,Honest Greens,Restaurant végétaliens et végétariens,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/WK12EJ3IM5EJYNTH.jpg,"Xabier C. • Novembre 27, 2021
I tried the 'Latin lover' and was a great meal, which exceeded my expectations of a franchise restaurant by miles.","Xabier C. • Novembre 27, 2021",https://fr.foursquare.com/xabitubbi,Xabier C.
"Calle de Juanelo, 24, Madrid",https://fastly.4sqi.net/img/general/300x300/148999127_Ai34tMM4lcp_8wTTiDXwz8QNxzztLX0DCAeTkyxsbwY.jpg,9.2,36,https://fr.foursquare.com/v/ok-hostel/554c9690498ef7cacc2d2ee5,ok hostel,Auberge,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/95477161-55FIIMUC5T30ITDJ.jpg,"Marcos M. • Novembre 24, 2017
Good place to stay in Madrid, located downtown. The room and the bed are big and comfortable. Good bathroom. The staff were nice and kind.","Marcos M. • Novembre 24, 2017",https://fr.foursquare.com/marcosm7128092,Marcos M.
"C. Pez, 36, Madrid",https://fastly.4sqi.net/img/general/300x300/27180979_6iHjRjHLCUAjOv92wYYD_x640ACixwKdWsickHOHAoA.jpg,9.2,37,https://fr.foursquare.com/v/pez-tortilla/552cc0cd498e4bba96669cb2,Pez Tortilla,Tapas,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/483308504_SDZhWQ40_hEvm6Rlv_1td-JY8AeGahP2LVBl2_73NbKD38t2pdCvAD8J3SbiAp353CeR3-zoY.png,"Annie-Rose S. • Décembre 29, 2018
Our favorite was the artichoke! The parmesan tortilla was very good but very rich.","Annie-Rose S. • Décembre 29, 2018",https://fr.foursquare.com/annieros9895187,Annie-Rose S.
"Pl. de Oriente, Madrid",https://fastly.4sqi.net/img/general/300x300/43295590_wPPGpwFAv3wXV_pESQkbd-8WFXQTYiBJrITfr8YKlEY.jpg,9.2,38,https://fr.foursquare.com/v/plaza-de-oriente/4adcda37f964a520203c21e3,Plaza de Oriente,Place,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/43571501-J0F10BMRJ2PHVNFB.jpg,"Pierre B. • Novembre 30, 2015
Sa création remonte à Joseph Bonaparte, Joseph I d'Espagne. Au centre, une fontaine représentant le roi Philippe IV à cheval.","Pierre B. • Novembre 30, 2015",https://fr.foursquare.com/pierre_besses,Pierre B.
"Calle Serrano, 66, Madrid",https://fastly.4sqi.net/img/general/300x300/388359010_8qK-GnMO6YfHBIBiW-DpGOKAmGqrql-vuJunK_L5VzQ.jpg,9.1,39,https://fr.foursquare.com/v/louis-vuitton/547caacc498e1446787a0717,Louis Vuitton,Boutique,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/45706652-YBCZ3NIKYBAKU4YA.jpg,"Marcelle F. • Avril 27, 2017
Maravilhosa a LV de Madrid. Amei tudo lá 😂😂😂😂😂","Marcelle F. • Avril 27, 2017",https://fr.foursquare.com/marcellf1100315,Marcelle F.
"Calle de Jovellanos, 4, Madrid",,9.1,40,https://fr.foursquare.com/v/teatro-de-la-zarzuela/4adcda3cf964a5208d3d21e3,Teatro de La Zarzuela,Théâtre,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/JC2ZLZ0ZDYKXRRMX.jpg,"Jacques S. • Juillet 12, 2015
Dimension idéale de la salle pour une proximité avec les artistes.","Jacques S. • Juillet 12, 2015",https://fr.foursquare.com/jacquesnancy,Jacques S.
"C. Ayala, 28, Madrid",https://fastly.4sqi.net/img/general/300x300/1394496008_XiMS90SiisgeMT56gOtBuYtgPu6Z3IaO_PSKPMBSBX8.jpg,9.1,41,https://fr.foursquare.com/v/casa-dani/4be54a30cf200f475907133c,Casa Dani,Tapas,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/16550641_3O0ioDLR_HK8-qSA5mk_cl3X23573lucBzDvSeIl2pcD32Qdqm2Sk6bSo4jewlV4wCnxAfqF4.jpg,"Oscar D. • Août 10, 2019
If you are visiting you must try the traditional Spanish potato omelette with onion here, ask for a “pincho de tortilla” it’s one off the best in Madrid","Oscar D. • Août 10, 2019",https://fr.foursquare.com/oscarmdiez,Oscar D.
"C. Libertad, 12, Madrid",https://fastly.4sqi.net/img/general/300x300/35881356_duCTNXdMRErVoZyg-am5818Ccgb9193NJMXxGrRLVkM.jpg,9.1,42,https://fr.foursquare.com/v/vinoteca-vides/51ca2035498e6098207e6624,Vinoteca Vides,Bar à vins,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/KIIKNF3VQM0QVNHT.jpg,"Stefano B. • Juin 6, 2017
Extensa carta de vinos e inmejorable trato! El dueño sabe mucho y de muchos vinos! Muy recomendado!","Stefano B. • Juin 6, 2017",https://fr.foursquare.com/stefanob9362820,Stefano B.
"Costanilla de los Desamparados, 13, Madrid",https://fastly.4sqi.net/img/general/300x300/497774329_CZ0kR_VNWkB6Tce1DEmYnrmbUUNeoepyc8B1zJ9pABg.jpg,9.1,43,https://fr.foursquare.com/v/plenti/590a03309de23b6c4297c320,Plenti,Café,€€€€,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/120402239-BNVWUOIRXMGCNES0.jpg,"Astrid H. • Mars 31, 2018
Amazing breakfast! The eggs are perfect, the oats with chocolate are superb, the vibe is relaxed. Acoustics not great though.","Astrid H. • Mars 31, 2018",https://fr.foursquare.com/astridh2027967,Astrid H.
