Titre,Avis,Type,Price
65. The Monsoon,2 426 avis,"Indienne, Asiatique",€€-€€€
66. The Cocktail Trading Company,186 avis,€€-€€€,Menu
67. Bella Roma - Italian Restaurant,415 avis,"Italienne, Pizza",€€-€€€
68. Steak And Lobster Warren Street,2 135 avis,"Steakhouse, Fruits de mer et poisson",€€-€€€
69. Zeret Kitchen,675 avis,"Africaine, Éthiopienne",€€-€€€
70. Everest Inn - Blackheath Village,655 avis,"Indienne, Asiatique",€€-€€€
71. The Prince of Wales,1 213 avis,"Irlandaise, Restauration rapide",€€-€€€
72. Launceston Place,1 407 avis,"Européenne, Britannique",€€€€
73. The Jasmine by Spice Nouv-Oh!,290 avis,"Indienne, Fusion",€€-€€€
74. My Place Soho,625 avis,"Café, Européenne",€€-€€€
75. German Doner Kebab,279 avis,"Allemande, Européenne",€
76. Gallio,271 avis,"Libanaise, Pizza",€€-€€€
77. The Drift,1 172 avis,"Bar, Internationale",€€-€€€
78. La Plata Steakhouse,278 avis,"Steakhouse, Latino",€€-€€€
79. L'Angolo Bianco,223 avis,"Italienne, Café",€€-€€€
80. The Rajdoot,2 297 avis,"Indienne, Asiatique",€€-€€€
81. Magic Falafel,279 avis,"Restauration rapide, Méditerranéenne",€
82. Bloomsbury Street Kitchen,654 avis,"Japonaise, Méditerranéenne",€€-€€€
83. Taste of Kerala,303 avis,"Indienne, Asiatique",€
84. Lord Clyde Southwark,220 avis,"Bar, Britannique",€
85. Daphne Restaurant,327 avis,"Méditerranéenne, Grecque",€€-€€€
86. Oi Vita Pizzeria,293 avis,"Italienne, Pizza",€€-€€€
87. Sumosan Twiga,1 159 avis,"Italienne, Japonaise",€€€€
88. Cafe de Provence,455 avis,"Café, Européenne",€
89. Rendez Vous Caffe,325 avis,"Café, Internationale",€€-€€€
90. Smith & Whistle,362 avis,"Bar, Britannique",€€-€€€
91. Coda Restaurant by Eric Chavot,749 avis,€€€€,Menu
92. Sanjugo Shoreditch,187 avis,"Japonaise, Fruits de mer et poisson",€
93. Wild Thyme,235 avis,"Café, Européenne",€€-€€€
94. Alcedo Bistro & Bar,155 avis,"Européenne, Britannique",€€-€€€
"95. Indian Express, West Kensington",1 196 avis,"Indienne, Asiatique",€€-€€€
96. Cafe Amisha,456 avis,"Italienne, Pizza",€€-€€€
97. Namaste@OMNOM,175 avis,Cuisine de rue (street food),€€-€€€
98. Bar 61 Restaurant,2 541 avis,"Méditerranéenne, Européenne",€€-€€€
99. Moira Restaurant,162 avis,"Méditerranéenne, Turque",€€-€€€
100. Govinda's Vegan & Vegetarian Restaurant,1 673 avis,Indienne,€
101. London Shell Co. Aboard The Prince Regent,286 avis,"Fruits de mer et poisson, Britannique",€€-€€€
102. Pivaz Hackney,593 avis,"Méditerranéenne, Européenne",€€-€€€
103. Pizza Union Holborn,198 avis,"Italienne, Pizza",€
104. Bustronome Londres,231 avis,"Française, Européenne",€€€€
105. Fishcotheque,2 464 avis,"Fruits de mer et poisson, Restauration rapide",€
106. Paladar,1 063 avis,"Latino, Moderne",€€-€€€
107. Chez Abir Restaurant,240 avis,"Libanaise, Méditerranéenne",€€-€€€
108. Tower Mangal,200 avis,"Méditerranéenne, Turque",€€-€€€
109. East Street - Fitzrovia,1 211 avis,"Asiatique, Nonya",€€-€€€
110. The Seafood Bar,1 027 avis,"Fruits de mer et poisson, Internationale",€€-€€€
111. Flour To The People Pizza!,323 avis,Pizza,€€-€€€
112. The India 2 - Best of the City,347 avis,"Indienne, Asiatique",€€-€€€
113. Monkey Temple,329 avis,"Indienne, Asiatique",€€-€€€
114. The Library at County Hall,1 173 avis,"Britannique, Moderne",€€-€€€
115. Charlie's Cafe & Bakery,213 avis,"Café, Méditerranéenne",€
116. MAP Maison,228 avis,Internationale,€€-€€€
117. Taste Of Peshawar,235 avis,"Grillades, Pakistanaise",€€-€€€
118. Knife Restaurant,268 avis,"Steakhouse, Européenne",€€-€€€
119. Oliveira Kitchen Shoreditch,246 avis,"Européenne, Saine",€€-€€€
120. The Chelsea Corner,290 avis,"Italienne, Pizza",€€-€€€
121. Il Portico,765 avis,"Italienne, Méditerranéenne",€€-€€€
122. Gillray's Steakhouse & Bar,2 223 avis,"Steakhouse, Européenne",€€€€
123. Cafe Van Gogh,225 avis,"Café, Européenne",€€-€€€
124. Liman Restaurant,1 467 avis,"Méditerranéenne, Européenne",€€-€€€
125. My Tortellini,1 003 avis,"Italienne, Émilienne",€
126. Chez Antoinette Victoria,313 avis,"Française, Européenne",€€-€€€
127. Ci Tua!,163 avis,"Italienne, Méditerranéenne",€€-€€€
128. Rara,453 avis,"Indienne, Asiatique",€€-€€€
129. The Clachan,871 avis,"Bar, Britannique",€€-€€€
130. Mallow - Borough Market,276 avis,"Internationale, Britannique",€€-€€€
131. Wassouf Lounge,241 avis,"Thé et café, Libanaise",€
132. Makars Gourmet Mash Bar (London),157 avis,"Britannique, Écossaise",€€-€€€
133. SOUND Cafe,1 522 avis,Américaine,€€-€€€
134. Brewhouse & Kitchen - Highbury,617 avis,"Bar à bières, Bar",€€-€€€
135. The India - Best of the City,483 avis,"Indienne, Asiatique",€€-€€€
136. Mio Restaurant,338 avis,"Italienne, Pizza",€
137. Verdi - Italian Kitchen,1 725 avis,"Italienne, Pizza",€€-€€€
138. Rock Star Sushi Bar,609 avis,Sushi,€€-€€€
139. Las Iguanas,1 220 avis,"Mexicaine, Brésilienne",€€-€€€
140. taNgia,672 avis,Méditerranéenne,€€-€€€
141. Haweli of Ealing,676 avis,"Indienne, Asiatique",€€-€€€
142. The Hayden,272 avis,"Bar, Européenne",€€-€€€
143. Jaipur of Chigwell,766 avis,"Indienne, Asiatique",€€-€€€
144. The Prince of Greenwich Pub,593 avis,"Italienne, Bar",€€-€€€
145. The Bermondsey Bierkeller,208 avis,"Américaine, Allemande",€€-€€€
146. E Pellicci,1 043 avis,"Italienne, Café",€
147. Hungry Turtle,128 avis,"Italienne, Pizza",€
148. Fine Foods,242 avis,"Italienne, Méditerranéenne",€€-€€€
149. The Ledbury,3 030 avis,"Européenne, Britannique",€€€€
150. Vasinikó London,206 avis,"Italienne, Pizza",€€-€€€
151. Chojo,359 avis,"Chinoise, Saine",€€-€€€
"152. The Vincent Rooms Brasserie, Bar & Escoffier Restaurant",370 avis,"Internationale, Européenne",€€-€€€
153. Ormer Mayfair,778 avis,"Internationale, Britannique",Menu
154. 144 ON THE HILL RESTAURANT & BAR,383 avis,"Européenne, Britannique",€€-€€€
155. Da Mario Covent Garden,1 730 avis,"Italienne, Méditerranéenne",€€-€€€
156. Anokhi Indian Fine Dining Restaurant,313 avis,"Indienne, Asiatique",€€-€€€
157. Cirrik 19 Numara Bos,286 avis,"Méditerranéenne, Barbecue/Grillades",€€-€€€
158. KöD London,189 avis,"Steakhouse, Européenne",€€-€€€
159. Yucca,368 avis,"Mexicaine, Latino",€€-€€€
160. Tanakatsu,158 avis,"Japonaise, Sushi",€€-€€€
161. The Banc,2 100 avis,"Steakhouse, Méditerranéenne",€€-€€€
162. Amber Restaurant,309 avis,"Méditerranéenne, Saine",€€-€€€
163. Core by Clare Smyth,1 008 avis,"Française, Européenne",€€€€
164. Home SW15,271 avis,"Européenne, Britannique",€€-€€€
165. The Voujon Restaurant,536 avis,"Indienne, Asiatique",€€-€€€
166. Chimichurris,162 avis,"Steakhouse, Barbecue/Grillades",€€-€€€
167. Publiq.,109 avis,"Internationale, Britannique",€€-€€€
168. Sushi Tetsu,228 avis,"Japonaise, Fruits de mer et poisson",€€€€
169. Flat Iron Kings Cross,213 avis,"Steakhouse, Britannique",€€-€€€
170. Humble Grape Battersea,1 278 avis,"Européenne, Britannique",€€-€€€
171. The Five Fields,1 347 avis,"Européenne, Britannique",€€€€
172. Terra Rossa - Angel,321 avis,"Italienne, Pizza",€€-€€€
173. Medlar,1 074 avis,"Française, Européenne",€€€€
174. Heliot Steak House,2 088 avis,"Américaine, Steakhouse",€€-€€€
175. Anjanaas,548 avis,"Indienne, Asiatique",€€-€€€
176. Pentolina,290 avis,"Italienne, Méditerranéenne",€€-€€€
177. Grand Cholan,79 avis,"Indienne, Asiatique",€€-€€€
178. Artist Residence,1 106 avis,"Européenne, Britannique",€€-€€€
179. Awesome Thai #Barnes,711 avis,"Asiatique, Thaï",€€-€€€
180. Wolkite restaurant,521 avis,"Africaine, Bar",€
181. Morso Abbey Road,486 avis,"Italienne, Bar",€€-€€€
182. Barrio Brixton,210 avis,"Mexicaine, Latino",€€-€€€
183. Filika Restaurant,374 avis,"Fruits de mer et poisson, Internationale",€€-€€€
184. Anglo,256 avis,"Européenne, Britannique",€€-€€€
185. Scully St James's,333 avis,Internationale,€€-€€€
186. Memories of India Kensington,1 392 avis,"Indienne, Asiatique",€€-€€€
187. Tonis Amalfi,230 avis,"Italienne, Pizza",€€-€€€
188. Bill's Westfield,1 004 avis,Britannique,€€-€€€
189. Young's Peking Restaurant,628 avis,"Chinoise, Asiatique",€€-€€€
190. Osteria Romana,1 132 avis,"Italienne, Romana",€€-€€€
191. Kazan Restaurant,1 751 avis,"Méditerranéenne, Européenne",€€-€€€
192. Llerena. Ibérico Tapas Bar,162 avis,"Méditerranéenne, Européenne",€€-€€€
193. Yuu Kitchen,1 304 avis,"Japonaise, Asiatique",€€-€€€
194. Turtle Bay Walthamstow,1 364 avis,"Caraïbes, Bar",€€-€€€
195. Le Petit Citron,188 avis,"Française, Steakhouse",€€-€€€
196. Bella Italia,2 196 avis,Italienne,€€-€€€
197. Trattoria Raffaele,430 avis,"Italienne, Pizza",€€-€€€
198. Elvet Steakhouse,674 avis,"Steakhouse, Grillades",€€€€
199. Caminata,487 avis,"Italienne, Pizza",€€-€€€
200. Mangia Bene,435 avis,"Pizza, Méditerranéenne",€€-€€€
201. Blacklock City,644 avis,"Steakhouse, Britannique",€€-€€€
202. Monmouth Kitchen,1 697 avis,"Italienne, Péruvienne",€€-€€€
203. Angus Steakhouse Leicester Square,1 998 avis,"Steakhouse, Britannique",€€-€€€
204. Yum Sa,760 avis,"Asiatique, Thaï",€€-€€€
205. Bricklane Brasserie - Best in Brick Lane,1 196 avis,"Indienne, Asiatique",€€-€€€
206. Darwin Brasserie,6 649 avis,"Européenne, Britannique",€€-€€€
207. The Falcon Harvester,716 avis,"Bar, Britannique",€€-€€€
208. La Fortuna Italian Restaurant,159 avis,"Italienne, Méditerranéenne",€€-€€€
209. The Peasant,392 avis,"Bar, Britannique",€€-€€€
210. Figo Leyton,227 avis,"Italienne, Pizza",€€-€€€
211. Bife,137 avis,"Steakhouse, Barbecue/Grillades",€€-€€€
212. Myrtle Restaurant,182 avis,"Irlandaise, Européenne",€€€€
213. Cappadocia Cafe & Bistro,537 avis,"Café, Européenne",€
214. Pure Indian Cooking,276 avis,"Indienne, Asiatique",€€-€€€
215. Q Verde,723 avis,"Italienne, Méditerranéenne",€€-€€€
216. Plume Wine Bar,178 avis,"Européenne, Moderne",€€-€€€
217. Tattu London,1 322 avis,"Chinoise, Japonaise",€€€€
218. Hazara,437 avis,"Indienne, Asiatique",€€-€€€
219. Chez Elles,598 avis,"Française, Européenne",€€-€€€
220. B Bagel Bakery Bar,295 avis,Café,€
221. The Swan,772 avis,"Bar à bières, Bar",€€-€€€
222. Tea Darling Refreshingly Vintage,93 avis,"Café, Britannique",€€-€€€
223. Humble Grape Islington,414 avis,"Européenne, Moderne",€€-€€€
224. The English Rose Cafe,1 051 avis,"Café, Britannique",€
225. Salut!,339 avis,"Européenne, Moderne",€€-€€€
226. Buenos Aires Argentine Steakhouse,1 014 avis,"Steakhouse, Grillades",€€-€€€
227. Grato,484 avis,"Italienne, Méditerranéenne",€€-€€€
228. Frog By Adam Handling,713 avis,"Européenne, Britannique",€€€€
229. Rossella,497 avis,"Italienne, Pizza",€€-€€€
230. Azou,351 avis,"Africaine, Marocaine",€€-€€€
231. The Great Chase London,333 avis,"Européenne, Britannique",€€-€€€
232. Las Iguanas  The O2,1 151 avis,"Mexicaine, Brésilienne",€€-€€€
233. Cafe Maya,229 avis,"Café, Britannique",€
"234. The Victoria, Paddington",1 202 avis,"Bar, Britannique",€€-€€€
235. The Wine Place Covent Garden,323 avis,"Italienne, Méditerranéenne",€€-€€€
236. Galata Pera,448 avis,"Méditerranéenne, Européenne",€€-€€€
"237. Sebastian's Italian, Richmond",342 avis,"Italienne, Pizza",€€-€€€
238. Volare,129 avis,"Italienne, Pizza",€
239. AW Restaurant,939 avis,"Européenne, Britannique",€€€€
240. Khan's of Kensington,1 988 avis,"Indienne, Asiatique",€€-€€€
241. Steak and Company - Piccadilly Circus,1 647 avis,"Steakhouse, Britannique",€€-€€€
242. Miller & Carter,730 avis,Steakhouse,€€-€€€
243. Dulce Cafe,387 avis,"Café, Internationale",€
244. L'oro di Napoli,776 avis,"Italienne, Pizza",€
245. Blacklock Soho,1 924 avis,"Steakhouse, Barbecue/Grillades",€€-€€€
246. Wiltons,989 avis,"Fruits de mer et poisson, Européenne",€€€€
247. Seven Park Place By William Drabble,883 avis,"Française, Fruits de mer et poisson",€€€€
248. Dulwich Tandoori,272 avis,"Indienne, Asiatique",€€-€€€
249. Japes,503 avis,"Pizza, Internationale",€€-€€€
250. Sam's Riverside,298 avis,"Européenne, Britannique",€€-€€€
251. KataKata,212 avis,"Africaine, Café",€
252. Bella Donna,227 avis,"Italienne, Pizza",€€-€€€
253. TOKii,264 avis,"Japonaise, Sushi",€€€€
254. Lanes of London,599 avis,"Internationale, Britannique",€€-€€€
255. Augustine Kitchen,325 avis,"Française, Européenne",€€-€€€
256. The Coral Room,375 avis,"Bar, Britannique",€€-€€€
257. Salento,266 avis,"Italienne, Bar",€€-€€€
258. Ishtar,925 avis,"Méditerranéenne, Européenne",€€-€€€
259. Beck's cafe,332 avis,"Café, Britannique",€
260. The Blacksmith's Arms,585 avis,"Bar, Britannique",€€-€€€
261. Blacklock Shoreditch,382 avis,"Steakhouse, Britannique",€€-€€€
262. Richard's Kitchen,129 avis,"Café, Européenne",€€-€€€
263. ZIMA Russian Restaurant,570 avis,"Européenne, Fusion",€€-€€€
264. Nipa Thai Restaurant,958 avis,"Asiatique, Thaï",€€€€
265. Shampan Welling,796 avis,"Indienne, Asiatique",€€-€€€
266. Osteria Napoletana,279 avis,"Italienne, Fruits de mer et poisson",€€-€€€
267. Kibele Restaurant & Bar,680 avis,"Méditerranéenne, Turque",€€-€€€
268. Pier 1,743 avis,"Fruits de mer et poisson, Britannique",€€-€€€
269. Taste of India,743 avis,Indienne,€€-€€€
270. Mildreds Camden,887 avis,"Internationale, Britannique",€€-€€€
271. 108 Brasserie,1 425 avis,"Européenne, Britannique",€€-€€€
272. Jolie Chelsea,192 avis,"Française, Européenne",€€-€€€
273. Nepal Authentic Dining,245 avis,"Indienne, Asiatique",€€-€€€
274. Pera Restaurant islington,573 avis,"Méditerranéenne, Européenne",€€-€€€
275. EaTurkish,315 avis,"Restauration rapide, Méditerranéenne",€
276. CERU,1 127 avis,"Méditerranéenne, Fusion",€€-€€€
277. Alexander The Great,3 315 avis,"Internationale, Méditerranéenne",€€-€€€
278. Dedem Restaurant,183 avis,"Méditerranéenne, Turque",€€-€€€
279. Wulf & Lamb - Marylebone,178 avis,"Britannique, Saine",€€-€€€
280. Smith's,1 931 avis,"Fruits de mer et poisson, Européenne",€€€€
281. Gunes Restaurant,104 avis,"Méditerranéenne, Turque",€€-€€€
282. Purezza Camden,597 avis,"Italienne, Pizza",€€-€€€
283. Galvin La Chapelle,4 062 avis,Française,€€€€
284. Fishers Restaurant & Takeaway,1 109 avis,"Fruits de mer et poisson, Britannique",€
285. Sapori Cafe' and Restaurant,370 avis,"Italienne, Café",€
286. Bar Remo,1 383 avis,"Britannique, Napolitaine",€€-€€€
287. Palms of Goa,976 avis,"Indienne, Asiatique",€€-€€€
288. Lusin Mayfair,109 avis,"Libanaise, Moyen-Orient",€€€€
289. Al Boccon Di'vino is Non Solo Vino,965 avis,"Italienne, Méditerranéenne",€€-€€€
290. Albany Spice,300 avis,"Indienne, Asiatique",€€-€€€
291. Crown & Crooked Billet,316 avis,"Bar, Britannique",€€-€€€
292. Locale,3 818 avis,"Italienne, Méditerranéenne",€€-€€€
293. Trinity Restaurant,758 avis,"Européenne, Britannique",€€€€
294. Browns Brasserie & Bar - West India Quay,992 avis,"Bar, Européenne",€€-€€€
295. Don Ciccio Osteria Italiana & Pizzeria,182 avis,"Italienne, Pizza",€€-€€€
296. Little India,2 515 avis,Indienne,€€-€€€
297. Union Tavern,1 096 avis,"Bar, Britannique",€€-€€€
298. Magenta,131 avis,"Italienne, Européenne",€€-€€€
299. Zala grill,292 avis,"Méditerranéenne, Moyen-Orient",€€-€€€
300. Town House,830 avis,"Internationale, Britannique",€€-€€€
301. The Hoop and Grapes,581 avis,"Bar, Britannique",€€-€€€
302. Sugar Cane bar,309 avis,"Bar, Internationale",€€-€€€
303. Chez Lindsay,958 avis,Française,€€-€€€
304. Rudy's Pizza Napoletana - Soho,396 avis,"Italienne, Pizza",€€-€€€
305. Mountain View Restaurant Greenwich,392 avis,"Indienne, Asiatique",€€-€€€
306. Lugana Italian Restaurant,394 avis,"Italienne, Méditerranéenne",€€-€€€
307. Dhaba@49,373 avis,"Indienne, Asiatique",€€-€€€
308. Kahani,323 avis,"Indienne, Asiatique",€€€€
309. About Thyme Restaurant,1 039 avis,"Méditerranéenne, Européenne",€€-€€€
310. The Gate Kitchen Bar Terrace,289 avis,"Bar, Britannique",€€-€€€
311. STK Steakhouse Westminster,340 avis,Steakhouse,€€€€
312. Barge East Restaurant,769 avis,"Bar, Britannique",€€-€€€
313. Kings Stores,346 avis,"Bar, Britannique",€€-€€€
314. Light of India,1 826 avis,"Indienne, Grillades",€€-€€€
315. Little Wonder Cafe,178 avis,"Café, Britannique",€
316. Humble Grape,494 avis,"Européenne, Moderne",€€-€€€
317. Basta,74 avis,"Restauration rapide, Méditerranéenne",€
318. Cafe Phillies,401 avis,"Café, Européenne",€€-€€€
319. The Shell Holborn,357 avis,"Fruits de mer et poisson, Internationale",€€-€€€
320. Bravi Ragazzi Pizza,523 avis,"Italienne, Pizza",€
321. Babur Restaurant,642 avis,"Indienne, Asiatique",€€-€€€
322. Tarshish,1 147 avis,"Turque, Grillades",€€-€€€
323. Figo Stratford,1 470 avis,"Italienne, Pizza",€€-€€€
324. Galvin at Windows,3 944 avis,"Fruits de mer et poisson, Internationale",€€€€
325. Bon Gusto,665 avis,"Italienne, Toscane",€€-€€€
326. The Andover Arms,1 295 avis,"Bar, Britannique",€€-€€€
327. Café Spice Namasté,1 441 avis,"Indienne, Asiatique",€€-€€€
328. Lokkanta Meze & Barbeque,885 avis,"Méditerranéenne, Barbecue/Grillades",€€-€€€
329. Otto's,447 avis,"Française, Européenne",€€€€
330. Vesper Bar,345 avis,"Bar, Britannique",€€€€
331. The George on the Strand,731 avis,"Bar, Européenne",€€-€€€
332. Casa Tua Camden,394 avis,"Italienne, Café",€€-€€€
333. Mosob Restaurant,415 avis,"Africaine, Éthiopienne",€€-€€€
334. Boro Bistro,1 072 avis,"Française, Bar",€€-€€€
335. Bill's Richmond,1 090 avis,Britannique,€€-€€€
336. Midpoint Restaurant,777 avis,"Méditerranéenne, Turque",€€-€€€
337. Delamina EAST,422 avis,"Méditerranéenne, Saine",€€-€€€
338. Kilikya’s Gastro Cocktails & Lounge,1 563 avis,"Méditerranéenne, Européenne",€€-€€€
339. Baileys Fish and Chips,1 844 avis,"Fruits de mer et poisson, Restauration rapide",€
340. City Spice,827 avis,"Indienne, Asiatique",€€-€€€
341. Efes Meze,514 avis,"Turque, Grecque",€€-€€€
342. Mestizo,1 677 avis,"Mexicaine, Latino",€€-€€€
343. Sergio's,1 433 avis,"Italienne, Pizza",€€-€€€
344. Kirvem,342 avis,"Méditerranéenne, Européenne",€€-€€€
345. The Little Taperia,325 avis,"Méditerranéenne, Européenne",€€-€€€
346. Fish Central,625 avis,"Fruits de mer et poisson, Britannique",€€-€€€
347. Sarava Creperie Bar & Cafe,293 avis,"Brésilienne, Caraïbes",€€-€€€
348. All Bar One Wimbledon,392 avis,"Bar, Internationale",€€-€€€
349. Flat Iron Tottenham Court Rd,1 901 avis,"Steakhouse, Britannique",€€-€€€
350. Capeesh,864 avis,"Italienne, Pizza",€€-€€€
351. Railway Bell,275 avis,"Bar, Britannique",€€-€€€
352. Capricho Portuguese Kitchen,447 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
353. Maurizio Barca,311 avis,"Italienne, Pizza",€€-€€€
354. Ngon Ngon,231 avis,"Asiatique, Vietnamienne",€€-€€€
355. Constancia,539 avis,"Steakhouse, Barbecue/Grillades",€€-€€€
356. MangiaTutto Restaurant,67 avis,"Italienne, Pizza",€€-€€€
357. Pizza Sophia,528 avis,"Italienne, Napolitaine",€
358. The Wilmington,844 avis,"Bar, Britannique",€€-€€€
359. Bella Italia South Kensington,1 159 avis,"Italienne, Pizza",€€-€€€
360. IL BORRO Tuscan Bistro London,150 avis,"Italienne, Toscane",€€€€
361. El Inca Plebeyo,284 avis,"Latino, Fusion",€€-€€€
362. Bizzarro,2 432 avis,"Italienne, Pizza",€€-€€€
363. Ciullosteria,302 avis,"Italienne, Pizza",€€-€€€
364. Venerdi,476 avis,"Italienne, Pizza",€€-€€€
365. Sheila's Cafe,367 avis,"Café, Britannique",€
366. Iran Restaurant,2 883 avis,"Saine, Moyen-Orient",€€-€€€
367. Indigo Restaurant,678 avis,"Britannique, Grillades",€€€€
368. Supawan Thai Restaurant,298 avis,"Asiatique, Thaï",€€-€€€
369. Petek,345 avis,"Méditerranéenne, Européenne",€€-€€€
370. Kashmir A Culinary Paradise,240 avis,"Indienne, Asiatique",€€-€€€
371. Lorne Restaurant,311 avis,"Européenne, Britannique",€€€€
372. Flat Iron Shoreditch,683 avis,"Steakhouse, Britannique",€€-€€€
373. The Barbary,659 avis,"Méditerranéenne, Moyen-Orient",€€-€€€
374. Tomo Pizzeria & Restaurant,270 avis,"Italienne, Pizza",€€-€€€
375. Kitchen W8,1 030 avis,"Européenne, Britannique",€€€€
376. Chez Bruce,1 692 avis,"Française, Européenne",€€€€
377. The Oystermen Seafood Bar & Kitchen,1 412 avis,"Fruits de mer et poisson, Britannique",€€-€€€
378. Flat Iron London Bridge,345 avis,"Steakhouse, Britannique",€€-€€€
379. Portland Restaurant,464 avis,"Européenne, Britannique",€€€€
380. Liz Cafe,342 avis,"Café, Britannique",€
381. Goodman Canary Wharf,967 avis,"Américaine, Steakhouse",€€€€
382. The Albany,399 avis,"Bar, Internationale",€€-€€€
383. La Trompette,1 154 avis,"Française, Européenne",€€€€
384. Flat Iron,2 718 avis,"Steakhouse, Britannique",€€-€€€
385. La Dame de Pic London,380 avis,"Française, Européenne",€€€€
386. Nenno Pizza Restaurant,358 avis,"Italienne, Pizza",€€-€€€
387. Scoff And Banter Kensington,972 avis,"Européenne, Britannique",€€-€€€
388. Omnino Leadenhall,530 avis,"Steakhouse, Grillades",€€-€€€
389. Richmond Vault Beer Cellar & Restaurant,700 avis,"Bar, Britannique",€€-€€€
390. St. Ermin's Tea Lounge,498 avis,"Européenne, Britannique",€€-€€€
391. Maharaja of India,260 avis,"Indienne, Asiatique",€€-€€€
392. Comptoir Libanais London Bridge,390 avis,"Libanaise, Méditerranéenne",€€-€€€
393. All Bar One Butlers Wharf,709 avis,"Bar, Britannique",€€-€€€
394. Pizzería portofino,218 avis,"Italienne, Pizza",€
395. The Bull Steak Expert,751 avis,"Steakhouse, Argentine",€€€€
396. Salt & Pepper,571 avis,"Café, Britannique",€
397. JW Steakhouse,1 232 avis,"Américaine, Steakhouse",€€€€
398. Randall & Aubin,1 593 avis,"Française, Fruits de mer et poisson",€€-€€€
399. Passyunk Avenue,389 avis,"Américaine, Bar",€€-€€€
400. Mildreds King's Cross,749 avis,"Internationale, Britannique",€€-€€€
401. Buen Ayre,481 avis,"Steakhouse, Barbecue/Grillades",€€-€€€
402. Flora Indica,370 avis,"Indienne, Asiatique",€€-€€€
403. Pane Cunzato - Pizza & more,690 avis,"Italienne, Pizza",€€-€€€
404. Chesterfield Arms,128 avis,"Bar, Britannique",€€-€€€
405. Twist Connubio,475 avis,"Méditerranéenne, Européenne",€€-€€€
406. Crust Bros,659 avis,"Italienne, Pizza",€
407. Cafe 338,330 avis,"Café, Britannique",€
408. Paramount Lebanese Kitchen,440 avis,"Libanaise, Méditerranéenne",€
409. Kitty Fisher's,477 avis,"Européenne, Britannique",€€€€
410. Portobello Garden Caffe,486 avis,"Italienne, Méditerranéenne",€€-€€€
411. Misto,374 avis,"Italienne, Pizza",€€-€€€
412. Balthazar,5 846 avis,"Française, Européenne",€€-€€€
413. Zonzo Restaurant,1 060 avis,"Italienne, Pizza",€€-€€€
414. The Elgar Room Brasserie,717 avis,"Européenne, Britannique",€€-€€€
415. Cacciari's - Earl's Court,619 avis,"Italienne, Pizza",€€-€€€
416. Prince Alfred & Formosa Dining Room,616 avis,Moderne,€€-€€€
417. The Marquis,386 avis,"Bar, Britannique",€€-€€€
418. All Bar One Holborn,465 avis,"Bar, Britannique",€€-€€€
419. Chunnel Bar,292 avis,"Café, Britannique",€
420. Roxie Steak - Fulham,452 avis,"Steakhouse, Barbecue/Grillades",€€-€€€
421. Dalloway Terrace,1 344 avis,"Européenne, Britannique",€€-€€€
