Titre,Lien_du_titre,image,note,venueindex,catégorie,prix,adresse,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
Ashoka -Amsterdam Centrum,https://fr.foursquare.com/v/ashoka-amsterdam-centrum/53e0cca8498ed3c8aa65b287,https://fastly.4sqi.net/img/general/600x600/11993951_ZV1g1R6TVqbbIIKvXPfZfnN00iHdsVf29Mx47Aft9gU.jpg,9.4,16,Indienne,€€€€,"Spuistraat 3G (Nieuwezijds Voorburgwal), Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/586360224_AF4cf2P2_zMiOWzc_GxiszQtBQ-6sKj9FOHJDw-fB8UtulYAeD9fDuKBNjzpj89sbQF3K0kL3.jpg,"Gregory A. • Août 19, 2022
Cuisine savoureuse dans un cadre très soigné","Gregory A. • Août 19, 2022",https://fr.foursquare.com/gregorya1958447,Gregory A.
d&a Hummus Bistro,https://fr.foursquare.com/v/da-hummus-bistro/55523531498ee5528513f68e,https://fastly.4sqi.net/img/general/600x600/8884930_fW9iUHNyDeFoRbg9tne2O3ejs5Uv1rf_VQ18XHCetfk.jpg,9.4,17,Bistro,€€€€,"Westerstraat 136, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/2IEISUHHEIQJNDHS.jpg,"Leslie S. • Décembre 12, 2016
Tout semble bon et frais ici. Tester absolument les hummus, servis comme plats principaux de taille moyenne. Saveurs & crémeux unique ! Accueil courtois, service efficace. Une très bonne adresse !","Leslie S. • Décembre 12, 2016",https://fr.foursquare.com/sempervirens_,Leslie S.
Zoku,https://fr.foursquare.com/v/zoku/5729bb90498e208d1591bba8,https://fastly.4sqi.net/img/general/600x600/8215056_Wv_G91BKiT_iPFULmQ15FypepwvIxbJE7Ik0IyCcrxc.jpg,9.4,18,Hôtel,,"Weesperstraat 105, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/140280028-OURN4UV0TJ33KOOA.jpg,"Inês S. • Janvier 14, 2017
Great social spaces to work and relax. Food is also very good","Inês S. • Janvier 14, 2017",https://fr.foursquare.com/iness5528922,Inês S.
Park Frankendael,https://fr.foursquare.com/v/park-frankendael/4d74e5470a22236a048b3b02,https://fastly.4sqi.net/img/general/600x600/1576183_uA59jJKf0sUB7J2uDTkgtu372CJOQdKk4c927vTmr2w.jpg,9.4,19,Parc,,"Kamerlingh Onneslaan (Middenweg), Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/KIZZKEEPXQNOH5ZC.jpg,"DHR.com • Janvier 12, 2012
This is a park that is home to the elegant Style and Landscape gardens, which have been restored and currently being well-maintained. Don't miss the historical Huize Frankendael.","DHR.com • Janvier 12, 2012",https://fr.foursquare.com/dhrcom,DHR.com
Café Cook,https://fr.foursquare.com/v/caf%C3%A9-cook/4a26fff1f964a5208a811fe3,https://fastly.4sqi.net/img/general/600x600/1576183_twAZHvbhpYRLo8LQu07ogS_iqcgYegDr0UJiom-eDLU.jpg,9.4,20,Pub,€€€€,"James Cookstraat 2HS (Jan Maijenplein), Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/JAUG35UJB3QG4TJT.jpg,"Willem K. • Mars 16, 2013
Everything here is good! The sandwiches, meals, service and ofcourse the beers. Try the carmeliet from tap!","Willem K. • Mars 16, 2013",https://fr.foursquare.com/willemk9658356,Willem K.
Waldorf Astoria Amsterdam,https://fr.foursquare.com/v/waldorf-astoria-amsterdam/502c0c43e8897c8f8123ba94,https://fastly.4sqi.net/img/general/600x600/6188980_2estlgLRwiOq7KFJVkriFtWPjzcpOcozxpvxiZYVgsQ.jpg,9.3,21,Hôtel,,"Herengracht 542-556, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/52807352-5VJ5KH54BNQ2EOMN.jpg,"Rewan P. • Décembre 12, 2016
Beautiful hotel with spacious and luxurious rooms. Do go to their bar ""vault"" they have one of the best cocktails in Amsterdam. Try getting canal view rooms.","Rewan P. • Décembre 12, 2016",https://fr.foursquare.com/rewanp5397505,Rewan P.
Prinsengracht,https://fr.foursquare.com/v/prinsengracht/4bdad52063c5c9b6e3182568,https://fastly.4sqi.net/img/general/600x600/1973_Yv9DSaKWJMywaZFZDJb-g5bFZQ9cOzmCwEE-uqz3w44.jpg,9.3,22,Canal,,"Prinsengracht, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/38510431_tmYiAkZC_tFOQoNFkjA4bMZ2tNLsCkZYm2GmAA5fOofDVaguRRbnP-euwiT4N8At3SQK5Z4OI.jpg,"_ • Août 18, 2015
Beautiful architecture. Great to stroll and admire.","_ • Août 18, 2015",https://fr.foursquare.com/user38510431,_
Distilleerderij 't Nieuwe Diep,https://fr.foursquare.com/v/distilleerderij-t-nieuwe-diep/4d8de179d265236aebfefb16,https://fastly.4sqi.net/img/general/600x600/1081659_bNhZLpwa00DOenCiloTgsGWQcTsgfKzdByhlQZQAFhM.jpg,9.3,23,Distillerie,€€€€,"Flevopark 13, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/6328832-P4GSZMLG100QCDIZ.jpg,"sam B. • Juillet 3, 2016
One of Amsterdams hidden gems. The sight is amazing, staff is super kind and drinks are delicious. Great place to escape from it all.","sam B. • Juillet 3, 2016",https://fr.foursquare.com/samuelbeek,sam B.
Choux,https://fr.foursquare.com/v/choux/55674fe7498e0a4781b0f3d8,https://fastly.4sqi.net/img/general/600x600/394360_iEUKRqaaO6-Kl42D1iQkYse4BxszDs6a-T6IFqtZYYQ.jpg,9.3,24,Restaurant,,"De Ruijterkade 128, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/104560714-FZ1PUQXND5WYYNMF.jpg,"mary n. • Octobre 7, 2015
Excellent, super service, prix très intéressant vu la qualité. De belles découvertes culinaires pour des produits locaux frais. Excellente cave.","mary n. • Octobre 7, 2015",https://fr.foursquare.com/maryn2378994,mary n.
Andaz Amsterdam Prinsengracht - a concept by Hyatt,https://fr.foursquare.com/v/andaz-amsterdam-prinsengracht--a-concept-by-hyatt/50484fb7e4b0797248eaa5bb,https://fastly.4sqi.net/img/general/600x600/2365884_n8kCv6ESV_SZe_2BFXDp1tbddPk_AimmC44zz5vLKFE.jpg,9.3,25,Hôtel,,"Prinsengracht 587, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/YUYHNUZDF55RDFRK.png,"Timo K. • Janvier 14, 2013
Champagne Ruinart, Blanc des Blancs!","Timo K. • Janvier 14, 2013",https://fr.foursquare.com/kookprins,Timo K.
HPS,https://fr.foursquare.com/v/hps/4f36e757e4b0571dc6edd42d,https://fastly.4sqi.net/img/general/600x600/529900352_f7P0MrW4LeT0e3FecKbSPF1OuYRxTZQXPvrRX9LiP6s.jpg,9.3,26,Cocktail,€€€€,"Rapenburg 18, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/417427355_GF-ZG7mZ_KasGWkGzXAtKAqeGhDDTQ9sXv6TNjeofiqqQCkWAL9ftXTqww8gflgKCu3pfnIVL.jpg,"Kate S. • Décembre 31, 2018
The cocktails are amazing. I suggest the house old fashioned or the sideburn- both were delicious.","Kate S. • Décembre 31, 2018",https://fr.foursquare.com/kates3207972,Kate S.
Toomler | Comedytrain,https://fr.foursquare.com/v/toomler--comedytrain/4a27db96f964a520a9941fe3,https://fastly.4sqi.net/img/general/600x600/163603_MeosgvUvsCOBJfZmKQISvhC5HR96qprlVo81TYs72dc.jpg,9.3,27,Salle de spectacle,,"Breitnerstraat 2, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/VDNXYUX53RLKOUGA.jpg,"Adriaan V. • Février 1, 2011
Super goeie tip voor een avond lachen. Nu een keer of 5 geweest en iedere keer leuk. Hamburgers zijn ook de moeite waard.","Adriaan V. • Février 1, 2011",https://fr.foursquare.com/ajvdhek,Adriaan V.
Van Stapele Koekmakerij,https://fr.foursquare.com/v/van-stapele-koekmakerij/52af231b11d2d07f6e9bff9f,https://fastly.4sqi.net/img/general/600x600/1368545496_YFIgH7dgynlzx3OuALpXbaXCJm458-sG7yZaOV7HIog.jpg,9.3,28,Desserts,€€€€,"Heisteeg 4 (Spui), Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/blank_girl.png,"Raghad N. • Mai 30, 2022
Delicious cookies, long line but it is fast 👍","Raghad N. • Mai 30, 2022",https://fr.foursquare.com/raghadn2733235,Raghad N.
Umeno,https://fr.foursquare.com/v/umeno/4a27db33f964a5207f921fe3,https://fastly.4sqi.net/img/general/600x600/5621593_0L2zzP-MkNfFKBUPdX5zmQY0G_M_Ch424aPtTDUSWr0.jpg,9.3,29,Japonaise,€€€€,"Agamemnonstraat 27, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/131471110-42SXZ34CPBBKFM5N.jpg,"Tom W. • Janvier 12, 2019
Sushi omakase was amazing. Best sushi I know.","Tom W. • Janvier 12, 2019",https://fr.foursquare.com/tomw3996125,Tom W.
Zaanse Schans,https://fr.foursquare.com/v/zaanse-schans/4be18547a7380f47e3401ab0,https://fastly.4sqi.net/img/general/600x600/14084990_pXtuNThMWmagUgXve6zKuJwVMyFKxPFoJx78UZA9TVM.jpg,9.3,30,Monument,,"Schansend 7, Zaandam",Enregistrer ,https://fastly.4sqi.net/img/user/128x128/133458275-AS05XRPNJJA03BN0.jpg,"Sophia H. • Juin 27, 2019
Amazing ice cream, lots of cheese samples, and cool sights of windmills and wooden shoes","Sophia H. • Juin 27, 2019",https://fr.foursquare.com/sophiah5926788,Sophia H.
Toomler | Comedytrain,https://fr.foursquare.com/v/toomler--comedytrain/4a27db96f964a520a9941fe3,https://fastly.4sqi.net/img/general/300x300/163603_MeosgvUvsCOBJfZmKQISvhC5HR96qprlVo81TYs72dc.jpg,9.3,31,Salle de spectacle,,"Breitnerstraat 2, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/VDNXYUX53RLKOUGA.jpg,"Adriaan V. • Février 1, 2011
Super goeie tip voor een avond lachen. Nu een keer of 5 geweest en iedere keer leuk. Hamburgers zijn ook de moeite waard.","Adriaan V. • Février 1, 2011",https://fr.foursquare.com/ajvdhek,Adriaan V.
Van Stapele Koekmakerij,https://fr.foursquare.com/v/van-stapele-koekmakerij/52af231b11d2d07f6e9bff9f,https://fastly.4sqi.net/img/general/300x300/1368545496_YFIgH7dgynlzx3OuALpXbaXCJm458-sG7yZaOV7HIog.jpg,9.3,32,Desserts,€€€€,"Heisteeg 4 (Spui), Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Raghad N. • Mai 30, 2022
Delicious cookies, long line but it is fast 👍","Raghad N. • Mai 30, 2022",https://fr.foursquare.com/raghadn2733235,Raghad N.
Umeno,https://fr.foursquare.com/v/umeno/4a27db33f964a5207f921fe3,https://fastly.4sqi.net/img/general/300x300/5621593_0L2zzP-MkNfFKBUPdX5zmQY0G_M_Ch424aPtTDUSWr0.jpg,9.3,33,Japonaise,€€€€,"Agamemnonstraat 27, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/131471110-42SXZ34CPBBKFM5N.jpg,"Tom W. • Janvier 12, 2019
Sushi omakase was amazing. Best sushi I know.","Tom W. • Janvier 12, 2019",https://fr.foursquare.com/tomw3996125,Tom W.
Zaanse Schans,https://fr.foursquare.com/v/zaanse-schans/4be18547a7380f47e3401ab0,https://fastly.4sqi.net/img/general/300x300/14084990_pXtuNThMWmagUgXve6zKuJwVMyFKxPFoJx78UZA9TVM.jpg,9.3,34,Monument,,"Schansend 7, Zaandam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/133458275-AS05XRPNJJA03BN0.jpg,"Sophia H. • Juin 27, 2019
Amazing ice cream, lots of cheese samples, and cool sights of windmills and wooden shoes","Sophia H. • Juin 27, 2019",https://fr.foursquare.com/sophiah5926788,Sophia H.
ArenA Stadium Tour,https://fr.foursquare.com/v/arena-stadium-tour/5156d20ae4b086af62a38065,https://fastly.4sqi.net/img/general/300x300/11983716_Sj3pvOKlY40JyIdvUlDKPoFkAeBY_rOlqM59MEcgx34.jpg,9.3,35,Tour-opérateur,,"ArenA Boulevard 1, Amsterdam-Zuidoost",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1389678449_xji6CAiB_kB0aRidK085VW8qP5nx-d7Lw95GwWyyI64fIo8DkUHSZbV2Fux3iiexMYmtc8gKf.jpg,"Alexandro G. • Juillet 11, 2022
Me encantó el estadio. Todo es brillante y limpio","Alexandro G. • Juillet 11, 2022",https://fr.foursquare.com/alexandg3707053,Alexandro G.
Frens Haringhandel,https://fr.foursquare.com/v/frens-haringhandel/4b586efef964a520855728e3,https://fastly.4sqi.net/img/general/300x300/45684108_wcI4QbZCMGr3RjKLmZQxfEfAIlbHYjwIi5g-vhXiuOI.jpg,9.3,36,Camion de restauration,€€€€,"T/O Singel 468, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/53952420_71so97T4_4HIm1XV6Gi91f26iDp_y0j8R4PQBCHZUaAVVIPBQhj9PoXACSJTAOr-uIomA8Jjt.jpg,"Viviane Tâm L. • Janvier 21, 2017
Trop bon le hareng cru au pickels!","Viviane Tâm L. • Janvier 21, 2017",https://fr.foursquare.com/laviane,Viviane Tâm L.
Back to Black,https://fr.foursquare.com/v/back-to-black/5390600e498ea928667afb97,https://fastly.4sqi.net/img/general/300x300/29318661_VfUcdBkNUb5yHpW_aMLM2kt17vq4YgQSru0m_rnQq9E.jpg,9.3,37,Coffee Shop,€€€€,"Weteringstraat 48, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/121750218-4F4U2D0S3MI1Z1H4.jpg,"marie L. • Octobre 15, 2016
Une adresse parfaite pour boire un ""hot chocolate"" ou un bon café, le cheesecake est à tomber, l'ambiance cosy et intime.","marie L. • Octobre 15, 2016",https://fr.foursquare.com/bibi13lps,marie L.
Koninklijk Theater Carré,https://fr.foursquare.com/v/koninklijk-theater-carr%C3%A9/4aff20b7f964a520a43422e3,https://fastly.4sqi.net/img/general/300x300/1075718_4b3DhsBtaWBscnwCTg_YSIgymVJB_sw89SpyNbwHSpQ.jpg,9.3,38,Théâtre,€€€€,"Amstel 115 -125, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/7520859_WSfKg90w_qWxlw99UrWzCcld3K_fLpBYoLU3dxufvZzO2xuISNk251s5NHvTfHUQKdyAbOL7Q.jpg,"Nicky W. • Janvier 25, 2017
The most beautiful theatre in Amsterdam","Nicky W. • Janvier 25, 2017",https://fr.foursquare.com/nickyw264,Nicky W.
The American Book Center,https://fr.foursquare.com/v/the-american-book-center/4a856313f964a52035fe1fe3,https://fastly.4sqi.net/img/general/300x300/55158968_EnSPZs5EK5qH-y6u7W20jevo5VAHHJSUQ1DSYXWeWCU.jpg,9.3,39,Librairie,€€€€,"Spui 12, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/DDAAAI4305PWJIZ4.jpg,"Paavo K. • Octobre 10, 2010
Probably the best bookstore in Amsterdam. Mind the steps :D","Paavo K. • Octobre 10, 2010",https://fr.foursquare.com/niilojohannes,Paavo K.
Beatrixpark,https://fr.foursquare.com/v/beatrixpark/4a27071ff964a520038d1fe3,https://fastly.4sqi.net/img/general/300x300/4733711_6hBaDFd6CpZ3ZveE5BbyW2XLiR8bGiETUQ9ps3vbUlc.jpg,9.3,40,Parc,,"Boerenweteringpad, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/14925783-4U4HTDL0IAULIVOM.jpg,"Michiel J. • Avril 9, 2017
A quiet Park in the south. Spacious, dogs area, playground and a small pool for kids during the hot weather. Great for running and the park has an exercise area. Oh and ice cream during the summer!","Michiel J. • Avril 9, 2017",https://fr.foursquare.com/michielj8526427,Michiel J.
Pathé Tuschinski,https://fr.foursquare.com/v/path%C3%A9-tuschinski/4a3d4fd1f964a52017a21fe3,https://fastly.4sqi.net/img/general/300x300/1987617_KDV0RGRCSr6f_UzP3gX0_c-djKAcHO9JNF5fKywkQPQ.jpg,9.3,41,Cinéma,€€€€,"Reguliersbreestraat 26-34, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/9785172_SA8iM2ZD_6HGiovDflgQeUgmsUl7aN22Okykd4pI9TQwswuXHrvwMQhvoGdDaH_gukDkrAsZ5.jpg,"Juan • Octobre 18, 2015
Conseils magazine Ideat : Assurez-vous que votre film est bien diffusé dans la salle 1 car elle est le véritable trésor de ce lieu magique.","Juan • Octobre 18, 2015",https://fr.foursquare.com/juan5343532,Juan
Grote Markt,https://fr.foursquare.com/v/grote-markt/4b33f1aef964a520842225e3,https://fastly.4sqi.net/img/general/300x300/8586947_9KwcKOlXhciXLhcuFmK_PwhR3p-WN0zzB4XBXk7XUEg.jpg,9.3,42,Place,,"Grote Markt, Haarlem",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1051633_YgNUh2hJ_FlboZHeR6nk4S7ufUfDhSUVqA4yqyfwgEDdKYmosdprwa19PdGtzQQePPXRoNQK3.jpg,"Fernando O. • Septembre 19, 2015
My favorite place to buy cheese, bread and pesto.","Fernando O. • Septembre 19, 2015",https://fr.foursquare.com/fffernando,Fernando O.
Cafe Cremers,https://fr.foursquare.com/v/cafe-cremers/4e87840ddab4143dee9ae3ec,,9.3,43,Bar,€€€€,"Prinsestraat 84, La Haye",Enregistrer ,,,,,
